PFlock,10.0,150K,117196,33.987,9.122,15,15:44:37.854
PFlock,20.0,150K,370676,25.205,8.858,15,15:45:11.974
PFlock,30.0,150K,703966,25.759,10.816,15,15:45:48.592
PFlock,40.0,150K,1106639,29.468,14.053,15,15:46:32.153
PFlock,50.0,150K,1554076,32.38,17.862,15,15:47:22.436
PFlock,60.0,150K,2045849,38.324,21.337,15,15:48:22.128
PFlock,70.0,150K,2582209,43.642,25.265,15,15:49:31.072
PFlock,80.0,150K,3165284,48.361,31.029,15,15:50:50.486
PFlock,90.0,150K,3799948,54.003,34.896,15,15:52:19.411
PFlock,100.0,150K,4498683,57.899,44.581,15,15:54:01.919
