PFlock,10.0,50K,48302,22.671,8.979,5,11:51:14.059
PFlock,20.0,50K,114320,19.571,9.848,5,11:51:43.551
PFlock,30.0,50K,177689,20.239,11.784,5,11:52:15.621
PFlock,40.0,50K,243587,22.171,13.711,5,11:52:51.544
PFlock,50.0,50K,306855,24.206,15.496,5,11:53:31.291
PFlock,60.0,50K,369868,26.058,17.311,5,11:54:14.701
PFlock,70.0,50K,436962,27.428,18.863,5,11:55:01.030
PFlock,80.0,50K,508482,30.101,20.672,5,11:55:51.834
PFlock,90.0,50K,586632,31.665,23.786,5,11:56:47.315
PFlock,100.0,50K,673410,33.366,25.457,5,11:57:46.167
