PFlock,10.0,100K,77924,27.127,8.036,10,12:01:36.394
PFlock,20.0,100K,222035,23.259,8.74,10,12:02:08.481
PFlock,30.0,100K,389003,24.099,10.661,10,12:02:43.288
PFlock,40.0,100K,580094,25.259,13.189,10,12:03:21.780
PFlock,50.0,100K,786519,27.497,15.121,10,12:04:04.443
PFlock,60.0,100K,1009788,31.603,18.216,10,12:04:54.301
PFlock,70.0,100K,1249565,32.796,19.804,10,12:05:46.933
PFlock,80.0,100K,1508566,36.937,23.099,10,12:06:47.003
PFlock,90.0,100K,1791555,38.47,27.022,10,12:07:52.526
PFlock,100.0,100K,2103761,43.16,29.552,10,12:09:05.269
