"11,15,16",-326834.717962314,4471985.58628744
"12,14,17",-326652.038573111,4471978.31923608
"6,10,12,14",-326647.336093338,4471951.58228265
"3,5,7,11",-326786.396764069,4471910.65535014
"4,8,9,13",-326478.856238242,4471905.77824895
"3,5,6,7,10",-326727.505360681,4471898.0383825
"5,6,7,10,12",-326719.242522183,4471944.80079714
