2017-10-30 13:00:27,921 ->   B20K,  112997,  101336,   2286,   68364, 1024,  25,  50.0, 25,    7.67,    3.01,   57.99
2017-10-30 13:01:27,763 ->   B20K,  141934,  126377,   2973,   86348, 1024,  25,  60.0, 25,   12.24,    2.84,   59.68
2017-10-30 13:02:40,393 ->   B20K,  172879,  152648,   3738,  105909, 1024,  25,  70.0, 25,   20.52,    2.92,   72.51
2017-10-30 13:04:08,442 ->   B20K,  205778,  180772,   4725,  126391, 1024,  25,  80.0, 25,   31.83,    3.05,   87.93
2017-10-30 13:06:00,349 ->   B20K,  241791,  209542,   5657,  148994, 1024,  25,  90.0, 25,   50.97,    3.22,  111.78
2017-10-30 13:08:30,155 ->   B20K,  281200,  242946,   6961,  172058, 1024,  25, 100.0, 25,   84.03,    3.44,  149.66
2017-10-30 13:09:50,828 ->   B20K,  112997,  101687,   2283,   68445, 1024,  25,  50.0, 25,    7.86,    3.03,   58.91
2017-10-30 13:10:50,823 ->   B20K,  141934,  126556,   2972,   86379, 1024,  25,  60.0, 25,   12.53,    2.86,   59.83
2017-10-30 13:12:04,509 ->   B20K,  172879,  152402,   3764,  105984, 1024,  25,  70.0, 25,   21.00,    2.94,   73.57
2017-10-30 13:13:33,290 ->   B20K,  205778,  180817,   4672,  126490, 1024,  25,  80.0, 25,   32.07,    3.00,   88.66
2017-10-30 13:15:26,963 ->   B20K,  241791,  209390,   5659,  149271, 1024,  25,  90.0, 25,   51.94,    3.20,  113.55
2017-10-30 13:18:00,273 ->   B20K,  281200,  241915,   6963,  172505, 1024,  25, 100.0, 25,   86.58,    3.43,  153.17
2017-10-30 13:19:17,601 ->   B20K,  112997,  100829,   2280,   68355, 1024,  25,  50.0, 25,    7.85,    3.11,   59.12
2017-10-30 13:20:17,294 ->   B20K,  141934,  126459,   2962,   86368, 1024,  25,  60.0, 25,   12.27,    2.92,   59.53
2017-10-30 13:21:28,323 ->   B20K,  172879,  151881,   3750,  106096, 1024,  25,  70.0, 25,   20.84,    2.96,   70.91
2017-10-30 13:22:55,995 ->   B20K,  205778,  180967,   4725,  126330, 1024,  25,  80.0, 25,   32.23,    3.02,   87.55
2017-10-30 13:24:48,952 ->   B20K,  241791,  209590,   5651,  148852, 1024,  25,  90.0, 25,   52.75,    3.22,  112.83
2017-10-30 13:27:16,927 ->   B20K,  281200,  241899,   6940,  172805, 1024,  25, 100.0, 25,   82.64,    3.42,  147.83
2017-10-30 13:28:33,250 ->   B20K,  112997,  100619,   2276,   68440, 1024,  25,  50.0, 25,    8.06,    3.08,   57.88
2017-10-30 13:29:32,956 ->   B20K,  141934,  125907,   2938,   86437, 1024,  25,  60.0, 25,   13.02,    2.77,   59.54
2017-10-30 13:30:45,103 ->   B20K,  172879,  151853,   3761,  105977, 1024,  25,  70.0, 25,   21.45,    2.92,   72.03
2017-10-30 13:32:12,100 ->   B20K,  205778,  180278,   4722,  126519, 1024,  25,  80.0, 25,   32.51,    2.95,   86.87
2017-10-30 13:34:05,476 ->   B20K,  241791,  209394,   5647,  149341, 1024,  25,  90.0, 25,   53.45,    3.20,  113.25
2017-10-30 13:36:36,142 ->   B20K,  281200,  241977,   6917,  172533, 1024,  25, 100.0, 25,   85.31,    3.39,  150.52
2017-10-30 13:37:53,533 ->   B20K,  112997,  101499,   2276,   68503, 1024,  25,  50.0, 25,    7.81,    3.17,   59.36
2017-10-30 13:38:52,511 ->   B20K,  141934,  126303,   2967,   86387, 1024,  25,  60.0, 25,   12.47,    2.98,   58.82
2017-10-30 13:40:04,645 ->   B20K,  172879,  152591,   3764,  105826, 1024,  25,  70.0, 25,   21.30,    3.02,   72.02
2017-10-30 13:41:32,673 ->   B20K,  205778,  180168,   4725,  126475, 1024,  25,  80.0, 25,   32.30,    3.03,   87.90
2017-10-30 13:43:25,388 ->   B20K,  241791,  210307,   5644,  148676, 1024,  25,  90.0, 25,   52.51,    3.32,  112.59
2017-10-30 13:45:54,496 ->   B20K,  281200,  242636,   6950,  172363, 1024,  25, 100.0, 25,   84.15,    3.43,  148.97
2017-10-30 13:47:11,755 ->   B20K,  112997,  101301,   2283,   68420, 1024,  25,  50.0, 25,    7.98,    3.18,   59.32
2017-10-30 13:48:11,442 ->   B20K,  141934,  126488,   2972,   86364, 1024,  25,  60.0, 25,   12.10,    2.87,   59.52
2017-10-30 13:49:23,419 ->   B20K,  172879,  152616,   3761,  105897, 1024,  25,  70.0, 25,   20.27,    2.84,   71.86
2017-10-30 13:50:50,103 ->   B20K,  205778,  179621,   4725,  126575, 1024,  25,  80.0, 25,   31.28,    3.02,   86.52
2017-10-30 13:52:41,014 ->   B20K,  241791,  210899,   5662,  148630, 1024,  25,  90.0, 25,   50.67,    3.18,  110.79
