2017-10-29 19:56:39,708 ->   B20K,   13586,   12878,    859,    7545, 1024,  25,  10.0, 12,    0.77,    2.93,   34.81
2017-10-29 19:57:10,037 ->   B20K,   35123,   33228,    994,   20669, 1024,  25,  20.0, 12,    1.02,    2.12,   30.16
2017-10-29 19:57:45,330 ->   B20K,   58999,   54691,   1280,   35231, 1024,  25,  30.0, 12,    1.83,    2.33,   35.18
2017-10-29 19:58:26,329 ->   B20K,   85285,   78549,   1771,   51673, 1024,  25,  40.0, 12,    3.55,    2.82,   40.88
2017-10-29 19:59:15,651 ->   B20K,  112997,  101625,   2278,   68416, 1024,  25,  50.0, 12,    7.37,    2.83,   49.20
2017-10-29 20:00:07,538 ->   B20K,   13586,   12998,    851,    7557, 1024,  25,  10.0, 12,    0.86,    3.11,   33.77
2017-10-29 20:00:39,040 ->   B20K,   35123,   32837,    998,   20597, 1024,  25,  20.0, 12,    1.01,    2.25,   31.34
2017-10-29 20:01:14,664 ->   B20K,   58999,   54526,   1280,   35177, 1024,  25,  30.0, 12,    1.76,    2.46,   35.51
2017-10-29 20:01:56,034 ->   B20K,   85285,   77969,   1773,   51640, 1024,  25,  40.0, 12,    3.43,    2.86,   41.25
2017-10-29 20:02:45,219 ->   B20K,  112997,  100713,   2281,   68452, 1024,  25,  50.0, 12,    7.18,    2.74,   49.06
2017-10-29 20:03:37,881 ->   B20K,   13586,   13006,    853,    7569, 1024,  25,  10.0, 12,    0.78,    2.98,   34.49
2017-10-29 20:04:09,244 ->   B20K,   35123,   33216,    998,   20667, 1024,  25,  20.0, 12,    1.18,    2.17,   31.19
2017-10-29 20:04:45,621 ->   B20K,   58999,   54798,   1280,   35203, 1024,  25,  30.0, 12,    1.86,    2.39,   36.26
2017-10-29 20:05:27,687 ->   B20K,   85285,   78483,   1773,   51684, 1024,  25,  40.0, 12,    3.57,    2.84,   41.95
2017-10-29 20:06:17,919 ->   B20K,  112997,  101313,   2286,   68369, 1024,  25,  50.0, 12,    7.23,    2.77,   50.10
2017-10-29 20:07:09,333 ->   B20K,   13586,   12801,    851,    7525, 1024,  25,  10.0, 12,    0.73,    3.07,   33.58
2017-10-29 20:07:41,274 ->   B20K,   35123,   33053,    998,   20644, 1024,  25,  20.0, 12,    1.03,    2.25,   31.78
2017-10-29 20:08:16,876 ->   B20K,   58999,   54862,   1272,   35238, 1024,  25,  30.0, 12,    1.76,    2.50,   35.49
2017-10-29 20:08:59,025 ->   B20K,   85285,   77788,   1773,   51625, 1024,  25,  40.0, 12,    3.94,    2.82,   42.03
2017-10-29 20:09:49,287 ->   B20K,  112997,  101421,   2285,   68377, 1024,  25,  50.0, 12,    7.47,    2.75,   50.13
2017-10-29 20:10:45,235 ->   B20K,   13586,   12968,    851,    7569, 1024,  25,  10.0, 12,    0.83,    2.99,   35.12
2017-10-29 20:11:16,486 ->   B20K,   35123,   32856,    998,   20613, 1024,  25,  20.0, 12,    1.12,    2.19,   31.09
2017-10-29 20:11:51,555 ->   B20K,   58999,   54725,   1280,   35223, 1024,  25,  30.0, 12,    1.87,    2.41,   34.95
2017-10-29 20:12:32,698 ->   B20K,   85285,   78292,   1770,   51675, 1024,  25,  40.0, 12,    3.53,    2.85,   41.02
2017-10-29 20:13:22,705 ->   B20K,  112997,  101455,   2290,   68441, 1024,  25,  50.0, 12,    7.46,    2.70,   49.88
2017-10-29 20:14:15,231 ->   B20K,   13586,   13052,    859,    7576, 1024,  25,  10.0, 12,    0.76,    2.96,   34.55
2017-10-29 20:14:46,437 ->   B20K,   35123,   33029,    993,   20656, 1024,  25,  20.0, 12,    1.06,    2.22,   31.03
2017-10-29 20:15:22,005 ->   B20K,   58999,   55073,   1280,   35264, 1024,  25,  30.0, 12,    1.79,    2.42,   35.45
2017-10-29 20:16:04,018 ->   B20K,   85285,   78499,   1765,   51662, 1024,  25,  40.0, 12,    3.69,    2.86,   41.90
2017-10-29 20:16:54,075 ->   B20K,  112997,  101665,   2290,   68426, 1024,  25,  50.0, 12,    7.42,    2.89,   49.93
2017-10-29 20:17:46,813 ->   B20K,   13586,   12891,    858,    7545, 1024,  25,  10.0, 12,    0.74,    3.01,   34.69
