"PBFE-RDD" 150 "80K" 9671534 10.853
"PBFE-DF" 160 "80K" 10559318 13.397
"PBFE-RDD" 160 "80K" 10559318 11.554
"PBFE-DF" 170 "80K" 11473632 11.693
"PBFE-RDD" 170 "80K" 11473632 11.389
"PBFE-DF" 180 "80K" 12415368 12.203
"PBFE-RDD" 180 "80K" 12415368 11.191
"PBFE-DF" 190 "80K" 13382132 11.84
"PBFE-RDD" 190 "80K" 13382132 10.917
"PBFE-DF" 200 "80K" 14374940 11.496
"PBFE-RDD" 200 "80K" 14374940 12.189
"PBFE-DF" 110 "90K" 8149214 13.479
"PBFE-RDD" 110 "90K" 8149214 11.218
"PBFE-DF" 120 "90K" 9113660 13.608
"PBFE-RDD" 120 "90K" 9113660 12.391
"PBFE-DF" 130 "90K" 10113310 14.633
"PBFE-RDD" 130 "90K" 10113310 11.656
"PBFE-DF" 140 "90K" 11151166 12.156
"PBFE-RDD" 140 "90K" 11151166 11.135
"PBFE-DF" 150 "90K" 12228934 13.808
"PBFE-RDD" 150 "90K" 12228934 11.884
"PBFE-DF" 160 "90K" 13352786 13.381
"PBFE-RDD" 160 "90K" 13352786 11.902
"PBFE-DF" 170 "90K" 14510342 12.872
"PBFE-RDD" 170 "90K" 14510342 11.448
"PBFE-DF" 180 "90K" 15700274 12.594
"PBFE-RDD" 180 "90K" 15700274 12.487
"PBFE-DF" 190 "90K" 16921822 12.328
"PBFE-RDD" 190 "90K" 16921822 12.433
"PBFE-DF" 200 "90K" 18176050 12.88
"PBFE-RDD" 200 "90K" 18176050 12.633
"PBFE-DF" 110 "100K" 10073688 13.352
"PBFE-RDD" 110 "100K" 10073688 13.199
"PBFE-DF" 120 "100K" 11262520 12.462
"PBFE-RDD" 120 "100K" 11262520 11.793
"PBFE-DF" 130 "100K" 12496948 13.902
"PBFE-RDD" 130 "100K" 12496948 11.532
"PBFE-DF" 140 "100K" 13778910 12.638
"PBFE-RDD" 140 "100K" 13778910 12.482
"PBFE-DF" 150 "100K" 15107888 14.427
"PBFE-RDD" 150 "100K" 15107888 12.465
"PBFE-DF" 160 "100K" 16495564 12.907
"PBFE-RDD" 160 "100K" 16495564 13.659
"PBFE-DF" 170 "100K" 17927122 12.105
"PBFE-RDD" 170 "100K" 17927122 13.246
"PBFE-DF" 180 "100K" 19397578 13.903
"PBFE-RDD" 180 "100K" 19397578 12.641
"PBFE-DF" 190 "100K" 20906782 13.555
"PBFE-RDD" 190 "100K" 20906782 11.618
"PBFE-DF" 200 "100K" 22455664 12.478
"PBFE-RDD" 200 "100K" 22455664 11.788
