PBFE,100.0,50K,2278696,12.4
PBFE,110.0,50K,2571272,15.209
PBFE,120.0,50K,2872576,15.545
PBFE,130.0,50K,3185454,14.294
PBFE,140.0,50K,3511198,12.615
PBFE,150.0,50K,3849588,13.23
PBFE,160.0,50K,4203374,11.422
PBFE,170.0,50K,4566136,16.459
PBFE,180.0,50K,4939022,15.984
PBFE,190.0,50K,5322634,12.493
PBFE,200.0,50K,5715324,13.736
PBFE,100.0,60K,3239018,14.369
PBFE,110.0,60K,3657074,15.148
PBFE,120.0,60K,4088256,14.183
PBFE,130.0,60K,4534878,13.041
PBFE,140.0,60K,4998506,13.114
PBFE,150.0,60K,5480314,13.207
PBFE,160.0,60K,5983946,14.06
PBFE,170.0,60K,6501076,13.415
PBFE,180.0,60K,7033626,12.661
PBFE,190.0,60K,7578608,13.96
PBFE,200.0,60K,8136342,13.606
PBFE,100.0,70K,4400552,13.961
PBFE,110.0,70K,4968516,14.689
PBFE,120.0,70K,5555174,14.386
PBFE,130.0,70K,6163516,15.4
PBFE,140.0,70K,6795314,14.298
PBFE,150.0,70K,7450994,15.228
PBFE,160.0,70K,8135106,14.759
PBFE,170.0,70K,8839152,13.857
PBFE,180.0,70K,9563706,16.005
PBFE,190.0,70K,10305904,13.529
PBFE,200.0,70K,11067052,13.1
PBFE,100.0,80K,5705784,14.838
PBFE,110.0,80K,6444160,15.386
PBFE,120.0,80K,7207104,17.293
PBFE,130.0,80K,7997580,15.191
PBFE,140.0,80K,8818552,13.707
PBFE,150.0,80K,9671534,13.333
PBFE,160.0,80K,10559318,12.278
PBFE,170.0,80K,11473632,16.021
PBFE,180.0,80K,12415368,14.502
PBFE,190.0,80K,13382132,14.205
PBFE,200.0,80K,14374940,14.886
PBFE,100.0,90K,7216172,16.552
PBFE,110.0,90K,8149214,15.937
PBFE,120.0,90K,9113660,14.981
PBFE,130.0,90K,10113310,14.773
PBFE,140.0,90K,11151166,16.824
PBFE,150.0,90K,12228934,15.273
PBFE,160.0,90K,13352786,13.221
PBFE,170.0,90K,14510342,15.493
PBFE,180.0,90K,15700274,15.206
PBFE,190.0,90K,16921822,17.058
PBFE,200.0,90K,18176050,15.022
PBFE,100.0,100K,8923262,13.83
PBFE,110.0,100K,10073688,16.592
PBFE,120.0,100K,11262520,15.895
PBFE,130.0,100K,12496948,15.698
PBFE,140.0,100K,13778910,13.711
PBFE,150.0,100K,15107888,16.047
PBFE,160.0,100K,16495564,15.159
PBFE,170.0,100K,17927122,15.456
PBFE,180.0,100K,19397578,13.484
PBFE,190.0,100K,20906782,16.686
PBFE,200.0,100K,22455664,16.037
