28.873,142.92,84,83,75,1
26.459,173.61,164,167,139,1
26.459,240.75,58,94,66,1
40.947,268.56,123,190,185,1
112.18,18.243,75,90,55,1
130.29,211.01,55,83,78,1
124.26,315.55,211,217,197,1
135.12,93.05,84,96,54,1
172.55,187.04,80,74,145,1
234.13,143.88,83,77,76,1
217.22,305,33,110,139,1
290.87,12.488,93,93,79,1
283.63,165.94,147,155,118,1
295.7,305,32,86,83,1
287.25,89.213,39,76,47,1
341.58,146.76,141,143,132,1
344.00,158.27,34,41,65,1
330.72,207.18,70,92,51,1
336.75,280.07,64,105,161,1
308.98,317.47,131,190,175,1
395.91,181.28,100,185,186,1
380.22,283.9,77,61,69,1
393.5,314.59,144,115,75,1
426.1,45.096,171,165,120,1
412.82,139.08,113,90,71,1
404.37,187.04,80,182,192,1
406.78,201.42,249,250,237,1
428.51,255.13,165,160,140,1
446.62,74.827,149,148,81,1
490.09,37.424,76,73,69,1
469.56,230.2,59,79,145,1
464.74,314.59,64,70,54,1
72.339,23.038,35,86,85,1
94.071,141,83,78,75,1
94.071,246.5,104,163,148,1
95.279,258.97,87,164,154,1
505.79,161.14,160,103,98,1
508.2,228.28,182,179,133,1
