255,180,104,184,185,1
255,188,79,180,190,1
255,182,97,194,202,1
255,196,103,194,193,1
255,255,64,168,161,1
255,255,48,161,151,1
229,255,121,186,180,1
34,255,126,186,186,1
47,255,104,182,180,1
95,255,87,164,155,1
94,248,100,164,149,1
141,228,154,163,154,1
65,156,45,61,85,1
115,142,83,83,75,1
231,140,116,98,72,1
255,91,27,34,49,1
255,50,101,102,82,1
61,20,49,96,85,1
78,10,69,94,85,1
63,25,45,90,85,1
255,227,89,109,87,1
255,233,86,112,88,1
255,233,70,110,85,1
170,188,216,218,222,1
171,197,160,99,73,1
255,243,91,90,82,1
255,255,83,74,105,1
255,163,136,89,69,1
255,176,180,182,166,1
59,157,62,74,73,1
75,93,182,41,52,1
218,255,33,124,124,1
139,175,65,103,49,1
255,159,45,71,79,1
255,162,136,89,69,1
63,159,95,94,93,1
65,191,91,104,69,1
55,221,137,128,95,1
54,255,149,164,174,1
255,255,42,67,49,1
255,255,222,225,224,1
255,230,85,92,77,1
255,122,156,182,176,1
255,162,164,102,99,1
138,110,48,67,62,1
41,104,104,94,75,1
255,12,185,193,174,1
255,255,52,162,154,1
95,255,62,97,53,1
84,255,66,94,89,1
