Baseline; sim_cycle; 11781885
Victim cache; sim_cycle; 11417860
Stream buffers; sim_cycle; 11475970
Baseline; sim_CPI; 0.4579
Victim cache; sim_CPI; 0.4438
Stream buffers; sim_CPI; 0.4460
Baseline; total_power; 845800290.3778
Victim cache; total_power; 834359168.4374
Stream buffers; total_power; 837884675.1834
Baseline; avg_total_power_insn; 31.1517
Victim cache; avg_total_power_insn; 30.1904
Stream buffers; avg_total_power_insn; 30.3427
