Baseline; sim_cycle; 41358
PLRU; sim_cycle; 41364
Baseline; sim_CPI;1.0838
PLRU; sim_CPI; 1.0840
Baseline; total_power; 2969016.2831
PLRU; total_power; 2969447.0122
Baseline; avg_total_power_insn; 67.3323
PLRU; avg_total_power_insn; 67.3359
