PBFE3,10.0,10K,3268,6.88,0.024,0.01,8,7,Thu Mar 23 09:47:55 PDT 2017
PBFE3,20.0,10K,10840,7.387,0.143,0.05,337,163,Thu Mar 23 09:48:32 PDT 2017
