PFlock,10.0,50K,48302,71.261,8.666,5,11:01:56.995
PFlock,20.0,50K,114320,18.511,11.137,5,11:02:26.723
PFlock,30.0,50K,177689,20.298,11.925,5,11:02:58.993
PFlock,40.0,50K,243587,22.533,13.587,5,11:03:35.158
PFlock,50.0,50K,306855,24.119,15.255,5,11:04:14.569
PFlock,60.0,50K,369868,25.674,17.086,5,11:04:57.374
PFlock,70.0,50K,436962,27.433,19.11,5,11:05:43.956
PFlock,80.0,50K,508482,29.841,21.176,5,11:06:35.003
PFlock,90.0,50K,586632,31.504,22.998,5,11:07:29.536
PFlock,100.0,50K,673410,33.792,25.548,5,11:08:28.905
PFlock,10.0,100K,77924,21.374,9.665,5,11:08:59.974
PFlock,20.0,100K,222035,27.036,14.821,5,11:09:41.864
PFlock,30.0,100K,389003,32.221,19.3,5,11:10:33.415
PFlock,40.0,100K,580094,35.153,23.229,5,11:11:31.826
PFlock,50.0,100K,786519,39.263,28.676,5,11:12:39.794
PFlock,60.0,100K,1009788,43.896,34.177,5,11:13:57.897
PFlock,70.0,100K,1249565,47.375,38.879,5,11:15:24.179
PFlock,80.0,100K,1508566,51.441,46.218,5,11:17:01.867
PFlock,90.0,100K,1791555,56.909,51.877,5,11:18:50.682
PFlock,100.0,100K,2103761,62.206,60.864,5,11:20:53.779
PFlock,10.0,150K,117196,28.431,12.185,5,11:21:34.423
PFlock,20.0,150K,370676,35.982,19.928,5,11:22:30.360
PFlock,30.0,150K,703966,42.427,28.804,5,11:23:41.617
PFlock,40.0,150K,1106639,48.308,36.371,5,11:25:06.322
PFlock,50.0,150K,1554076,57.108,47.756,5,11:26:51.212
PFlock,60.0,150K,2045849,63.362,58.87,5,11:28:53.472
PFlock,70.0,150K,2582209,70.831,73.171,5,11:31:17.502
PFlock,80.0,150K,3165284,80.007,88.938,5,11:34:06.482
PFlock,90.0,150K,3799948,91.603,105.186,5,11:37:23.297
PFlock,100.0,150K,4498683,108.047,127.836,5,11:41:19.208
