2017-11-27 18:01:38,498 ->         B20K,  10.0,     7,  45.34,   12406,     24812,         2441,        362
2017-11-27 18:02:37,644 ->         B20K,  20.0,     7,  46.21,   25057,     50114,         1948,        141
2017-11-27 18:03:41,974 ->         B20K,  30.0,     7,  51.52,   37482,     74964,         1895,        118
2017-11-27 18:06:12,910 ->         B20K,  40.0,     7, 138.09,   50474,    100948,          414,         35
2017-11-27 18:08:48,386 ->         B20K,  50.0,     7, 142.68,   63679,    127358,         1031,         19
2017-11-27 18:09:44,754 ->         B20K,  10.0,     7,  43.40,   12406,     24812,         2441,        362
2017-11-27 18:10:43,837 ->         B20K,  20.0,     7,  46.07,   25057,     50114,         1948,        141
2017-11-27 18:11:50,156 ->         B20K,  30.0,     7,  53.55,   37482,     74964,         1895,        118
2017-11-27 18:14:23,676 ->         B20K,  40.0,     7, 140.68,   50474,    100948,          414,         35
2017-11-27 18:17:00,511 ->         B20K,  50.0,     7, 143.83,   63679,    127358,         1031,         19
2017-11-27 18:17:56,639 ->         B20K,  10.0,     7,  43.06,   12406,     24812,         2441,        362
2017-11-27 18:18:56,637 ->         B20K,  20.0,     7,  46.86,   25057,     50114,         1948,        141
2017-11-27 18:20:00,966 ->         B20K,  30.0,     7,  51.44,   37482,     74964,         1895,        118
2017-11-27 18:22:33,450 ->         B20K,  40.0,     7, 139.59,   50474,    100948,          414,         35
2017-11-27 18:25:11,772 ->         B20K,  50.0,     7, 145.32,   63679,    127358,         1031,         19
2017-11-27 18:26:07,884 ->         B20K,  10.0,     7,  43.19,   12406,     24812,         2441,        362
2017-11-27 18:27:06,418 ->         B20K,  20.0,     7,  45.49,   25057,     50114,         1948,        141
2017-11-27 18:28:10,950 ->         B20K,  30.0,     7,  51.44,   37482,     74964,         1895,        118
2017-11-27 18:30:43,984 ->         B20K,  40.0,     7, 140.10,   50474,    100948,          414,         35
2017-11-27 18:33:22,529 ->         B20K,  50.0,     7, 144.81,   63679,    127358,         1031,         19
2017-11-27 18:34:20,415 ->         B20K,  10.0,     7,  44.92,   12406,     24812,         2441,        362
2017-11-27 18:35:18,835 ->         B20K,  20.0,     7,  45.47,   25057,     50114,         1948,        141
2017-11-27 18:36:22,758 ->         B20K,  30.0,     7,  51.18,   37482,     74964,         1895,        118
2017-11-27 18:38:56,177 ->         B20K,  40.0,     7, 140.40,   50474,    100948,          414,         35
2017-11-27 18:41:30,702 ->         B20K,  50.0,     7, 141.52,   63679,    127358,         1031,         19
2017-11-27 18:42:29,274 ->         B40K,  10.0,    14,  39.49,   29268,     58536,         8452,        923
2017-11-27 18:43:26,198 ->         B40K,  20.0,    14,  43.85,   58924,    117848,         8906,        427
2017-11-27 18:44:26,681 ->         B40K,  30.0,    14,  47.47,   87191,    174382,         8897,        234
2017-11-27 18:46:02,881 ->         B40K,  40.0,    14,  83.23,  115927,    231854,         1964,         55
2017-11-27 18:47:57,586 ->         B40K,  50.0,    14, 101.76,  144628,    289256,         1544,         25
2017-11-27 18:48:50,169 ->         B40K,  10.0,    14,  39.50,   29268,     58536,         8452,        923
2017-11-27 18:49:48,084 ->         B40K,  20.0,    14,  44.83,   58924,    117848,         8906,        427
2017-11-27 18:50:47,726 ->         B40K,  30.0,    14,  46.74,   87191,    174382,         8897,        234
2017-11-27 18:52:22,014 ->         B40K,  40.0,    14,  81.35,  115927,    231854,         1964,         55
2017-11-27 18:54:12,693 ->         B40K,  50.0,    14,  97.71,  144628,    289256,         1544,         25
2017-11-27 18:55:07,104 ->         B40K,  10.0,    14,  41.58,   29268,     58536,         8452,        923
2017-11-27 18:56:03,716 ->         B40K,  20.0,    14,  43.76,   58924,    117848,         8906,        427
2017-11-27 18:57:03,862 ->         B40K,  30.0,    14,  47.21,   87191,    174382,         8897,        234
2017-11-27 18:58:38,586 ->         B40K,  40.0,    14,  81.63,  115927,    231854,         1964,         55
2017-11-27 19:00:29,287 ->         B40K,  50.0,    14,  97.87,  144628,    289256,         1544,         25
2017-11-27 19:01:22,243 ->         B40K,  10.0,    14,  40.02,   29268,     58536,         8452,        923
2017-11-27 19:02:19,634 ->         B40K,  20.0,    14,  44.26,   58924,    117848,         8906,        427
2017-11-27 19:03:19,936 ->         B40K,  30.0,    14,  47.22,   87191,    174382,         8897,        234
2017-11-27 19:04:59,031 ->         B40K,  40.0,    14,  85.97,  115927,    231854,         1964,         55
2017-11-27 19:06:53,478 ->         B40K,  50.0,    14, 100.62,  144628,    289256,         1544,         25
2017-11-27 19:07:46,759 ->         B40K,  10.0,    14,  40.28,   29268,     58536,         8452,        923
2017-11-27 19:08:45,213 ->         B40K,  20.0,    14,  45.57,   58924,    117848,         8906,        427
2017-11-27 19:09:46,047 ->         B40K,  30.0,    14,  47.85,   87191,    174382,         8897,        234
2017-11-27 19:11:21,474 ->         B40K,  40.0,    14,  82.49,  115927,    231854,         1964,         55
2017-11-27 19:13:13,044 ->         B40K,  50.0,    14,  98.67,  144628,    289256,         1544,         25
2017-11-27 19:14:16,285 ->         B60K,  10.0,    21,  41.42,   40054,     80108,        10238,       1179
2017-11-27 19:15:14,293 ->         B60K,  20.0,    21,  44.49,   81632,    163264,        10390,        538
2017-11-27 19:16:13,835 ->         B60K,  30.0,    21,  46.59,  121575,    243150,        10069,        301
2017-11-27 19:17:48,317 ->         B60K,  40.0,    21,  81.34,  162693,    325386,         1992,         56
2017-11-27 19:19:48,086 ->         B60K,  50.0,    21, 106.65,  203885,    407770,         1544,         25
2017-11-27 19:20:41,894 ->         B60K,  10.0,    21,  40.88,   40054,     80108,        10238,       1179
2017-11-27 19:21:42,687 ->         B60K,  20.0,    21,  47.71,   81632,    163264,        10390,        538
2017-11-27 19:22:44,255 ->         B60K,  30.0,    21,  48.54,  121575,    243150,        10069,        301
2017-11-27 19:24:18,525 ->         B60K,  40.0,    21,  81.20,  162693,    325386,         1992,         56
2017-11-27 19:26:17,626 ->         B60K,  50.0,    21, 105.91,  203885,    407770,         1544,         25
2017-11-27 19:27:13,264 ->         B60K,  10.0,    21,  42.44,   40054,     80108,        10238,       1179
2017-11-27 19:28:11,719 ->         B60K,  20.0,    21,  45.32,   81632,    163264,        10390,        538
