PBFE,7,16M,562460534,322.912,2,9.98986720840353,3225.848
PBFE,8,16M,719924862,842.51,2,3.95825331450072,3334.868
PBFE,9,16M,889713766,733.936,2,5.26387314425236,3863.346
PBFE,10,16M,1087550848,1092.155,2,3.9671035704639,4332.692
PBFE,2,1M,136322,34.076,3,4.0241812419298,137.128
PBFE,3,1M,338070,30.044,3,4.5455997869791,136.568
PBFE,4,1M,670060,27.397,3,5.03788735992992,138.023
PBFE,5,1M,1191650,25.224,3,5.543648905804,139.833
PBFE,6,1M,1510672,26.493,3,5.23375986109538,138.658
PBFE,7,1M,2202958,28.182,3,4.88073947910014,137.549
PBFE,8,1M,2821060,25.756,3,5.53843764559714,142.648
PBFE,9,1M,3487454,26.697,3,5.27613589541896,140.857
PBFE,10,1M,4262474,28.208,3,5.19345575723199,146.497
PBFE,2,2M,543152,31.96,3,8.18929912390488,261.73
PBFE,3,2M,1348172,33.388,3,7.79893973882832,260.391
PBFE,4,2M,2677062,35.701,3,7.65093414750287,273.146
PBFE,5,2M,4757840,33.916,3,7.99186224790659,271.052
PBFE,6,2M,6035050,32.563,3,8.30402604182661,270.404
PBFE,7,2M,8807282,35.677,3,7.59497715615102,270.966
PBFE,8,2M,11276418,36.948,3,7.76412796362455,286.869
PBFE,9,2M,13939396,35.371,3,7.85211048599135,277.737
PBFE,10,2M,17038696,35.524,3,8.27049318770409,293.801
PBFE,2,4M,2172802,49.411,3,10.5243771629799,520.02
PBFE,3,4M,5392428,48.101,3,10.7236647886738,515.819
PBFE,4,4M,10703896,53.575,3,9.8590947270182,528.201
PBFE,5,4M,19020528,47.134,3,11.783765434718,555.416
PBFE,6,4M,24126164,51.994,3,11.1522098703697,579.848
PBFE,7,4M,35219890,42.648,3,13.6419527293191,581.802
PBFE,8,4M,45089312,54.112,3,10.6268849793022,575.042
PBFE,9,4M,55722874,53.039,3,10.8851034144686,577.335
PBFE,10,4M,68121160,54.449,3,10.8004187404727,588.072
PBFE,2,8M,8688234,64.128,3,17.2203249750499,1104.305
PBFE,3,8M,21556968,59.909,3,18.7828373032433,1125.261
PBFE,4,8M,42779824,56.643,3,20.2122239288173,1144.881
PBFE,5,8M,76032814,70.849,3,16.0605795424071,1137.876
PBFE,6,8M,96448754,72.513,3,16.9140705804476,1226.49
PBFE,7,8M,140755352,75.285,3,16.6266719798101,1251.739
PBFE,8,8M,180170340,83.167,3,16.893623672851,1404.992
PBFE,9,8M,222665686,84.323,3,16.5670339053402,1396.982
PBFE,10,8M,272195122,90.667,3,16.0241102054772,1452.858
PBFE,2,16M,34721212,89.531,3,26.160637097765,2342.188
PBFE,3,16M,86160738,93.996,3,26.6616664538917,2506.09
PBFE,4,16M,170946176,126.434,3,19.993277124824,2527.83
PBFE,5,16M,303843356,145.563,3,18.8741163619876,2747.373
PBFE,6,16M,385416154,225.779,3,12.5362146169484,2830.414
PBFE,7,16M,562460534,356.945,3,9.03738110913446,3225.848
PBFE,8,16M,719924862,251.963,3,13.2355464889686,3334.868
PBFE,9,16M,889713766,864.547,3,4.46863617593954,3863.346
PBFE,10,16M,1087550848,677.233,3,6.3976386265879,4332.692
PBFE,2,1M,136322,29.334,4,4.67471193836504,137.128
PBFE,3,1M,338070,29.054,4,4.70048874509534,136.568
PBFE,4,1M,670060,28.958,4,4.76631673458112,138.023
PBFE,5,1M,1191650,29.274,4,4.77669604427137,139.833
PBFE,6,1M,1510672,25.554,4,5.42607810910229,138.658
PBFE,7,1M,2202958,26.29,4,5.23198934956257,137.549
PBFE,8,1M,2821060,30.436,4,4.68681824155605,142.648
PBFE,9,1M,3487454,27.966,4,5.03672316384181,140.857
PBFE,10,1M,4262474,28.769,4,5.0921825576141,146.497
PBFE,2,2M,543152,35.325,4,7.40920028308563,261.73
PBFE,3,2M,1348172,37.717,4,6.90380995307156,260.391
PBFE,4,2M,2677062,37.216,4,7.33947764402408,273.146
PBFE,5,2M,4757840,36.786,4,7.36834665361822,271.052
PBFE,6,2M,6035050,36.461,4,7.41625298263898,270.404
PBFE,7,2M,8807282,35.611,4,7.60905338238185,270.966
PBFE,8,2M,11276418,36.645,4,7.82832582889889,286.869
PBFE,9,2M,13939396,34.934,4,7.95033491727257,277.737
PBFE,10,2M,17038696,37.728,4,7.78734626802375,293.801
PBFE,2,4M,2172802,44.263,4,11.7484128956465,520.02
PBFE,3,4M,5392428,44.331,4,11.6356274390381,515.819
PBFE,4,4M,10703896,46.216,4,11.4289639951532,528.201
PBFE,5,4M,19020528,44.014,4,12.6190757486254,555.416
PBFE,6,4M,24126164,45.473,4,12.7514788995668,579.848
PBFE,7,4M,35219890,53.744,4,10.8254316760941,581.802
PBFE,8,4M,45089312,48.272,4,11.9125372886974,575.042
PBFE,9,4M,55722874,49.933,4,11.5621933390744,577.335
PBFE,10,4M,68121160,60.767,4,9.67748942682706,588.072
PBFE,2,8M,8688234,61.725,4,17.8907249898744,1104.305
PBFE,3,8M,21556968,64.187,4,17.5309797934161,1125.261
