PBFE,2.0,1M,136322,137.128
PBFE,3.0,1M,338070,136.568
PBFE,4.0,1M,670060,138.023
PBFE,5.0,1M,1191650,139.833
PBFE,6.0,1M,1510672,138.658
PBFE,7.0,1M,2202958,137.549
PBFE,8.0,1M,2821060,142.648
PBFE,9.0,1M,3487454,140.857
PBFE,10.0,1M,4262474,146.497
PBFE,2.0,2M,543152,261.73
PBFE,3.0,2M,1348172,260.391
PBFE,4.0,2M,2677062,273.146
PBFE,5.0,2M,4757840,271.052
PBFE,6.0,2M,6035050,270.404
PBFE,7.0,2M,8807282,270.966
PBFE,8.0,2M,11276418,286.869
PBFE,9.0,2M,13939396,277.737
PBFE,10.0,2M,17038696,293.801
PBFE,2.0,4M,2172802,520.02
PBFE,3.0,4M,5392428,515.819
PBFE,4.0,4M,10703896,528.201
PBFE,5.0,4M,19020528,555.416
PBFE,6.0,4M,24126164,579.848
PBFE,7.0,4M,35219890,581.802
PBFE,8.0,4M,45089312,575.042
PBFE,9.0,4M,55722874,577.335
PBFE,10.0,4M,68121160,588.072
PBFE,2.0,8M,8688234,1104.305
PBFE,3.0,8M,21556968,1125.261
PBFE,4.0,8M,42779824,1144.881
PBFE,5.0,8M,76032814,1137.876
PBFE,6.0,8M,96448754,1226.49
PBFE,7.0,8M,140755352,1251.739
PBFE,8.0,8M,180170340,1404.992
PBFE,9.0,8M,222665686,1396.982
PBFE,10.0,8M,272195122,1452.858
PBFE,2.0,16M,34721212,2342.188
PBFE,3.0,16M,86160738,2506.09
PBFE,4.0,16M,170946176,2527.83
PBFE,5.0,16M,303843356,2747.373
PBFE,6.0,16M,385416154,2830.414
PBFE,7.0,16M,562460534,3225.848
PBFE,8.0,16M,719924862,3334.868
PBFE,9.0,16M,889713766,3863.346
PBFE,10.0,16M,1087550848,4332.692
