PFlock,10.0,120K,47143,33.344,6.933,15,01:27:32.807
PFlock,20.0,120K,163184,17.806,5.976,15,01:27:56.652
PFlock,30.0,120K,334273,20.887,7.856,15,01:28:25.422
PFlock,40.0,120K,550591,21.533,9.132,15,01:28:56.110
PFlock,50.0,120K,802320,23.45,10.977,15,01:29:30.568
PFlock,60.0,120K,1087146,28.339,13.674,15,01:30:12.610
PFlock,70.0,120K,1398595,30.68,15.426,15,01:30:58.746
PFlock,80.0,120K,1738550,30.867,17.953,15,01:31:47.591
PFlock,90.0,120K,2107574,34.706,21.797,15,01:32:44.114
PFlock,100.0,120K,2510150,37.642,24.604,15,01:33:46.392
PFlock,10.0,140K,73818,15.039,5.169,15,01:34:06.628
PFlock,20.0,140K,242214,18.59,6.672,15,01:34:31.910
PFlock,30.0,140K,491926,21.478,8.865,15,01:35:02.269
PFlock,40.0,140K,800663,23.967,10.863,15,01:35:37.116
PFlock,50.0,140K,1144027,27.339,14.202,15,01:36:18.679
PFlock,60.0,140K,1524253,29.734,17.025,15,01:37:05.463
PFlock,70.0,140K,1942693,33.284,19.522,15,01:37:58.296
PFlock,80.0,140K,2398302,38.185,24.535,15,01:39:01.035
PFlock,90.0,140K,2889963,43.114,26.759,15,01:40:10.940
PFlock,100.0,140K,3422961,48.049,32.62,15,01:41:31.625
PFlock,10.0,160K,117196,19.149,6.086,15,01:41:56.884
PFlock,20.0,160K,370689,21.207,8.207,15,01:42:26.314
PFlock,30.0,160K,703992,24.272,10.598,15,01:43:01.201
PFlock,40.0,160K,1106670,29.026,13.315,15,01:43:43.559
PFlock,50.0,160K,1554128,30.485,16.267,15,01:44:30.331
PFlock,60.0,160K,2045910,35.895,21.601,15,01:45:27.850
PFlock,70.0,160K,2582295,40.064,24.8,15,01:46:32.741
PFlock,80.0,160K,3165396,48.107,31.313,15,01:47:52.183
PFlock,90.0,160K,3800068,53.416,35.736,15,01:49:21.356
PFlock,100.0,160K,4498819,56.706,42.18,15,01:51:00.263
