PFlock,10.0,120K,47143,27.199,6.032,21,22:14:00.721
PFlock,20.0,120K,163184,18.22,6.141,21,22:14:25.152
PFlock,30.0,120K,334273,19.124,7.144,21,22:14:51.453
PFlock,40.0,120K,550591,21.797,8.196,21,22:15:21.471
PFlock,50.0,120K,802320,22.311,9.785,21,22:15:53.595
PFlock,60.0,120K,1087146,24.712,11.79,21,22:16:30.130
PFlock,70.0,120K,1398595,27.073,14.507,21,22:17:11.741
PFlock,80.0,120K,1738550,31.498,16.475,21,22:17:59.749
PFlock,90.0,120K,2107574,33.141,19.786,21,22:18:52.707
PFlock,100.0,120K,2510150,37.004,22.89,21,22:19:52.629
PFlock,10.0,140K,73818,15.061,4.508,21,22:20:12.225
PFlock,20.0,140K,242214,18.06,6.178,21,22:20:36.482
PFlock,30.0,140K,491926,20.761,7.905,21,22:21:05.164
PFlock,40.0,140K,800663,23.616,10.189,21,22:21:38.987
PFlock,50.0,140K,1144027,25.737,12.352,21,22:22:17.102
PFlock,60.0,140K,1524253,29.947,15.537,21,22:23:02.610
PFlock,70.0,140K,1942693,32.042,18.358,21,22:23:53.038
PFlock,80.0,140K,2398302,36.091,21.397,21,22:24:50.541
PFlock,90.0,140K,2889963,41.86,25.916,21,22:25:58.343
PFlock,100.0,140K,3422961,45.235,29.732,21,22:27:13.336
PFlock,10.0,160K,117196,18.004,5.147,21,22:27:36.518
PFlock,20.0,160K,370689,22.567,7.372,21,22:28:06.473
PFlock,30.0,160K,703992,25.386,9.515,21,22:28:41.393
PFlock,40.0,160K,1106670,28.649,12.84,21,22:29:22.902
PFlock,50.0,160K,1554128,29.967,15.393,21,22:30:08.286
PFlock,60.0,160K,2045910,34.199,19.088,21,22:31:01.601
PFlock,70.0,160K,2582295,38.076,23.704,21,22:32:03.406
PFlock,80.0,160K,3165396,45.231,27.943,21,22:33:16.607
PFlock,90.0,160K,3800068,49.114,32.11,21,22:34:37.856
PFlock,100.0,160K,4498819,56.248,39.63,21,22:36:13.761
