
2017-11-22 10:31:35,489 ->         B20K,  40.0,     7, 136.39,   52767,    105534,          414,         35
2017-11-22 10:34:08,375 ->         B20K,  50.0,     7, 140.12,   66825,    133650,         1031,         19
2017-11-22 10:36:36,827 ->         B20K,  40.0,     7, 135.21,   52767,    105534,          414,         35
2017-11-22 10:39:12,469 ->         B20K,  50.0,     7, 142.71,   66825,    133650,         1031,         19
2017-11-22 10:41:42,690 ->         B20K,  40.0,     7, 137.33,   52767,    105534,          414,         35
2017-11-22 10:44:17,102 ->         B20K,  50.0,     7, 141.47,   66825,    133650,         1031,         19
2017-11-22 10:46:45,390 ->         B20K,  40.0,     7, 135.40,   52767,    105534,          414,         35
2017-11-22 10:49:18,093 ->         B20K,  50.0,     7, 139.70,   66825,    133650,         1031,         19
2017-11-22 10:51:46,987 ->         B20K,  40.0,     7, 136.13,   52767,    105534,          414,         35
2017-11-22 10:54:20,805 ->         B20K,  50.0,     7, 140.78,   66825,    133650,         1031,         19
2017-11-22 10:56:02,622 ->         B40K,  40.0,    14,  83.14,  120554,    241108,         1964,         55
2017-11-22 10:57:52,399 ->         B40K,  50.0,    14,  96.76,  150902,    301804,         1544,         25
2017-11-22 10:59:26,324 ->         B40K,  40.0,    14,  80.96,  120554,    241108,         1964,         55
2017-11-22 11:01:16,547 ->         B40K,  50.0,    14,  97.27,  150902,    301804,         1544,         25
2017-11-22 11:02:55,862 ->         B40K,  40.0,    14,  86.29,  120554,    241108,         1964,         55
2017-11-22 11:04:53,256 ->         B40K,  50.0,    14, 104.31,  150902,    301804,         1544,         25
2017-11-22 11:06:27,159 ->         B40K,  40.0,    14,  81.05,  120554,    241108,         1964,         55
2017-11-22 11:08:22,615 ->         B40K,  50.0,    14, 102.40,  150902,    301804,         1544,         25
2017-11-22 11:09:58,396 ->         B40K,  40.0,    14,  82.80,  120554,    241108,         1964,         55
2017-11-22 11:22:33,157 ->         B40K,  50.0,    14, 101.89,  150902,    301804,         1544,         25
2017-11-22 11:26:02,624 ->         B60K,  40.0,    21,  79.78,  169953,    339906,         1992,         56
2017-11-22 11:28:02,407 ->         B60K,  50.0,    21, 106.70,  213650,    427300,         1544,         25
2017-11-22 11:29:39,893 ->         B60K,  40.0,    21,  84.48,  169953,    339906,         1992,         56
2017-11-22 11:31:36,038 ->         B60K,  50.0,    21, 102.76,  213650,    427300,         1544,         25
2017-11-22 11:33:11,825 ->         B60K,  40.0,    21,  82.69,  169953,    339906,         1992,         56
2017-11-22 11:35:08,526 ->         B60K,  50.0,    21, 103.84,  213650,    427300,         1544,         25
2017-11-22 11:36:41,130 ->         B60K,  40.0,    21,  79.48,  169953,    339906,         1992,         56
2017-11-22 11:38:36,907 ->         B60K,  50.0,    21, 102.66,  213650,    427300,         1544,         25
2017-11-22 11:40:13,752 ->         B60K,  40.0,    21,  84.03,  169953,    339906,         1992,         56
2017-11-22 11:42:09,677 ->         B60K,  50.0,    21, 102.83,  213650,    427300,         1544,         25
2017-11-22 11:44:05,275 ->         B80K,  40.0,    28,  95.00,  223602,    447204,         3372,        130
2017-11-22 11:46:03,779 ->         B80K,  50.0,    28, 103.61,  282215,    564430,         2886,         67
2017-11-22 11:47:55,012 ->         B80K,  40.0,    28,  96.52,  223602,    447204,         3372,        130
2017-11-22 11:50:41,126 ->         B80K,  50.0,    28, 152.94,  282215,    564430,         2886,         67
2017-11-22 11:52:19,975 ->         B80K,  40.0,    28,  85.70,  223602,    447204,         3372,        130
2017-11-22 11:54:20,231 ->         B80K,  50.0,    28, 107.13,  282215,    564430,         2886,         67
2017-11-22 11:56:13,920 ->         B80K,  40.0,    28,  98.78,  223602,    447204,         3372,        130
2017-11-22 11:58:17,484 ->         B80K,  50.0,    28, 110.29,  282215,    564430,         2886,         67
2017-11-22 11:59:59,404 ->         B80K,  40.0,    28,  88.95,  223602,    447204,         3372,        130
2017-11-22 12:01:45,664 ->         B80K,  50.0,    28,  92.96,  282215,    564430,         2886,         67
