"PFlock",5,"10K",5,23.667,28,"11:57:01.630"
"PFlock",6,"10K",8,7.943,28,"11:57:09.747"
"PFlock",7,"10K",30,7.25,28,"11:57:17.055"
"PFlock",8,"10K",66,7.109,28,"11:57:24.210"
"PFlock",9,"10K",94,7.789,28,"11:57:32.041"
"PFlock",10,"10K",131,6.942,28,"11:57:39.021"
"PFlock",5,"20K",103,7.433,28,"11:57:46.491"
"PFlock",6,"20K",185,8.454,28,"11:57:54.982"
"PFlock",7,"20K",318,7.781,28,"11:58:02.795"
"PFlock",8,"20K",432,7.653,28,"11:58:10.480"
"PFlock",9,"20K",562,8.461,28,"11:58:18.975"
"PFlock",10,"20K",697,7.708,28,"11:58:26.715"
"PFlock",5,"30K",355,8.186,28,"11:58:34.933"
"PFlock",6,"30K",594,9.288,28,"11:58:44.253"
"PFlock",7,"30K",851,8.32,28,"11:58:52.604"
"PFlock",8,"30K",1130,8.402,28,"11:59:01.039"
"PFlock",9,"30K",1459,10.055,28,"11:59:11.124"
"PFlock",10,"30K",1833,8.646,28,"11:59:19.800"
"PFlock",5,"40K",710,10.85,28,"11:59:30.681"
"PFlock",6,"40K",1147,9.341,28,"11:59:40.052"
"PFlock",7,"40K",1613,11.079,28,"11:59:51.163"
"PFlock",8,"40K",2146,10.328,28,"12:00:01.520"
"PFlock",9,"40K",2716,10.603,28,"12:00:12.152"
"PFlock",10,"40K",3325,10.311,28,"12:00:22.493"
"PFlock",5,"50K",1239,11.495,28,"12:00:34.017"
"PFlock",6,"50K",1879,11.581,28,"12:00:45.627"
"PFlock",7,"50K",2661,10.868,28,"12:00:56.523"
"PFlock",8,"50K",3463,11.744,28,"12:01:08.292"
"PFlock",9,"50K",4328,12.821,28,"12:01:21.141"
"PFlock",10,"50K",5248,12.397,28,"12:01:33.564"
"PFlock",5,"60K",1894,13.219,28,"12:01:46.809"
"PFlock",6,"60K",2854,12.178,28,"12:01:59.013"
"PFlock",7,"60K",3941,13.81,28,"12:02:12.849"
"PFlock",8,"60K",5077,12.847,28,"12:02:25.723"
"PFlock",9,"60K",6275,13.793,28,"12:02:39.542"
"PFlock",10,"60K",7586,14.332,28,"12:02:53.899"
"PFlock",5,"70K",2702,12.242,28,"12:03:06.167"
"PFlock",6,"70K",4031,15.1,28,"12:03:21.292"
"PFlock",7,"70K",5521,12.672,28,"12:03:33.990"
"PFlock",8,"70K",7091,14.742,28,"12:03:48.759"
"PFlock",9,"70K",8674,16.307,28,"12:04:05.093"
"PFlock",10,"70K",10475,16.87,28,"12:04:21.988"
"PFlock",5,"80K",3499,17.987,28,"12:04:40.001"
"PFlock",6,"80K",5250,16.126,28,"12:04:56.152"
"PFlock",7,"80K",7159,16.447,28,"12:05:12.624"
"PFlock",8,"80K",9116,21.027,28,"12:05:33.676"
"PFlock",9,"80K",11197,20.269,28,"12:05:53.972"
"PFlock",10,"80K",13421,29.883,28,"12:06:23.881"
"PFlock",5,"90K",4475,20.114,28,"12:06:44.022"
"PFlock",6,"90K",6629,16.137,28,"12:07:00.185"
"PFlock",7,"90K",8992,19.472,28,"12:07:19.685"
"PFlock",8,"90K",11499,17.712,28,"12:07:37.424"
"PFlock",9,"90K",13966,26.501,28,"12:08:03.952"
"PFlock",10,"90K",16726,43.683,28,"12:08:47.662"
"PFlock",5,"100K",5637,15.621,28,"12:09:03.310"
"PFlock",6,"100K",8296,18.73,28,"12:09:22.065"
"PFlock",7,"100K",11163,19.125,28,"12:09:41.216"
"PFlock",8,"100K",13998,31.235,28,"12:10:12.476"
"PFlock",9,"100K",17043,27.853,28,"12:10:40.356"
"PFlock",10,"100K",20352,91.116,28,"12:12:11.498"
