"PFlock",7,"80K",5873,37.003,28,"16:50:27.079"
"PFlock",8,"80K",7515,21.79,28,"16:50:49.041"
"PFlock",9,"80K",9157,22.492,28,"16:51:11.590"
"PFlock",10,"80K",10938,20.995,28,"16:51:32.633"
"PFlock",7,"90K",7469,24.47,28,"16:51:57.148"
"PFlock",8,"90K",9572,18.384,28,"16:52:15.575"
"PFlock",9,"90K",11640,19.794,28,"16:52:35.408"
"PFlock",10,"90K",13862,22.236,28,"16:52:57.682"
"PFlock",7,"100K",9358,24.878,28,"16:53:22.822"
"PFlock",8,"100K",11787,19.852,28,"16:53:42.707"
"PFlock",9,"100K",14363,21.577,28,"16:54:04.318"
"PFlock",10,"100K",17137,23.488,28,"16:54:27.840"
