"PFlock",5,"10K",5,25.958,24,"11:09:36.560"
"PFlock",6,"10K",8,8.836,24,"11:09:45.575"
"PFlock",7,"10K",30,8.233,24,"11:09:53.866"
"PFlock",8,"10K",66,7.75,24,"11:10:01.663"
"PFlock",9,"10K",94,6.828,24,"11:10:08.534"
"PFlock",10,"10K",131,6.88,24,"11:10:15.453"
"PFlock",5,"20K",103,9.25,24,"11:10:24.740"
"PFlock",6,"20K",185,9.343,24,"11:10:34.120"
"PFlock",7,"20K",318,9.1,24,"11:10:43.255"
"PFlock",8,"20K",432,8.69,24,"11:10:51.980"
"PFlock",9,"20K",562,7.555,24,"11:10:59.570"
"PFlock",10,"20K",697,7.92,24,"11:11:07.524"
"PFlock",5,"30K",355,10.524,24,"11:11:18.081"
"PFlock",6,"30K",594,8.532,24,"11:11:26.648"
"PFlock",7,"30K",851,8.399,24,"11:11:35.079"
"PFlock",8,"30K",1130,11.163,24,"11:11:46.276"
"PFlock",9,"30K",1459,9.501,24,"11:11:55.808"
"PFlock",10,"30K",1833,10.77,24,"11:12:06.608"
"PFlock",5,"40K",710,10.803,24,"11:12:17.441"
"PFlock",6,"40K",1147,8.974,24,"11:12:26.443"
"PFlock",7,"40K",1613,9.535,24,"11:12:36.006"
"PFlock",8,"40K",2146,11.381,24,"11:12:47.417"
"PFlock",9,"40K",2716,12.816,24,"11:13:00.261"
"PFlock",10,"40K",3325,11.424,24,"11:13:11.716"
"PFlock",5,"50K",1239,13.212,24,"11:13:24.956"
"PFlock",6,"50K",1879,14.079,24,"11:13:39.063"
"PFlock",7,"50K",2661,12.485,24,"11:13:51.574"
"PFlock",8,"50K",3463,11.436,24,"11:14:03.037"
"PFlock",9,"50K",4328,11.36,24,"11:14:14.424"
"PFlock",10,"50K",5248,15.727,24,"11:14:30.179"
"PFlock",5,"60K",1894,15.161,24,"11:14:45.366"
"PFlock",6,"60K",2854,15.918,24,"11:15:01.310"
"PFlock",7,"60K",3941,12.937,24,"11:15:14.273"
"PFlock",8,"60K",5077,15.196,24,"11:15:29.497"
"PFlock",9,"60K",6275,13.466,24,"11:15:42.990"
"PFlock",10,"60K",7586,16.202,24,"11:15:59.218"
"PFlock",5,"70K",2702,16.338,24,"11:16:15.582"
"PFlock",6,"70K",4031,15.773,24,"11:16:31.381"
"PFlock",7,"70K",5521,16.008,24,"11:16:47.415"
"PFlock",8,"70K",7091,18.621,24,"11:17:06.064"
"PFlock",9,"70K",8674,17.059,24,"11:17:23.149"
"PFlock",10,"70K",10475,18.043,24,"11:17:41.217"
"PFlock",5,"80K",3499,21.674,24,"11:18:02.918"
"PFlock",6,"80K",5250,13.904,24,"11:18:16.848"
"PFlock",7,"80K",7159,20.39,24,"11:18:37.265"
"PFlock",8,"80K",9116,17.854,24,"11:18:55.145"
"PFlock",9,"80K",11197,25.858,24,"11:19:21.030"
"PFlock",10,"80K",13421,27.974,24,"11:19:49.030"
"PFlock",5,"90K",4475,18.953,24,"11:20:08.009"
"PFlock",6,"90K",6629,16.649,24,"11:20:24.684"
"PFlock",7,"90K",8992,19.89,24,"11:20:44.600"
"PFlock",8,"90K",11499,18.724,24,"11:21:03.351"
"PFlock",9,"90K",13966,38.915,24,"11:21:42.292"
"PFlock",10,"90K",16726,42.821,24,"11:22:25.140"
"PFlock",5,"100K",5637,20.87,24,"11:22:46.036"
"PFlock",6,"100K",8296,20.262,24,"11:23:06.325"
"PFlock",7,"100K",11163,17.547,24,"11:23:23.898"
"PFlock",8,"100K",13998,23.89,24,"11:23:47.813"
"PFlock",9,"100K",17043,32.204,24,"11:24:20.043"
"PFlock",10,"100K",20352,89.615,24,"11:25:49.683"
