"PFlock",5,"10K",5,24.034,28,"13:41:04.038"
"PFlock",6,"10K",8,7.645,28,"13:41:11.843"
"PFlock",7,"10K",30,7.142,28,"13:41:19.041"
"PFlock",8,"10K",66,8.182,28,"13:41:27.272"
"PFlock",9,"10K",94,6.116,28,"13:41:33.432"
"PFlock",10,"10K",131,6.806,28,"13:41:40.278"
"PFlock",5,"20K",103,6.653,28,"13:41:46.970"
"PFlock",6,"20K",185,8.337,28,"13:41:55.346"
"PFlock",7,"20K",318,9.388,28,"13:42:04.769"
"PFlock",8,"20K",432,8.192,28,"13:42:12.996"
"PFlock",9,"20K",562,7.255,28,"13:42:20.286"
"PFlock",10,"20K",697,7.336,28,"13:42:27.655"
"PFlock",5,"30K",355,10.79,28,"13:42:38.477"
"PFlock",6,"30K",594,10.892,28,"13:42:49.404"
"PFlock",7,"30K",851,8.145,28,"13:42:57.581"
"PFlock",8,"30K",1130,11.301,28,"13:43:08.918"
"PFlock",9,"30K",1459,9.507,28,"13:43:18.456"
"PFlock",10,"30K",1833,8.74,28,"13:43:27.227"
"PFlock",5,"40K",710,10.794,28,"13:43:38.051"
"PFlock",6,"40K",1147,10.232,28,"13:43:48.312"
"PFlock",7,"40K",1613,12.445,28,"13:44:00.787"
"PFlock",8,"40K",2146,11.38,28,"13:44:12.195"
"PFlock",9,"40K",2716,10.681,28,"13:44:22.905"
"PFlock",10,"40K",3325,13.954,28,"13:44:36.888"
"PFlock",5,"50K",1239,11.374,28,"13:44:48.290"
"PFlock",6,"50K",1879,10.502,28,"13:44:58.819"
"PFlock",7,"50K",2661,10.151,28,"13:45:08.997"
"PFlock",8,"50K",3463,13.557,28,"13:45:22.580"
"PFlock",9,"50K",4328,12.06,28,"13:45:34.668"
"PFlock",10,"50K",5248,13.869,28,"13:45:48.565"
"PFlock",5,"60K",1894,11.6,28,"13:46:00.191"
"PFlock",6,"60K",2854,15.367,28,"13:46:15.585"
"PFlock",7,"60K",3941,14.553,28,"13:46:30.165"
"PFlock",8,"60K",5077,14.167,28,"13:46:44.360"
"PFlock",9,"60K",6275,14.83,28,"13:46:59.217"
"PFlock",10,"60K",7586,13.661,28,"13:47:12.904"
"PFlock",5,"70K",2702,12.826,28,"13:47:25.757"
"PFlock",6,"70K",4031,14.494,28,"13:47:40.279"
"PFlock",7,"70K",5521,15.357,28,"13:47:55.663"
"PFlock",8,"70K",7091,16.039,28,"13:48:11.729"
"PFlock",9,"70K",8674,19.79,28,"13:48:31.546"
"PFlock",10,"70K",10475,18.902,28,"13:48:50.474"
"PFlock",5,"80K",3499,28.928,28,"13:49:19.428"
"PFlock",6,"80K",5250,18.21,28,"13:49:37.664"
"PFlock",7,"80K",7159,17.436,28,"13:49:55.127"
"PFlock",8,"80K",9116,19.569,28,"13:50:14.722"
"PFlock",9,"80K",11197,23.1,28,"13:50:37.848"
"PFlock",10,"80K",13421,23.789,28,"13:51:01.663"
"PFlock",5,"90K",4475,16.831,28,"13:51:18.521"
"PFlock",6,"90K",6629,18.165,28,"13:51:36.712"
"PFlock",7,"90K",8992,18.908,28,"13:51:55.647"
"PFlock",8,"90K",11499,21.577,28,"13:52:17.252"
"PFlock",9,"90K",13966,22.413,28,"13:52:39.691"
"PFlock",10,"90K",16726,95.222,28,"13:54:14.940"
"PFlock",5,"100K",5637,16.329,28,"13:54:31.297"
"PFlock",6,"100K",8296,16.401,28,"13:54:47.725"
"PFlock",7,"100K",11163,24.638,28,"13:55:12.389"
"PFlock",8,"100K",13998,20.987,28,"13:55:33.402"
"PFlock",9,"100K",17043,37.788,28,"13:56:11.217"
"PFlock",10,"100K",20352,93.217,28,"13:57:44.461"
