"PFlock",5,"10K",5,24.993,28,"14:28:01.488"
"PFlock",6,"10K",8,8.16,28,"14:28:09.817"
"PFlock",7,"10K",30,7.869,28,"14:28:17.742"
"PFlock",8,"10K",66,6.573,28,"14:28:24.362"
"PFlock",9,"10K",94,6.465,28,"14:28:30.871"
"PFlock",10,"10K",131,6.427,28,"14:28:37.338"
"PFlock",5,"20K",103,8.358,28,"14:28:45.735"
"PFlock",6,"20K",185,7.023,28,"14:28:52.797"
"PFlock",7,"20K",318,8.133,28,"14:29:00.965"
"PFlock",8,"20K",432,7.653,28,"14:29:08.652"
"PFlock",9,"20K",562,7.853,28,"14:29:16.541"
"PFlock",10,"20K",697,8.819,28,"14:29:25.395"
"PFlock",5,"30K",355,8.095,28,"14:29:33.523"
"PFlock",6,"30K",594,11.019,28,"14:29:44.577"
"PFlock",7,"30K",851,9.954,28,"14:29:54.567"
"PFlock",8,"30K",1130,13.868,28,"14:30:08.469"
"PFlock",9,"30K",1459,11.51,28,"14:30:20.010"
"PFlock",10,"30K",1833,8.854,28,"14:30:28.894"
"PFlock",5,"40K",710,8.568,28,"14:30:37.492"
"PFlock",6,"40K",1147,9.993,28,"14:30:47.515"
"PFlock",7,"40K",1613,10.711,28,"14:30:58.255"
"PFlock",8,"40K",2146,9.7,28,"14:31:07.983"
"PFlock",9,"40K",2716,10.86,28,"14:31:18.871"
"PFlock",10,"40K",3325,10.205,28,"14:31:29.105"
"PFlock",5,"50K",1239,12.181,28,"14:31:41.315"
"PFlock",6,"50K",1879,14.254,28,"14:31:55.596"
"PFlock",7,"50K",2661,11.251,28,"14:32:06.875"
"PFlock",8,"50K",3463,11.862,28,"14:32:18.765"
"PFlock",9,"50K",4328,11.522,28,"14:32:30.314"
"PFlock",10,"50K",5248,15.428,28,"14:32:45.770"
"PFlock",5,"60K",1894,11.068,28,"14:32:56.865"
"PFlock",6,"60K",2854,11.347,28,"14:33:08.240"
"PFlock",7,"60K",3941,13.797,28,"14:33:22.064"
"PFlock",8,"60K",5077,16.448,28,"14:33:38.540"
"PFlock",9,"60K",6275,15.335,28,"14:33:53.904"
"PFlock",10,"60K",7586,18.221,28,"14:34:12.235"
"PFlock",5,"70K",2702,13.185,28,"14:34:25.448"
"PFlock",6,"70K",4031,12.297,28,"14:34:37.772"
"PFlock",7,"70K",5521,15.008,28,"14:34:52.808"
"PFlock",8,"70K",7091,16.298,28,"14:35:09.133"
"PFlock",9,"70K",8674,18.991,28,"14:35:28.150"
"PFlock",10,"70K",10475,16.634,28,"14:35:44.810"
"PFlock",5,"80K",3499,13.745,28,"14:35:58.580"
"PFlock",6,"80K",5250,13.586,28,"14:36:12.191"
"PFlock",7,"80K",7159,20.432,28,"14:36:32.649"
"PFlock",8,"80K",9116,15.517,28,"14:36:48.191"
"PFlock",9,"80K",11197,22.315,28,"14:37:10.531"
"PFlock",10,"80K",13421,22.335,28,"14:37:32.891"
"PFlock",5,"90K",4475,20.336,28,"14:37:53.253"
"PFlock",6,"90K",6629,20.442,28,"14:38:13.721"
"PFlock",7,"90K",8992,19.447,28,"14:38:33.195"
"PFlock",8,"90K",11499,20.982,28,"14:38:54.203"
"PFlock",9,"90K",13966,34.646,28,"14:39:28.875"
"PFlock",10,"90K",16726,42.744,28,"14:40:11.646"
"PFlock",5,"100K",5637,25.371,28,"14:40:37.044"
"PFlock",6,"100K",8296,18.158,28,"14:40:55.228"
"PFlock",7,"100K",11163,19.215,28,"14:41:14.470"
"PFlock",8,"100K",13998,27.435,28,"14:41:41.931"
"PFlock",9,"100K",17043,35.033,28,"14:42:16.989"
"PFlock",10,"100K",20352,96.713,28,"14:43:53.728"
