"PFlock",5,"10K",12,18.926,24,152,0.118,0.882,"19:45:40.375"
"PFlock",10,"10K",12,6.891,24,1193,0.472,0.528,"19:45:47.348"
"PFlock",15,"10K",12,6.721,24,3442,0.527,0.473,"19:45:54.100"
"PFlock",20,"10K",12,6.274,24,6600,0.559,0.441,"19:46:00.400"
"PFlock",25,"10K",12,7.885,24,10701,0.592,0.408,"19:46:08.317"
"PFlock",30,"10K",12,7.716,24,15274,0.601,0.399,"19:46:16.062"
"PFlock",35,"10K",12,7.257,24,20231,0.61,0.39,"19:46:23.346"
"PFlock",40,"10K",12,8.184,24,25452,0.615,0.385,"19:46:31.559"
"PFlock",45,"10K",12,9.172,24,30875,0.585,0.415,"19:46:40.760"
"PFlock",5,"20K",12,6.009,24,686,0.617,0.383,"19:46:46.785"
"PFlock",10,"20K",12,7.147,24,5508,0.68,0.32,"19:46:53.952"
"PFlock",15,"20K",12,8.2,24,14568,0.676,0.324,"19:47:02.177"
"PFlock",20,"20K",12,9.622,24,26673,0.678,0.322,"19:47:11.823"
"PFlock",25,"20K",12,9.661,24,41724,0.67,0.33,"19:47:21.500"
"PFlock",30,"20K",12,9.989,24,58260,0.672,0.328,"19:47:31.514"
"PFlock",35,"20K",12,11.968,24,75870,0.667,0.333,"19:47:43.507"
"PFlock",40,"20K",12,11.898,24,94798,0.676,0.324,"19:47:55.433"
"PFlock",45,"20K",12,14.027,24,113942,0.664,0.336,"19:48:09.484"
"PFlock",5,"30K",12,8.848,24,2191,0.723,0.277,"19:48:18.358"
"PFlock",10,"30K",12,8.438,24,14851,0.731,0.269,"19:48:26.815"
"PFlock",15,"30K",12,10.283,24,37964,0.703,0.297,"19:48:37.123"
"PFlock",20,"30K",12,14.602,24,68675,0.695,0.305,"19:48:51.747"
"PFlock",25,"30K",12,13.562,24,105445,0.693,0.307,"19:49:05.333"
"PFlock",30,"30K",12,16.412,24,145110,0.688,0.312,"19:49:21.768"
"PFlock",35,"30K",12,19.422,24,187716,0.681,0.319,"19:49:41.215"
"PFlock",40,"30K",12,20.113,24,232470,0.683,0.317,"19:50:01.352"
"PFlock",45,"30K",12,22.074,24,277737,0.679,0.321,"19:50:23.451"
"PFlock",5,"40K",12,9.228,24,4774,0.741,0.259,"19:50:32.703"
"PFlock",10,"40K",12,10.716,24,29265,0.729,0.271,"19:50:43.442"
"PFlock",15,"40K",12,14.689,24,72160,0.714,0.286,"19:50:58.152"
"PFlock",20,"40K",12,15.866,24,128472,0.701,0.299,"19:51:14.043"
"PFlock",25,"40K",12,23.332,24,194986,0.696,0.304,"19:51:37.401"
"PFlock",30,"40K",12,24.196,24,267120,0.698,0.302,"19:52:01.620"
"PFlock",35,"40K",12,25.413,24,343612,0.688,0.312,"19:52:27.060"
"PFlock",40,"40K",12,27.342,24,423162,0.682,0.318,"19:52:54.438"
"PFlock",45,"40K",12,28.548,24,503907,0.68,0.32,"19:53:23.009"
"PFlock",5,"50K",12,9.921,24,8024,0.814,0.186,"19:53:32.953"
"PFlock",10,"50K",12,12.988,24,47442,0.751,0.249,"19:53:45.962"
"PFlock",15,"50K",12,19.641,24,115526,0.731,0.269,"19:54:05.624"
"PFlock",20,"50K",12,18.684,24,203495,0.71,0.29,"19:54:24.332"
"PFlock",25,"50K",12,25.822,24,305922,0.7,0.3,"19:54:50.177"
"PFlock",30,"50K",12,25.735,24,417496,0.694,0.306,"19:55:15.936"
"PFlock",35,"50K",12,31.208,24,535199,0.688,0.312,"19:55:47.168"
"PFlock",40,"50K",12,34.598,24,657407,0.691,0.309,"19:56:21.790"
"PFlock",45,"50K",12,39.098,24,781414,0.682,0.318,"19:57:00.914"
"PFlock",5,"60K",12,11.106,24,12002,0.839,0.161,"19:57:12.051"
