PBFE,100.0,50K,2278696,11.814
PBFE,110.0,50K,2571272,11.219
PBFE,120.0,50K,2872576,13.903
PBFE,130.0,50K,3185454,13.963
PBFE,140.0,50K,3511198,14.537
PBFE,150.0,50K,3849588,15.396
PBFE,160.0,50K,4203374,13.9
PBFE,170.0,50K,4566136,13.595
PBFE,180.0,50K,4939022,12.273
PBFE,190.0,50K,5322634,13.909
PBFE,200.0,50K,5715324,14.353
PBFE,100.0,60K,3239018,16.507
PBFE,110.0,60K,3657074,14.487
PBFE,120.0,60K,4088256,14.531
PBFE,130.0,60K,4534878,13.941
PBFE,140.0,60K,4998506,13.198
PBFE,150.0,60K,5480314,12.594
PBFE,160.0,60K,5983946,13.397
PBFE,170.0,60K,6501076,12.196
PBFE,180.0,60K,7033626,13.659
PBFE,190.0,60K,7578608,12.318
PBFE,200.0,60K,8136342,13.789
PBFE,100.0,70K,4400552,15.085
PBFE,110.0,70K,4968516,14.866
PBFE,120.0,70K,5555174,14.318
PBFE,130.0,70K,6163516,14.68
PBFE,140.0,70K,6795314,14.326
PBFE,150.0,70K,7450994,15.267
PBFE,160.0,70K,8135106,13.159
PBFE,170.0,70K,8839152,13.683
PBFE,180.0,70K,9563706,12.89
PBFE,190.0,70K,10305904,12.663
PBFE,200.0,70K,11067052,13.646
PBFE,100.0,80K,5705784,14.3
PBFE,110.0,80K,6444160,13.016
PBFE,120.0,80K,7207104,12.338
PBFE,130.0,80K,7997580,15.482
PBFE,140.0,80K,8818552,12.911
PBFE,150.0,80K,9671534,12.663
PBFE,160.0,80K,10559318,15.794
PBFE,170.0,80K,11473632,14.589
PBFE,180.0,80K,12415368,15.158
PBFE,190.0,80K,13382132,12.387
PBFE,200.0,80K,14374940,15.095
PBFE,100.0,90K,7216172,16.39
PBFE,110.0,90K,8149214,12.973
PBFE,120.0,90K,9113660,15.9
PBFE,130.0,90K,10113310,16.442
PBFE,140.0,90K,11151166,14.056
PBFE,150.0,90K,12228934,15.262
PBFE,160.0,90K,13352786,14.995
PBFE,170.0,90K,14510342,12.771
PBFE,180.0,90K,15700274,15.356
PBFE,190.0,90K,16921822,13.726
PBFE,200.0,90K,18176050,15.448
PBFE,100.0,100K,8923262,13.213
PBFE,110.0,100K,10073688,14.196
PBFE,120.0,100K,11262520,14.809
PBFE,130.0,100K,12496948,13.288
PBFE,140.0,100K,13778910,15.02
PBFE,150.0,100K,15107888,15.083
PBFE,160.0,100K,16495564,14.752
PBFE,170.0,100K,17927122,15.826
PBFE,180.0,100K,19397578,15.374
PBFE,190.0,100K,20906782,14.295
PBFE,200.0,100K,22455664,15.323
