PFlock,10.0,160K,117196,17.549,5.944,15,01:16:29.277
PFlock,20.0,160K,370689,21.769,8.654,15,01:16:59.714
PFlock,30.0,160K,703992,25.085,10.869,15,01:17:35.682
PFlock,40.0,160K,1106670,30.715,13.586,15,01:18:19.999
PFlock,50.0,160K,1554128,32.212,17.336,15,01:19:09.565
PFlock,60.0,160K,2045910,36.915,21.79,15,01:20:08.291
PFlock,70.0,160K,2582295,41.046,25.689,15,01:21:15.051
PFlock,80.0,160K,3165396,46.456,32.068,15,01:22:33.594
PFlock,90.0,160K,3800068,54.942,36.629,15,01:24:05.192
PFlock,100.0,160K,4498819,58.563,45.174,15,01:25:48.945
