0,-337561.162131,4354571.31861
0,-357046.92047,4361618.61668
0,-357469.753347,4362015.8653
0,-358344.031394,4362209.32221
0,-359142.680263,4363240.28426
0,-358730.098663,4363207.59821
0,-358751.04843,4363343.67242
0,-358747.247761,4363364.668
0,-360054.985032,4363826.08065
0,-350985.161772,4365199.55377
0,-342537.276141,4379810.15893
0,-275727.675753,4373531.84103
0,-275506.55902,4373541.96289
0,-384186.123052,4394921.43828
0,-264789.710334,4382343.40009
0,-341633.005358,4390367.00561
0,-265254.590704,4383377.79352
0,-265774.654153,4384514.78031
0,-266085.069856,4385234.47004
0,-266560.399971,4386251.52735
0,-267388.752268,4388099.76221
0,-267813.152216,4389049.24006
0,-268231.618581,4389958.62372
0,-378335.617433,4401886.16421
0,-341801.736631,4398163.62033
0,-341708.207958,4399386.78035
0,-376497.802395,4403852.61027
0,-341588.33774,4400588.70961
0,-375405.620048,4404978.21879
0,-385876.054216,4408417.53256
0,-273401.936811,4397419.72362
0,-315774.466727,4402343.63755
0,-315769.082996,4402347.4584
0,-275739.73776,4398709.3187
0,-276219.536044,4398962.66792
0,-278490.047194,4400353.8271
0,-311930.789311,4404550.93091
0,-307173.306578,4405507.8183
0,-284108.981046,4404020.00038
0,-288210.444625,4406692.65966
0,-333684.376801,4413346.33346
0,-292076.89438,4409472.20733
0,-333386.792801,4414012.07324
0,-292567.941484,4409921.57857
0,-358908.753339,4417605.92635
0,-363517.5845,4419525.14366
0,-301360.500291,4415432.06436
0,-298559.173516,4415198.7945
0,-298865.888884,4415415.1702
0,-357560.029404,4422413.20982
0,-300011.011201,4417652.46034
0,-317695.084643,4419631.4073
0,-303018.098617,4419317.63888
0,-297463.582169,4419047.36483
0,-297374.684427,4419125.76792
0,-297398.303756,4419138.23372
0,-297399.561846,4419157.15181
0,-300651.162114,4419745.37992
0,-300640.3575,4419877.35433
0,-300649.692885,4419900.6055
0,-300628.971771,4419918.02103
0,-333042.892063,4423563.38315
0,-295747.274466,4421398.02706
0,-332409.546365,4427798.94826
0,-310564.108483,4425612.31047
0,-339147.832556,4428839.16149
0,-339165.386279,4429375.78222
0,-336713.342434,4429684.31275
0,-329785.235057,4428969.2058
0,-357003.004692,4432247.26002
0,-294419.335838,4425829.66464
0,-361804.293831,4433470.45752
0,-351797.704753,4432487.48278
0,-360439.731645,4433467.34814
0,-315116.358465,4428601.69088
0,-364028.792542,4434033.2343
0,-367456.998089,4435020.94576
0,-300291.59487,4428610.0172
0,-317929.122069,4430495.01203
0,-342696.797632,4433287.91128
0,-295148.045289,4428431.36418
0,-331942.261847,4432604.45532
0,-333061.492202,4432847.27471
0,-333083.324583,4433177.77796
0,-319395.757705,4431986.45382
0,-320315.787503,4432913.09155
0,-291154.501872,4429929.5077
0,-320955.624177,4433532.81192
0,-331849.980702,4435055.80006
0,-302983.879256,4432840.18107
0,-290951.773141,4431732.44524
0,-306522.191924,4433384.52885
0,-351375.998273,4438999.95347
0,-351321.84078,4439071.27446
0,-331606.33465,4436965.37446
