2017-11-01 22:44:04,383 ->   B20K,   13586,   13003,    864,    1805, 1536,  25,  10.0, 12,    0.76,    3.00,   40.26
2017-11-01 22:44:42,531 ->   B20K,   35123,   32924,   1018,    3371, 1536,  25,  20.0, 12,    1.04,    3.13,   37.98
2017-11-01 22:45:26,549 ->   B20K,   58999,   54259,   1324,    4809, 1536,  25,  30.0, 12,    1.69,    3.62,   43.89
2017-11-01 22:46:16,268 ->   B20K,   85285,   78153,   1753,    5779, 1536,  25,  40.0, 12,    3.05,    2.92,   49.58
2017-11-01 22:47:22,234 ->   B20K,  112997,  100813,   2311,    6728, 1536,  25,  50.0, 12,    5.85,    3.53,   65.82
2017-11-01 22:48:23,981 ->   B40K,   34417,   32547,    863,    4062, 1536,  25,  10.0, 12,    1.10,    2.44,   37.72
2017-11-01 22:49:01,180 ->   B40K,   86375,   79774,    976,    7565, 1536,  25,  20.0, 12,    1.79,    2.15,   37.02
2017-11-01 22:49:51,526 ->   B40K,  141483,  125993,   1207,   10386, 1536,  25,  30.0, 12,    5.96,    2.71,   50.22
2017-11-01 22:50:55,860 ->   B40K,  200113,  177060,   1542,   12472, 1536,  25,  40.0, 12,   11.43,    2.22,   64.18
2017-11-01 22:52:21,865 ->   B40K,  260146,  226333,   1834,   14559, 1536,  25,  50.0, 12,   16.59,    2.33,   85.86
2017-11-01 22:53:23,769 ->   B60K,   44947,   42533,    861,    5677, 1536,  25,  10.0, 12,    1.32,    2.18,   37.25
2017-11-01 22:54:00,209 ->   B60K,  116585,  106192,    926,   11534, 1536,  25,  20.0, 12,    2.01,    2.05,   36.26
2017-11-01 22:54:49,220 ->   B60K,  193606,  176341,    953,   14934, 1536,  25,  30.0, 12,    6.28,    2.18,   48.88
2017-11-01 22:55:55,051 ->   B60K,  277359,  245747,   1044,   19291, 1536,  25,  40.0, 12,   13.79,    2.40,   65.70
2017-11-01 22:57:25,906 ->   B60K,  363622,  315071,   1127,   23744, 1536,  25,  50.0, 12,   21.37,    2.39,   90.71
2017-11-01 22:58:31,104 ->   B80K,   58615,   54637,    865,    7303, 1536,  25,  10.0, 12,    1.30,    2.26,   39.98
2017-11-01 22:59:13,343 ->   B80K,  151519,  139222,    913,   14472, 1536,  25,  20.0, 12,    2.84,    2.28,   42.06
2017-11-01 23:00:09,535 ->   B80K,  252010,  225559,    987,   20577, 1536,  25,  30.0, 12,    8.89,    2.33,   56.07
2017-11-01 23:01:30,176 ->   B80K,  363071,  315711,   1038,   27268, 1536,  25,  40.0, 12,   20.73,    2.40,   80.50
2017-11-01 23:03:58,472 ->   B80K,  478716,  413479,   1208,   32499, 1536,  25,  50.0, 12,   56.45,    2.83,  148.16
