2017-11-30 11:12:43,223 ->         B20K,  10.0,     7, 10,  48.41,   11226,     22452,          111,         36
2017-11-30 11:13:42,831 ->         B20K,  20.0,     7, 10,  51.39,   23819,     47638,         1524,         43
2017-11-30 11:14:43,151 ->         B20K,  30.0,     7, 10,  52.13,   36174,     72348,         3889,         77
2017-11-30 11:15:49,222 ->         B20K,  40.0,     7, 10,  57.81,   49403,     98806,         8256,        169
2017-11-30 11:16:55,350 ->         B20K,  50.0,     7, 10,  58.00,   62752,    125504,        13078,        279
2017-11-30 11:17:52,327 ->         B20K,  10.0,     7, 10,  48.47,   11226,     22452,          111,         36
2017-11-30 11:18:51,782 ->         B20K,  20.0,     7, 10,  51.57,   23819,     47638,         1524,         43
2017-11-30 11:19:54,612 ->         B20K,  30.0,     7, 10,  54.78,   36174,     72348,         3889,         77
2017-11-30 11:21:00,701 ->         B20K,  40.0,     7, 10,  58.17,   49403,     98806,         8256,        169
2017-11-30 11:22:08,469 ->         B20K,  50.0,     7, 10,  59.63,   62752,    125504,        13078,        279
2017-11-30 11:23:07,051 ->         B20K,  10.0,     7, 10,  50.68,   11226,     22452,          111,         36
2017-11-30 11:24:07,578 ->         B20K,  20.0,     7, 10,  52.47,   23819,     47638,         1524,         43
2017-11-30 11:25:09,953 ->         B20K,  30.0,     7, 10,  54.36,   36174,     72348,         3889,         77
2017-11-30 11:26:15,562 ->         B20K,  40.0,     7, 10,  57.39,   49403,     98806,         8256,        169
2017-11-30 11:27:23,154 ->         B20K,  50.0,     7, 10,  59.81,   62752,    125504,        13078,        279
2017-11-30 11:28:19,683 ->         B20K,  10.0,     7, 10,  48.62,   11226,     22452,          111,         36
2017-11-30 11:29:19,587 ->         B20K,  20.0,     7, 10,  51.92,   23819,     47638,         1524,         43
2017-11-30 11:30:21,359 ->         B20K,  30.0,     7, 10,  54.03,   36174,     72348,         3889,         77
2017-11-30 11:31:25,778 ->         B20K,  40.0,     7, 10,  56.43,   49403,     98806,         8256,        169
2017-11-30 11:32:32,292 ->         B20K,  50.0,     7, 10,  58.67,   62752,    125504,        13078,        279
2017-11-30 11:33:27,092 ->         B20K,  10.0,     7, 10,  46.92,   11226,     22452,          111,         36
2017-11-30 11:34:27,939 ->         B20K,  20.0,     7, 10,  52.88,   23819,     47638,         1524,         43
2017-11-30 11:35:31,489 ->         B20K,  30.0,     7, 10,  55.63,   36174,     72348,         3889,         77
2017-11-30 11:36:36,105 ->         B20K,  40.0,     7, 10,  56.69,   49403,     98806,         8256,        169
2017-11-30 11:37:43,267 ->         B20K,  50.0,     7, 10,  59.26,   62752,    125504,        13078,        279
2017-11-30 11:38:40,265 ->         B40K,  10.0,    14, 10,  43.12,   22452,     44904,          222,         71
2017-11-30 11:39:34,141 ->         B40K,  20.0,    14, 10,  45.16,   47638,     95276,         3048,        134
2017-11-30 11:40:30,548 ->         B40K,  30.0,    14, 10,  48.32,   72348,    144696,         7778,        147
2017-11-30 11:41:32,483 ->         B40K,  40.0,    14, 10,  54.12,   98806,    197612,        16512,        330
2017-11-30 11:42:35,284 ->         B40K,  50.0,    14, 10,  54.17,  125504,    251008,        26156,        363
2017-11-30 11:43:25,102 ->         B40K,  10.0,    14, 10,  41.66,   22452,     44904,          222,         71
2017-11-30 11:44:18,070 ->         B40K,  20.0,    14, 10,  44.39,   47638,     95276,         3048,        134
2017-11-30 11:45:14,634 ->         B40K,  30.0,    14, 10,  48.41,   72348,    144696,         7778,        147
2017-11-30 11:46:14,697 ->         B40K,  40.0,    14, 10,  52.16,   98806,    197612,        16512,        330
2017-11-30 11:47:15,233 ->         B40K,  50.0,    14, 10,  52.45,  125504,    251008,        26156,        363
