Name,Registers/Thread,Static Shared Memory,DRAM Write Throughput(bytes/sec),DRAM Read Throughput(bytes/sec),Instruction Replay Overhead(%),Local Memory Overhead(%),Global Memory Cache Replay Overhead(%),Shared Memory Replay Overhead(%),Global Memory Store Efficiency(%),Local Memory Cache Replay Overhead(%),Warp Execution Efficiency(%),Global Memory Load Efficiency(%),Achieved Occupancy,instructions issued,Branch Efficiency(%),L1 Local Hit Rate(%),L1 Global Hit Rate(%),IPC,Requested Global Load Throughput(bytes/sec),Requested Global Store Throughput(bytes/sec),Multiprocessor Efficiency(%),L2 Hit Rate (Texture Reads)(%),L2 Throughput (L1 Reads)(bytes/sec),L2 texture read throughput(bytes/sec),L2 Hit Rate (L1 Reads)(%),Global Store Throughput(bytes/sec),Global Load Throughput(bytes/sec),Avg. Duration(ns),Avg. Dynamic Shared Memory
"reduction(float*, float*, unsigned int)",10,4096,87107151,30316709257,0.097,0,1.107,0,400,0,100,100,0.963,2832118,100,0,0,1.816,17708047422,8857990313,98.327,0,20616856341,0,0,2578899612,20632169678,225886,0
