PFlock,10.0,150K,117196,33.212,9.861,15,16:04:56.905
PFlock,20.0,150K,370676,24.25,9.266,15,16:05:30.485
PFlock,30.0,150K,703966,27.465,11.155,15,16:06:09.135
PFlock,40.0,150K,1106639,28.167,14.01,15,16:06:51.336
PFlock,50.0,150K,1554076,31.679,16.771,15,16:07:39.815
PFlock,60.0,150K,2045849,36.221,21.925,15,16:08:37.988
PFlock,70.0,150K,2582209,40.385,25.178,15,16:09:43.576
PFlock,80.0,150K,3165284,44.789,29.668,15,16:10:58.053
PFlock,90.0,150K,3799948,51.857,35.462,15,16:12:25.398
PFlock,100.0,150K,4498683,57.2,44.907,15,16:14:07.541
