PFlock,10.0,160K,117196,86.005,43.409,1,10:06:03.778
PFlock,20.0,160K,370689,102.041,68.573,1,10:08:54.436
PFlock,30.0,160K,703992,124.431,98.61,1,10:12:37.507
PFlock,40.0,160K,1106670,141.334,137.758,1,10:17:16.624
PFlock,50.0,160K,1554128,162.185,173.541,1,10:22:52.372
PFlock,60.0,160K,2045910,192.822,217.204,1,10:29:42.425
PFlock,70.0,160K,2582295,215.936,270.843,1,10:37:49.224
PFlock,80.0,160K,3165396,239.85,327.2,1,10:47:16.301
PFlock,90.0,160K,3800068,272.294,384.936,1,10:58:13.556
PFlock,100.0,160K,4498819,312.002,456.759,1,11:11:02.346
