PFlock,10.0,160K,117196,45.864,13.789,5,16:16:49.273
PFlock,20.0,160K,370689,35.342,19.578,5,16:17:44.278
PFlock,30.0,160K,703992,40.59,27.047,5,16:18:51.971
PFlock,40.0,160K,1106670,46.31,35.959,5,16:20:14.283
PFlock,50.0,160K,1554128,52.853,46.106,5,16:21:53.281
PFlock,60.0,160K,2045910,59.814,57.27,5,16:23:50.406
PFlock,70.0,160K,2582295,67.961,72.779,5,16:26:11.181
PFlock,80.0,160K,3165396,77.459,85.887,5,16:28:54.567
PFlock,90.0,160K,3800068,86.487,103.965,5,16:32:05.056
PFlock,100.0,160K,4498819,99.65,128.415,5,16:35:53.152
