PFlock,10.0,160K,117196,39.558,13.385,6,17:36:49.515
PFlock,20.0,160K,370689,35.265,18.79,6,17:37:43.647
PFlock,30.0,160K,703992,40.885,26.96,6,17:38:51.540
PFlock,40.0,160K,1106670,47.163,36.09,6,17:40:14.831
PFlock,50.0,160K,1554128,54.599,46.015,6,17:41:55.490
PFlock,60.0,160K,2045910,62.441,57.295,6,17:43:55.260
PFlock,70.0,160K,2582295,72.112,71.505,6,17:46:18.910
PFlock,80.0,160K,3165396,79.803,88.595,6,17:49:07.341
PFlock,90.0,160K,3800068,89.248,105.543,6,17:52:22.162
PFlock,100.0,160K,4498819,101.913,128.123,6,17:56:12.227
