PFlock,10.0,160K,66.323,7.226,73.549,229234,7135,28,1024,16:08:40.209
PFlock,20.0,160K,49.335,8.203,57.538,531344,41314,28,1024,16:09:40.613
PFlock,30.0,160K,55.68,10.384,66.064,879724,118304,28,1024,16:10:50.879
PFlock,40.0,160K,63.542,13.892,77.434,1281430,271297,28,1024,16:12:14.830
PFlock,50.0,160K,76.235,16.643,92.878,1720770,502989,28,1024,16:13:59.164
PFlock,60.0,160K,84.012,20.575,104.587,2200784,815071,28,1024,16:16:02.001
PFlock,70.0,160K,98.143,25.926,124.069,2723892,1211964,28,1024,16:18:37.250
PFlock,80.0,160K,108.237,27.776,136.013,3293358,1694406,28,1024,16:21:39.931
PFlock,90.0,160K,120.134,33.642,153.776,3914498,2267421,28,1024,16:25:19.644
PFlock,100.0,160K,128.726,37.95,166.676,4599964,2936755,28,1024,16:29:37.343
