S0, 10000000000, 10, 455052511,  40.655103
S1, 10000000000, 10, 455052511,  18.952851
S2, 10000000000, 10, 455052511,  18.115097
S3, 10000000000, 10, 455052511,   7.037858
S0, 10000000000, 12, 455052511,  32.039476
S1, 10000000000, 12, 455052511,  15.745595
S2, 10000000000, 12, 455052511,  15.214686
S3, 10000000000, 12, 455052511,   5.922225
S0, 10000000000, 14, 455052511,  27.139782
S1, 10000000000, 14, 455052511,  13.451293
S2, 10000000000, 14, 455052511,  12.948332
S3, 10000000000, 14, 455052511,   5.039174
S0, 10000000000, 16, 455052511,  23.960419
S1, 10000000000, 16, 455052511,  11.813906
S2, 10000000000, 16, 455052511,  11.418129
S3, 10000000000, 16, 455052511,   4.435947
S0, 10000000000, 18, 455052511,  21.585724
S1, 10000000000, 18, 455052511,  10.670213
S2, 10000000000, 18, 455052511,  10.126904
S3, 10000000000, 18, 455052511,   3.951678
S0, 10000000000, 20, 455052511,  19.268934
S1, 10000000000, 20, 455052511,   9.401888
S2, 10000000000, 20, 455052511,   9.108442
S3, 10000000000, 20, 455052511,   3.551270
S0, 10000000000, 22, 455052511,  17.314048
S1, 10000000000, 22, 455052511,   8.583263
S2, 10000000000, 22, 455052511,   8.251320
S3, 10000000000, 22, 455052511,   3.236354
S0, 10000000000, 24, 455052511,  15.978019
S1, 10000000000, 24, 455052511,   7.983230
S2, 10000000000, 24, 455052511,   7.668101
S3, 10000000000, 24, 455052511,   2.976398
S0, 10000000000, 26, 455052511,  15.049084
S1, 10000000000, 26, 455052511,   7.364789
S2, 10000000000, 26, 455052511,   7.052964
S3, 10000000000, 26, 455052511,   2.739080
S0, 10000000000, 28, 455052511,  13.858500
S1, 10000000000, 28, 455052511,   6.835026
S2, 10000000000, 28, 455052511,   6.541311
S3, 10000000000, 28, 455052511,   2.546158
S0, 10000000000, 30, 455052511,  13.062495
S1, 10000000000, 30, 455052511,   6.577763
S2, 10000000000, 30, 455052511,   6.206206
S3, 10000000000, 30, 455052511,   2.381416
