S0, 10000000000, 32, 455052511,  28.133471
S1, 10000000000, 32, 455052511,  13.818588
S2, 10000000000, 32, 455052511,  13.737361
S3, 10000000000, 32, 455052511,   2.723200
S0, 10000000000, 32, 455052511,  28.134228
S1, 10000000000, 32, 455052511,  13.810737
S2, 10000000000, 32, 455052511,  13.734917
S3, 10000000000, 32, 455052511,   2.722434
S0, 10000000000, 32, 455052511,  28.241726
S1, 10000000000, 32, 455052511,  13.805750
S2, 10000000000, 32, 455052511,  13.733190
S3, 10000000000, 32, 455052511,   2.718426
S0, 10000000000, 32, 455052511,  28.213995
S1, 10000000000, 32, 455052511,  13.855840
S2, 10000000000, 32, 455052511,  13.741658
S3, 10000000000, 32, 455052511,   2.723851
S0, 10000000000, 32, 455052511,  28.199291
S1, 10000000000, 32, 455052511,  13.807404
S2, 10000000000, 32, 455052511,  13.737977
S3, 10000000000, 32, 455052511,   2.701105
S0, 10000000000, 64, 455052511,  14.444646
S1, 10000000000, 64, 455052511,   6.982069
S2, 10000000000, 64, 455052511,   6.770692
S3, 10000000000, 64, 455052511,   1.358526
S0, 10000000000, 64, 455052511,  14.230784
S1, 10000000000, 64, 455052511,   7.057695
S2, 10000000000, 64, 455052511,   6.776079
S3, 10000000000, 64, 455052511,   1.354542
S0, 10000000000, 64, 455052511,  14.193400
S1, 10000000000, 64, 455052511,   6.982169
S2, 10000000000, 64, 455052511,   6.767919
S3, 10000000000, 64, 455052511,   1.361018
S0, 10000000000, 64, 455052511,  14.271595
S1, 10000000000, 64, 455052511,   6.943461
S2, 10000000000, 64, 455052511,   6.773423
S3, 10000000000, 64, 455052511,   1.355886
S0, 10000000000, 64, 455052511,  14.284258
S1, 10000000000, 64, 455052511,   6.988890
S2, 10000000000, 64, 455052511,   6.771278
S3, 10000000000, 64, 455052511,   1.362997
S0, 10000000000, 128, 455052511,  13.066845
S1, 10000000000, 128, 455052511,   6.317277
S2, 10000000000, 128, 455052511,   6.313208
S3, 10000000000, 128, 455052511,   0.731997
S0, 10000000000, 128, 455052511,  13.056453
S1, 10000000000, 128, 455052511,   6.291687
S2, 10000000000, 128, 455052511,   6.311653
S3, 10000000000, 128, 455052511,   0.730484
S0, 10000000000, 128, 455052511,  12.989120
S1, 10000000000, 128, 455052511,   6.360682
S2, 10000000000, 128, 455052511,   6.306881
S3, 10000000000, 128, 455052511,   0.729843
S0, 10000000000, 128, 455052511,  12.966867
S1, 10000000000, 128, 455052511,   6.352248
S2, 10000000000, 128, 455052511,   6.315717
S3, 10000000000, 128, 455052511,   0.731079
S0, 10000000000, 128, 455052511,  13.056384
S1, 10000000000, 128, 455052511,   6.294548
S2, 10000000000, 128, 455052511,   6.314115
S3, 10000000000, 128, 455052511,   0.730049
S0, 10000000000, 256, 455052511,   6.518661
S1, 10000000000, 256, 455052511,   3.169732
S2, 10000000000, 256, 455052511,   3.109414
S3, 10000000000, 256, 455052511,   0.369310
S0, 10000000000, 256, 455052511,   6.605137
S1, 10000000000, 256, 455052511,   3.174845
S2, 10000000000, 256, 455052511,   3.104908
S3, 10000000000, 256, 455052511,   0.362010
S0, 10000000000, 256, 455052511,   6.532891
S1, 10000000000, 256, 455052511,   3.168198
S2, 10000000000, 256, 455052511,   3.107975
S3, 10000000000, 256, 455052511,   0.366585
S0, 10000000000, 256, 455052511,   6.539576
S1, 10000000000, 256, 455052511,   3.169036
S2, 10000000000, 256, 455052511,   3.110180
S3, 10000000000, 256, 455052511,   0.371801
S0, 10000000000, 256, 455052511,   6.532716
S1, 10000000000, 256, 455052511,   3.173873
S2, 10000000000, 256, 455052511,   3.107938
S3, 10000000000, 256, 455052511,   0.368718
