PBFE,1.0,8M,15016664,72.264
PBFE,2.0,8M,55749552,77.994
PBFE,3.0,8M,120482782,85.534
PBFE,4.0,8M,209619590,165.981
PBFE,1.0,10M,23453532,85.604
PBFE,2.0,10M,87062556,113.738
PBFE,3.0,10M,188122366,122.014
PBFE,4.0,10M,327292088,148.774
PBFE,1.0,12M,33730822,107.958
PBFE,2.0,12M,125199496,164.198
PBFE,3.0,12M,270513860,162.337
PBFE,4.0,12M,470597474,241.337
PBFE,1.0,14M,45926428,107.08
PBFE,2.0,14M,170499480,128.771
PBFE,3.0,14M,368438092,254.947
PBFE,4.0,14M,640978602,265.869
