PFlock,10.0,80K,12,26.117,126851.0,0.811,0.189,20:23:46.496
PFlock,15.0,80K,12,36.301,300562.0,0.779,0.221,20:24:22.811
PFlock,20.0,80K,12,47.092,520748.0,0.749,0.251,20:25:09.922
PFlock,25.0,80K,12,58.763,774545.0,0.728,0.272,20:26:08.706
PFlock,30.0,80K,12,83.539,1051131.0,0.717,0.283,20:27:32.261
PFlock,35.0,80K,12,90.564,1344013.0,0.711,0.289,20:29:02.850
PFlock,40.0,80K,12,115.258,1647462.0,0.702,0.298,20:30:58.138
PFlock,45.0,80K,12,133.677,1957834.0,0.701,0.299,20:33:11.835
PFlock,50.0,80K,12,193.767,2272705.0,0.686,0.314,20:36:25.756
PFlock,5.0,90K,12,28.297,30995.0,0.833,0.167,20:36:54.454
PFlock,10.0,90K,12,29.619,166035.0,0.792,0.208,20:37:24.086
PFlock,15.0,90K,12,43.763,388400.0,0.769,0.231,20:38:07.865
PFlock,20.0,90K,12,54.94,669308.0,0.74,0.26,20:39:02.828
PFlock,25.0,90K,12,77.337,991292.0,0.724,0.276,20:40:20.190
PFlock,30.0,90K,12,100.657,1341637.0,0.713,0.287,20:42:01.070
PFlock,35.0,90K,12,134.387,1711642.0,0.705,0.295,20:44:15.541
PFlock,40.0,90K,12,186.687,2095387.0,0.699,0.301,20:47:22.395
PFlock,45.0,90K,12,274.89,2489055.0,0.698,0.302,20:51:57.494
PFlock,50.0,90K,12,374.412,2886884.0,0.687,0.313,20:58:12.837
PFlock,5.0,100K,12,32.938,39721.0,0.838,0.162,20:58:46.159
PFlock,10.0,100K,12,43.539,208645.0,0.792,0.208,20:59:29.710
PFlock,15.0,100K,12,58.477,485024.0,0.771,0.229,21:00:28.206
PFlock,20.0,100K,12,72.966,832661.0,0.743,0.257,21:01:41.193
PFlock,25.0,100K,12,103.225,1229793.0,0.724,0.276,21:03:24.477
PFlock,30.0,100K,12,189.146,1662884.0,0.712,0.288,21:06:33.707
PFlock,35.0,100K,12,244.987,2121751.0,0.702,0.298,21:10:38.890
PFlock,40.0,100K,12,325.407,2596718.0,0.697,0.303,21:16:04.552
PFlock,45.0,100K,12,434.509,3084283.0,0.699,0.301,21:23:19.387
PFlock,50.0,100K,12,540.497,3577158.0,0.69,0.31,21:32:20.219
