PBFE-SQL-POSTFILTER,10.0,10K,3268,11.142
PBFE-SQL-POSTFILTER,20.0,10K,10840,10.686
PBFE-SQL-POSTFILTER,30.0,10K,20932,13.256
PBFE-SQL-POSTFILTER,40.0,10K,31782,11.651
PBFE-SQL-POSTFILTER,50.0,10K,43322,12.411
PBFE-SQL-POSTFILTER,60.0,10K,55062,11.778
PBFE-SQL-POSTFILTER,70.0,10K,66414,11.99
PBFE-SQL-POSTFILTER,80.0,10K,78006,13.099
PBFE-SQL-POSTFILTER,90.0,10K,90216,12.202
PBFE-SQL-POSTFILTER,100.0,10K,103014,11.847
PBFE-SQL-POSTFILTER,110.0,10K,116104,12.879
PBFE-SQL-POSTFILTER,120.0,10K,129568,12.296
PBFE-SQL-POSTFILTER,130.0,10K,143708,13.301
PBFE-SQL-POSTFILTER,140.0,10K,158364,14.069
PBFE-SQL-POSTFILTER,150.0,10K,173598,12.509
PBFE-SQL-POSTFILTER,160.0,10K,190078,13.693
PBFE-SQL-POSTFILTER,170.0,10K,206772,14.471
PBFE-SQL-POSTFILTER,180.0,10K,223578,13.973
PBFE-SQL-POSTFILTER,190.0,10K,241124,13.645
PBFE-SQL-POSTFILTER,200.0,10K,258756,13.294
PBFE-SQL-POSTFILTER,10.0,20K,11006,17.113
PBFE-SQL-POSTFILTER,20.0,20K,36910,18.009
PBFE-SQL-POSTFILTER,30.0,20K,70662,12.673
PBFE-SQL-POSTFILTER,40.0,20K,108002,18.64
PBFE-SQL-POSTFILTER,50.0,20K,147366,20.153
PBFE-SQL-POSTFILTER,60.0,20K,187790,18.744
PBFE-SQL-POSTFILTER,70.0,20K,228146,19.777
PBFE-SQL-POSTFILTER,80.0,20K,269452,17.45
PBFE-SQL-POSTFILTER,90.0,20K,312766,13.807
PBFE-SQL-POSTFILTER,100.0,20K,357672,17.952
PBFE-SQL-POSTFILTER,110.0,20K,403832,18.419
PBFE-SQL-POSTFILTER,120.0,20K,450790,20.499
PBFE-SQL-POSTFILTER,130.0,20K,500526,22.609
PBFE-SQL-POSTFILTER,140.0,20K,552160,21.738
PBFE-SQL-POSTFILTER,150.0,20K,604996,22.366
PBFE-SQL-POSTFILTER,160.0,20K,661268,24.478
PBFE-SQL-POSTFILTER,170.0,20K,718862,21.076
PBFE-SQL-POSTFILTER,180.0,20K,777042,25.549
PBFE-SQL-POSTFILTER,190.0,20K,837202,20.197
PBFE-SQL-POSTFILTER,200.0,20K,898572,22.186
PBFE-SQL-POSTFILTER,10.0,30K,25438,16.093
PBFE-SQL-POSTFILTER,20.0,30K,86522,16.994
PBFE-SQL-POSTFILTER,30.0,30K,165444,17.208
PBFE-SQL-POSTFILTER,40.0,30K,253196,16.73
PBFE-SQL-POSTFILTER,50.0,30K,344708,17.339
PBFE-SQL-POSTFILTER,60.0,30K,438408,18.502
PBFE-SQL-POSTFILTER,70.0,30K,532762,18.317
PBFE-SQL-POSTFILTER,80.0,30K,629702,19.669
PBFE-SQL-POSTFILTER,90.0,30K,731026,18.866
PBFE-SQL-POSTFILTER,100.0,30K,835972,21.098
PBFE-SQL-POSTFILTER,110.0,30K,944102,20.95
PBFE-SQL-POSTFILTER,120.0,30K,1054678,20.642
PBFE-SQL-POSTFILTER,130.0,30K,1169874,21.919
PBFE-SQL-POSTFILTER,140.0,30K,1290148,24.237
PBFE-SQL-POSTFILTER,150.0,30K,1414444,23.178
PBFE-SQL-POSTFILTER,160.0,30K,1544914,24.7
PBFE-SQL-POSTFILTER,170.0,30K,1678360,26.154
PBFE-SQL-POSTFILTER,180.0,30K,1814508,25.754
PBFE-SQL-POSTFILTER,190.0,30K,1954524,26.944
PBFE-SQL-POSTFILTER,200.0,30K,2098182,27.99
PBFE-SQL-POSTFILTER,10.0,40K,45526,18.131
PBFE-SQL-POSTFILTER,20.0,40K,153766,18.781
PBFE-SQL-POSTFILTER,30.0,40K,294528,19.449
PBFE-SQL-POSTFILTER,40.0,40K,450474,20.646
