PFlock,50.0,80K,345.67,239.45,585.12,575930,482,2,1024,02:00:42.111
PFlock,60.0,80K,354.625,273.274,627.899,700950,751,2,1024,02:11:10.174
PFlock,70.0,80K,378.511,302.47,680.981,833016,904,2,1024,02:22:31.247
PFlock,80.0,80K,401.284,336.558,737.842,974432,1065,2,1024,02:34:49.179
PFlock,90.0,80K,442.414,379.827,822.241,1130136,1287,2,1024,02:48:31.504
PFlock,100.0,80K,462.239,415.833,878.072,1302882,1563,2,1024,03:03:09.665
