PBFE3,2.0,10K,142,6.577,0.0,0,Thu Mar 30 20:47:45 PDT 2017
PBFE3,4.0,10K,568,6.424,0.0,0,Thu Mar 30 20:48:23 PDT 2017
PBFE3,6.0,10K,1288,6.659,0.0,0,Thu Mar 30 20:49:06 PDT 2017
PBFE3,8.0,10K,2152,6.385,0.0,1,Thu Mar 30 20:49:35 PDT 2017
PBFE3,10.0,10K,3268,5.722,0.001,7,Thu Mar 30 20:50:03 PDT 2017
PBFE3,2.0,20K,496,7.164,0.0,0,Thu Mar 30 20:50:40 PDT 2017
PBFE3,4.0,20K,1880,7.548,0.001,1,Thu Mar 30 20:51:10 PDT 2017
PBFE3,6.0,20K,4226,6.922,0.001,3,Thu Mar 30 20:51:40 PDT 2017
PBFE3,8.0,20K,7300,6.822,0.001,22,Thu Mar 30 20:52:10 PDT 2017
PBFE3,10.0,20K,11006,7.233,0.003,86,Thu Mar 30 20:52:40 PDT 2017
PBFE3,2.0,30K,1210,7.934,0.001,0,Thu Mar 30 20:53:11 PDT 2017
PBFE3,4.0,30K,4500,7.715,0.001,3,Thu Mar 30 20:53:43 PDT 2017
PBFE3,6.0,30K,9900,8.096,0.001,23,Thu Mar 30 20:54:15 PDT 2017
PBFE3,8.0,30K,16926,7.507,0.003,110,Thu Mar 30 20:54:46 PDT 2017
PBFE3,10.0,30K,25438,8.707,0.013,296,Thu Mar 30 20:55:19 PDT 2017
PBFE3,2.0,40K,2136,8.352,0.0,0,Thu Mar 30 20:56:06 PDT 2017
PBFE3,4.0,40K,7982,8.606,0.001,8,Thu Mar 30 20:56:38 PDT 2017
PBFE3,6.0,40K,17370,8.425,0.003,98,Thu Mar 30 20:57:11 PDT 2017
PBFE3,8.0,40K,29494,8.608,0.013,300,Thu Mar 30 20:57:43 PDT 2017
PBFE3,10.0,40K,44560,8.216,0.092,667,Thu Mar 30 20:58:16 PDT 2017
PBFE3,2.0,50K,3298,8.943,0.001,1,Thu Mar 30 20:58:49 PDT 2017
PBFE3,4.0,50K,12428,9.772,0.001,18,Thu Mar 30 20:59:24 PDT 2017
PBFE3,6.0,50K,26958,9.605,0.005,168,Thu Mar 30 20:59:58 PDT 2017
PBFE3,8.0,50K,46184,9.397,0.027,562,Thu Mar 30 21:00:32 PDT 2017
PBFE3,10.0,50K,69852,9.385,0.375,1213,Thu Mar 30 21:01:08 PDT 2017
PBFE3,2.0,60K,4578,9.519,0.0,1,Thu Mar 30 21:01:42 PDT 2017
PBFE3,4.0,60K,17326,9.92,0.002,28,Thu Mar 30 21:02:17 PDT 2017
PBFE3,6.0,60K,37726,9.549,0.012,297,Thu Mar 30 21:02:52 PDT 2017
PBFE3,8.0,60K,64592,10.106,0.051,905,Thu Mar 30 21:03:28 PDT 2017
PBFE3,10.0,60K,97862,9.65,0.657,1959,Thu Mar 30 21:04:06 PDT 2017
PBFE3,2.0,70K,6148,10.813,0.001,1,Thu Mar 30 21:04:43 PDT 2017
PBFE3,4.0,70K,23222,10.037,0.002,54,Thu Mar 30 21:05:18 PDT 2017
PBFE3,6.0,70K,50904,10.632,0.022,481,Thu Mar 30 21:05:54 PDT 2017
PBFE3,8.0,70K,86998,10.535,0.239,1403,Thu Mar 30 21:06:33 PDT 2017
PBFE3,10.0,70K,131910,10.292,2.678,2859,Thu Mar 30 21:07:14 PDT 2017
PBFE3,2.0,80K,7954,11.381,0.001,1,Thu Mar 30 21:07:52 PDT 2017
PBFE3,4.0,80K,29888,11.255,0.003,83,Thu Mar 30 21:08:29 PDT 2017
PBFE3,6.0,80K,65226,11.132,0.055,698,Thu Mar 30 21:09:07 PDT 2017
PBFE3,8.0,80K,111744,11.297,0.323,1957,Thu Mar 30 21:09:47 PDT 2017
PBFE3,10.0,80K,169464,10.788,25.377,4012,Thu Mar 30 21:10:54 PDT 2017
PBFE3,2.0,90K,10164,11.541,0.001,2,Thu Mar 30 21:11:31 PDT 2017
PBFE3,4.0,90K,38096,11.537,0.004,147,Thu Mar 30 21:12:10 PDT 2017
PBFE3,6.0,90K,83108,12.402,0.085,992,Thu Mar 30 21:12:51 PDT 2017
PBFE3,8.0,90K,142200,11.507,2.099,2745,Thu Mar 30 21:13:34 PDT 2017
PBFE3,10.0,90K,215622,11.884,540.724,5399,Thu Mar 30 21:23:19 PDT 2017
PBFE3,2.0,100K,12528,12.416,0.001,2,Thu Mar 30 21:23:59 PDT 2017
PBFE3,4.0,100K,46882,12.236,0.007,220,Thu Mar 30 21:24:38 PDT 2017
PBFE3,6.0,100K,102324,12.342,0.224,1410,Thu Mar 30 21:25:19 PDT 2017
PBFE3,8.0,100K,175062,12.364,5.879,3657,Thu Mar 30 21:26:09 PDT 2017
PBFE3,10.0,100K,265636,12.322,4590.471,6974,Thu Mar 30 22:43:26 PDT 2017
