0,-326590.9104714166,4471952.966341669
0,-326571.4520983357,4471952.173796659
0,-326554.43656213814,4471951.203245516
0,-326539.2419710081,4471959.712759545
0,-326595.6994600377,4471954.2917265175
0,-326626.9555392509,4471951.180074143
0,-326592.4075743712,4471953.436049154
0,-326622.923293921,4471952.769076734
0,-326626.28658515256,4471951.471970474
0,-326643.1707773794,4471950.955625121
0,-326642.93488908355,4471950.752065684
0,-326539.0947073277,4471950.635174481
0,-326539.3825022997,4471950.27962219
0,-326615.1545108642,4471954.767103065
0,-326629.17306081206,4471950.127177298
0,-326619.66868594947,4471953.768646727
0,-326614.8741471823,4471954.814821005
0,-326593.5873374005,4471950.497764645
0,-326592.9966012635,4471951.074155929
0,-326624.01724954776,4471952.377602922
0,-326619.1628075724,4471953.902514204
0,-326622.58631754556,4471952.883924935
0,-326563.8914511214,4471956.125900874
0,-326571.62797857117,4471963.211601913
0,-326560.7948707174,4471952.253861094
0,-326627.77544255013,4471950.806277489
0,-326558.1771720188,4471958.119545367
0,-326553.83316365926,4471951.689011957
0,-326564.39567837317,4471964.636190748
0,-326553.42575663765,4471950.95733201
0,-326645.32558588125,4471952.702085271
0,-326567.4609030703,4471954.464517432
0,-326571.41092511424,4471963.270743276
0,-326566.84028408694,4471952.488111393
0,-326624.2150707196,4471952.303732886
0,-326584.28355414013,4471957.76384948
0,-326551.9786750041,4471959.451621639
0,-326550.5569044277,4471954.075389609
0,-326554.06955770694,4471964.814286772
0,-326619.0345571385,4471953.935554003
0,-326555.3058280636,4471958.839035449
0,-326554.687500113,4471950.996638862
0,-326556.6791185652,4471964.971231585
0,-326554.6881812706,4471951.261010719
0,-326553.18634908233,4471959.25613912
0,-326552.52851209365,4471952.688311708
0,-326554.45538851863,4471964.846129698
0,-326552.5008257213,4471950.71264752
0,-326558.972871393,4471957.887794562
0,-326560.3342456461,4471964.961598818
0,-326558.6250010526,4471951.98974025
0,-326606.50004692806,4471955.4998438675
0,-326625.11014744785,4471951.95750019
0,-326616.7412811694,4471954.46591524
0,-326623.5918754611,4471952.533234389
0,-326615.10774749715,4471954.775176254
0,-326578.2886787761,4471960.863333913
0,-326580.19495358696,4471950.36797798
0,-326560.3026593269,4471957.468201648
0,-326559.9592578857,4471964.974894967
0,-326561.20955631015,4471952.293416945
