PFlock,50.0,40K,51.065,14.503,65.568,144582,0,14,1024,10:51:58.463
PFlock,60.0,40K,36.192,14.725,50.917,175982,0,14,1024,10:52:49.597
PFlock,70.0,40K,37.296,14.066,51.362,209268,0,14,1024,10:53:41.084
PFlock,80.0,40K,40.572,15.564,56.136,244670,0,14,1024,10:54:37.331
PFlock,90.0,40K,40.961,39.423,80.384,283164,16,14,1024,10:55:57.821
PFlock,100.0,40K,43.297,42.76,86.057,325850,97,14,1024,10:57:23.991
