PFlock,10.0,10K,36,28.805,0.104,0.896,09:32:25.166
PFlock,20.0,10K,36,11.078,0.315,0.685,09:32:36.431
PFlock,30.0,10K,36,11.883,0.375,0.625,09:32:48.339
PFlock,40.0,10K,36,11.064,0.377,0.623,09:32:59.427
PFlock,50.0,10K,36,12.97,0.368,0.632,09:33:12.418
PFlock,10.0,20K,36,9.31,0.323,0.677,09:33:21.751
PFlock,20.0,20K,36,12.311,0.398,0.602,09:33:34.080
PFlock,30.0,20K,36,17.365,0.419,0.581,09:33:51.462
PFlock,40.0,20K,36,20.104,0.427,0.573,09:34:11.588
PFlock,50.0,20K,36,21.369,0.413,0.587,09:34:32.976
PFlock,10.0,30K,36,13.184,0.448,0.552,09:34:46.175
PFlock,20.0,30K,36,19.199,0.478,0.522,09:35:05.389
PFlock,30.0,30K,36,24.085,0.463,0.537,09:35:29.490
PFlock,40.0,30K,36,29.144,0.451,0.549,09:35:58.649
PFlock,50.0,30K,36,34.16,0.417,0.583,09:36:32.829
PFlock,10.0,40K,36,15.893,0.487,0.513,09:36:48.737
PFlock,20.0,40K,36,23.47,0.495,0.505,09:37:12.226
PFlock,30.0,40K,36,31.803,0.481,0.519,09:37:44.048
PFlock,40.0,40K,36,41.225,0.452,0.548,09:38:25.288
PFlock,50.0,40K,36,49.94,0.425,0.575,09:39:15.246
PFlock,10.0,50K,36,19.257,0.512,0.488,09:39:34.522
PFlock,20.0,50K,36,30.484,0.512,0.488,09:40:05.020
PFlock,30.0,50K,36,44.263,0.481,0.519,09:40:49.296
PFlock,40.0,50K,36,52.448,0.458,0.542,09:41:41.763
PFlock,50.0,50K,36,65.648,0.424,0.576,09:42:47.439
