PFlock,5.0,10K,5,23.109,24,00:57:26.860
PFlock,6.0,10K,8,9.483,24,00:57:36.529
PFlock,7.0,10K,30,9.784,24,00:57:46.367
PFlock,8.0,10K,66,7.69,24,00:57:54.103
PFlock,9.0,10K,94,6.752,24,00:58:00.898
PFlock,10.0,10K,131,6.822,24,00:58:07.759
PFlock,5.0,20K,103,7.06,24,00:58:14.856
PFlock,6.0,20K,185,7.731,24,00:58:22.623
PFlock,7.0,20K,318,8.007,24,00:58:30.664
PFlock,8.0,20K,432,7.266,24,00:58:37.967
PFlock,9.0,20K,562,7.755,24,00:58:45.757
PFlock,10.0,20K,697,9.322,24,00:58:55.113
PFlock,5.0,30K,355,9.994,24,00:59:05.142
PFlock,6.0,30K,594,8.387,24,00:59:13.563
PFlock,7.0,30K,851,9.86,24,00:59:23.456
PFlock,8.0,30K,1130,8.675,24,00:59:32.165
PFlock,9.0,30K,1459,9.258,24,00:59:41.453
PFlock,10.0,30K,1833,9.048,24,00:59:50.532
PFlock,5.0,40K,710,11.812,24,01:00:02.376
PFlock,6.0,40K,1147,9.277,24,01:00:11.682
PFlock,7.0,40K,1613,9.629,24,01:00:21.340
PFlock,8.0,40K,2146,11.387,24,01:00:32.754
PFlock,9.0,40K,2716,11.788,24,01:00:44.570
PFlock,10.0,40K,3325,11.319,24,01:00:55.916
PFlock,5.0,50K,1239,13.047,24,01:01:08.992
PFlock,6.0,50K,1879,12.264,24,01:01:21.282
PFlock,7.0,50K,2661,11.521,24,01:01:32.830
PFlock,8.0,50K,3463,15.418,24,01:01:48.274
PFlock,9.0,50K,4328,11.212,24,01:01:59.515
PFlock,10.0,50K,5248,14.18,24,01:02:13.722
