2017-11-29 18:47:53,695 ->         B20K,  10.0,     7, 10,  39.62,   11226,     22452,          111,         12
2017-11-29 18:48:44,397 ->         B20K,  20.0,     7, 10,  43.06,   23819,     47638,         1524,         41
2017-11-29 18:49:37,433 ->         B20K,  30.0,     7, 10,  45.96,   36174,     72348,         3889,         70
2017-11-29 18:50:32,982 ->         B20K,  40.0,     7, 10,  48.43,   49403,     98806,         8256,        141
2017-11-29 18:51:31,124 ->         B20K,  50.0,     7, 10,  51.08,   62752,    125504,        13078,        215
2017-11-29 18:52:17,024 ->         B20K,  10.0,     7, 10,  38.86,   11226,     22452,          111,         12
2017-11-29 18:53:05,684 ->         B20K,  20.0,     7, 10,  41.59,   23819,     47638,         1524,         41
2017-11-29 18:53:58,427 ->         B20K,  30.0,     7, 10,  45.65,   36174,     72348,         3889,         70
2017-11-29 18:54:53,510 ->         B20K,  40.0,     7, 10,  47.92,   49403,     98806,         8256,        141
2017-11-29 18:55:50,430 ->         B20K,  50.0,     7, 10,  49.90,   62752,    125504,        13078,        215
2017-11-29 18:56:35,318 ->         B20K,  10.0,     7, 10,  37.88,   11226,     22452,          111,         12
2017-11-29 18:57:24,904 ->         B20K,  20.0,     7, 10,  42.60,   23819,     47638,         1524,         41
2017-11-29 18:58:17,836 ->         B20K,  30.0,     7, 10,  45.90,   36174,     72348,         3889,         70
2017-11-29 18:59:13,026 ->         B20K,  40.0,     7, 10,  48.02,   49403,     98806,         8256,        141
2017-11-29 19:00:10,519 ->         B20K,  50.0,     7, 10,  50.43,   62752,    125504,        13078,        215
2017-11-29 19:00:56,287 ->         B20K,  10.0,     7, 10,  38.77,   11226,     22452,          111,         12
2017-11-29 19:01:46,263 ->         B20K,  20.0,     7, 10,  42.83,   23819,     47638,         1524,         41
2017-11-29 19:02:38,948 ->         B20K,  30.0,     7, 10,  45.66,   36174,     72348,         3889,         70
2017-11-29 19:03:35,457 ->         B20K,  40.0,     7, 10,  49.46,   49403,     98806,         8256,        141
2017-11-29 19:04:33,294 ->         B20K,  50.0,     7, 10,  50.88,   62752,    125504,        13078,        215
2017-11-29 19:05:19,129 ->         B20K,  10.0,     7, 10,  38.81,   11226,     22452,          111,         12
2017-11-29 19:06:09,330 ->         B20K,  20.0,     7, 10,  43.11,   23819,     47638,         1524,         41
2017-11-29 19:07:01,006 ->         B20K,  30.0,     7, 10,  44.63,   36174,     72348,         3889,         70
2017-11-29 19:07:56,356 ->         B20K,  40.0,     7, 10,  47.98,   49403,     98806,         8256,        141
2017-11-29 19:08:54,156 ->         B20K,  50.0,     7, 10,  50.74,   62752,    125504,        13078,        215
2017-11-29 19:09:40,112 ->         B40K,  10.0,    14, 10,  32.96,   22452,     44904,          222,         23
2017-11-29 19:10:24,325 ->         B40K,  20.0,    14, 10,  36.28,   47638,     95276,         3048,         75
2017-11-29 19:11:10,994 ->         B40K,  30.0,    14, 10,  39.35,   72348,    144696,         7778,        131
2017-11-29 19:12:01,019 ->         B40K,  40.0,    14, 10,  43.02,   98806,    197612,        16512,        194
2017-11-29 19:12:53,382 ->         B40K,  50.0,    14, 10,  45.46,  125504,    251008,        26156,        307
2017-11-29 19:13:34,916 ->         B40K,  10.0,    14, 10,  34.35,   22452,     44904,          222,         23
2017-11-29 19:14:20,317 ->         B40K,  20.0,    14, 10,  38.39,   47638,     95276,         3048,         75
2017-11-29 19:15:06,340 ->         B40K,  30.0,    14, 10,  39.08,   72348,    144696,         7778,        131
2017-11-29 19:15:56,532 ->         B40K,  40.0,    14, 10,  43.19,   98806,    197612,        16512,        194
2017-11-29 19:16:48,313 ->         B40K,  50.0,    14, 10,  44.85,  125504,    251008,        26156,        307
2017-11-29 19:17:30,345 ->         B40K,  10.0,    14, 10,  34.96,   22452,     44904,          222,         23
2017-11-29 19:18:16,061 ->         B40K,  20.0,    14, 10,  38.54,   47638,     95276,         3048,         75
2017-11-29 19:19:04,251 ->         B40K,  30.0,    14, 10,  41.07,   72348,    144696,         7778,        131
2017-11-29 19:19:55,732 ->         B40K,  40.0,    14, 10,  44.58,   98806,    197612,        16512,        194
2017-11-29 19:20:47,609 ->         B40K,  50.0,    14, 10,  44.81,  125504,    251008,        26156,        307
2017-11-29 19:21:30,387 ->         B40K,  10.0,    14, 10,  35.54,   22452,     44904,          222,         23
2017-11-29 19:22:15,043 ->         B40K,  20.0,    14, 10,  37.63,   47638,     95276,         3048,         75
2017-11-29 19:23:00,762 ->         B40K,  30.0,    14, 10,  38.61,   72348,    144696,         7778,        131
2017-11-29 19:23:51,466 ->         B40K,  40.0,    14, 10,  43.58,   98806,    197612,        16512,        194
2017-11-29 19:24:43,597 ->         B40K,  50.0,    14, 10,  45.02,  125504,    251008,        26156,        307
2017-11-29 19:25:25,119 ->         B40K,  10.0,    14, 10,  34.33,   22452,     44904,          222,         23
2017-11-29 19:26:09,591 ->         B40K,  20.0,    14, 10,  37.47,   47638,     95276,         3048,         75
2017-11-29 19:26:56,543 ->         B40K,  30.0,    14, 10,  39.89,   72348,    144696,         7778,        131
2017-11-29 19:27:46,631 ->         B40K,  40.0,    14, 10,  43.00,   98806,    197612,        16512,        194
2017-11-29 19:28:38,554 ->         B40K,  50.0,    14, 10,  44.88,  125504,    251008,        26156,        307
2017-11-29 19:29:32,036 ->         B60K,  10.0,    21, 10,  39.62,   33678,     67356,          333,         41
2017-11-29 19:30:21,906 ->         B60K,  20.0,    21, 10,  41.98,   71457,    142914,         4572,        109
2017-11-29 19:31:15,476 ->         B60K,  30.0,    21, 10,  45.62,  108522,    217044,        11667,        202
2017-11-29 19:32:14,593 ->         B60K,  40.0,    21, 10,  51.26,  148209,    296418,        24768,        457
2017-11-29 19:33:13,748 ->         B60K,  50.0,    21, 10,  50.48,  188256,    376512,        39234,        569
2017-11-29 19:34:01,662 ->         B60K,  10.0,    21, 10,  40.03,   33678,     67356,          333,         41
2017-11-29 19:34:51,217 ->         B60K,  20.0,    21, 10,  41.91,   71457,    142914,         4572,        109
2017-11-29 19:35:43,687 ->         B60K,  30.0,    21, 10,  44.64,  108522,    217044,        11667,        202
2017-11-29 19:36:39,474 ->         B60K,  40.0,    21, 10,  47.81,  148209,    296418,        24768,        457
2017-11-29 19:37:38,809 ->         B60K,  50.0,    21, 10,  51.44,  188256,    376512,        39234,        569
2017-11-29 19:38:26,536 ->         B60K,  10.0,    21, 10,  39.93,   33678,     67356,          333,         41
2017-11-29 19:39:18,195 ->         B60K,  20.0,    21, 10,  43.10,   71457,    142914,         4572,        109
2017-11-29 19:40:13,714 ->         B60K,  30.0,    21, 10,  46.82,  108522,    217044,        11667,        202
2017-11-29 19:41:10,347 ->         B60K,  40.0,    21, 10,  47.97,  148209,    296418,        24768,        457
2017-11-29 19:42:10,613 ->         B60K,  50.0,    21, 10,  51.72,  188256,    376512,        39234,        569
2017-11-29 19:42:58,641 ->         B60K,  10.0,    21, 10,  40.27,   33678,     67356,          333,         41
2017-11-29 19:43:50,509 ->         B60K,  20.0,    21, 10,  44.15,   71457,    142914,         4572,        109
2017-11-29 19:44:45,688 ->         B60K,  30.0,    21, 10,  47.26,  108522,    217044,        11667,        202
2017-11-29 19:45:41,359 ->         B60K,  40.0,    21, 10,  48.03,  148209,    296418,        24768,        457
2017-11-29 19:46:40,923 ->         B60K,  50.0,    21, 10,  51.98,  188256,    376512,        39234,        569
2017-11-29 19:47:27,657 ->         B60K,  10.0,    21, 10,  39.12,   33678,     67356,          333,         41
2017-11-29 19:48:17,749 ->         B60K,  20.0,    21, 10,  42.36,   71457,    142914,         4572,        109
2017-11-29 19:49:10,554 ->         B60K,  30.0,    21, 10,  44.29,  108522,    217044,        11667,        202
2017-11-29 19:50:08,303 ->         B60K,  40.0,    21, 10,  49.16,  148209,    296418,        24768,        457
2017-11-29 19:51:08,086 ->         B60K,  50.0,    21, 10,  51.34,  188256,    376512,        39234,        569
2017-11-29 19:52:03,861 ->         B80K,  10.0,    28, 10,  41.32,   44904,     89808,          444,         45
2017-11-29 19:52:56,877 ->         B80K,  20.0,    28, 10,  45.38,   95276,    190552,         6096,        149
2017-11-29 19:53:52,616 ->         B80K,  30.0,    28, 10,  47.87,  144696,    289392,        15556,        302
2017-11-29 19:54:51,539 ->         B80K,  40.0,    28, 10,  50.52,  197612,    395224,        33024,        649
2017-11-29 19:55:57,385 ->         B80K,  50.0,    28, 10,  58.00,  251008,    502016,        52312,        906
2017-11-29 19:56:45,852 ->         B80K,  10.0,    28, 10,  40.86,   44904,     89808,          444,         45
2017-11-29 19:57:37,155 ->         B80K,  20.0,    28, 10,  43.59,   95276,    190552,         6096,        149
2017-11-29 19:58:33,558 ->         B80K,  30.0,    28, 10,  48.70,  144696,    289392,        15556,        302
2017-11-29 19:59:30,981 ->         B80K,  40.0,    28, 10,  49.82,  197612,    395224,        33024,        649
2017-11-29 20:00:36,252 ->         B80K,  50.0,    28, 10,  57.65,  251008,    502016,        52312,        906
2017-11-29 20:01:25,857 ->         B80K,  10.0,    28, 10,  41.85,   44904,     89808,          444,         45
2017-11-29 20:02:20,355 ->         B80K,  20.0,    28, 10,  46.62,   95276,    190552,         6096,        149
2017-11-29 20:03:15,593 ->         B80K,  30.0,    28, 10,  47.50,  144696,    289392,        15556,        302
2017-11-29 20:04:18,869 ->         B80K,  40.0,    28, 10,  55.58,  197612,    395224,        33024,        649
2017-11-29 20:05:22,000 ->         B80K,  50.0,    28, 10,  55.40,  251008,    502016,        52312,        906
2017-11-29 20:06:11,308 ->         B80K,  10.0,    28, 10,  41.46,   44904,     89808,          444,         45
2017-11-29 20:07:05,853 ->         B80K,  20.0,    28, 10,  46.19,   95276,    190552,         6096,        149
2017-11-29 20:08:01,960 ->         B80K,  30.0,    28, 10,  48.42,  144696,    289392,        15556,        302
2017-11-29 20:09:04,443 ->         B80K,  40.0,    28, 10,  54.83,  197612,    395224,        33024,        649
2017-11-29 20:10:10,084 ->         B80K,  50.0,    28, 10,  57.20,  251008,    502016,        52312,        906
2017-11-29 20:10:58,859 ->         B80K,  10.0,    28, 10,  40.84,   44904,     89808,          444,         45
2017-11-29 20:11:51,339 ->         B80K,  20.0,    28, 10,  43.90,   95276,    190552,         6096,        149
2017-11-29 20:12:47,437 ->         B80K,  30.0,    28, 10,  48.38,  144696,    289392,        15556,        302
2017-11-29 20:13:45,520 ->         B80K,  40.0,    28, 10,  50.28,  197612,    395224,        33024,        649
2017-11-29 20:14:48,076 ->         B80K,  50.0,    28, 10,  54.71,  251008,    502016,        52312,        906
