PBFE,10,10K,3268,10.804,1,1.07821177341725,11.649,0.0566456867826731,0.612
PBFE,20,10K,10840,8.245,1,1.4,11.543,0.0893875075803517,0.737
PBFE,30,10K,20932,8.499,1,1.45534768796329,12.369,0.108365690081186,0.921
PBFE,40,10K,31782,8.208,1,1.38718323586745,11.386,0.128654970760234,1.056
PBFE,50,10K,43322,9.571,1,1.17918712778184,11.286,0.122766691045868,1.175
PBFE,60,10K,55062,8.228,1,1.29873602333495,10.686,0.157510938259601,1.296
PBFE,70,10K,66414,7.861,1,1.54509604376034,12.146,0.180384175041343,1.418
PBFE,80,10K,78006,9.693,1,1.21077065923863,11.736,0.154544516661508,1.498
PBFE,90,10K,90216,8.159,1,1.54381664419659,12.596,0.203211177840422,1.658
PBFE,100,10K,103014,7.945,1,1.46117054751416,11.609,0.234738829452486,1.865
PBFE,110,10K,116104,9.314,1,1.2102211724286,11.272,0.209469615632381,1.951
PBFE,120,10K,129568,9.166,1,1.31518655902247,12.055,0.222343443159502,2.038
PBFE,130,10K,143708,9.043,1,1.35552360942165,12.258,0.23620479929227,2.136
PBFE,140,10K,158364,8.417,1,1.52952358322443,12.874,0.275751455387905,2.321
PBFE,150,10K,173598,8.422,1,1.62016148183329,13.645,0.288173830444075,2.427
PBFE,160,10K,190078,8.379,1,1.42558777897124,11.945,0.306957870867645,2.572
PBFE,170,10K,206772,8.125,1,1.47187692307692,11.959,0.330584615384615,2.686
PBFE,180,10K,223578,8.915,1,1.53763320246775,13.708,0.329220415030847,2.935
PBFE,190,10K,241124,9.088,1,1.32075264084507,12.003,0.331426056338028,3.012
PBFE,200,10K,258756,8.348,1,1.60206037374221,13.374,0.375778629611883,3.137
PBFE,10,20K,11006,8.968,1,1.70506244424621,15.291,0.130240856378234,1.168
PBFE,20,20K,36910,8.708,1,1.76067983463482,15.332,0.18994028479559,1.654
PBFE,30,20K,70662,9.594,1,1.58567854909318,15.213,0.2149259954138,2.062
PBFE,40,20K,108002,9.633,1,1.75864216754905,16.941,0.254645489463303,2.453
PBFE,50,20K,147366,9.13,1,1.87962760131435,17.161,0.317196056955093,2.896
PBFE,60,20K,187790,9.581,1,1.88644191629266,18.074,0.34182235674773,3.275
PBFE,70,20K,228146,8.08,1,2.2039603960396,17.808,0.446039603960396,3.604
PBFE,80,20K,269452,10.244,1,1.70421710269426,17.458,0.395939086294416,4.056
PBFE,90,20K,312766,10.223,1,1.63660373667221,16.731,0.423848185464149,4.333
PBFE,100,20K,357672,9.677,1,1.68399297302883,16.296,0.496641521132582,4.806
PBFE,110,20K,403832,10.026,1,1.63355276281668,16.378,0.512168362258129,5.135
PBFE,120,20K,450790,8.948,1,2.0359856951274,18.218,0.621479660259276,5.561
PBFE,130,20K,500526,8.775,1,2.17173789173789,19.057,0.697549857549858,6.121
PBFE,140,20K,552160,8.781,1,2.16399043389136,19.002,0.740120715180503,6.499
PBFE,150,20K,604996,10.302,1,1.83420695010678,18.896,0.670646476412347,6.909
PBFE,160,20K,661268,9.331,1,1.86507341120995,17.403,0.803343693066124,7.496
PBFE,170,20K,718862,9.031,1,2.20241390765142,19.89,0.895581884619643,8.088
PBFE,180,20K,777042,9.211,1,2.20616654000651,20.321,0.927369449571165,8.542
PBFE,190,20K,837202,9.928,1,2.00574133763094,19.913,0.933118452860596,9.264
PBFE,200,20K,898572,9.766,1,2.159123489658,21.086,0.991501126356748,9.683
PBFE,10,30K,25438,9.262,1,1.78427985316346,16.526,0.223925717987476,2.074
PBFE,20,30K,86522,8.903,1,1.83331461305178,16.322,0.334157025721667,2.975
PBFE,30,30K,165444,9.027,1,1.75484657139692,15.841,0.42483660130719,3.835
PBFE,40,30K,253196,9.295,1,1.84120494889726,17.114,0.503711672942442,4.682
PBFE,50,30K,344708,8.659,1,2.06894560572814,17.915,0.639334796165839,5.536
PBFE,60,30K,438408,9.99,1,1.7031031031031,17.014,0.626926926926927,6.263
PBFE,70,30K,532762,8.905,1,1.93935991016283,17.27,0.817069062324537,7.276
PBFE,80,30K,629702,9.78,1,1.82648261758691,17.863,0.847852760736196,8.292
PBFE,90,30K,731026,9.49,1,1.87481559536354,17.792,0.980821917808219,9.308
PBFE,100,30K,835972,9.498,1,1.85154769425142,17.586,1.07738471257107,10.233
PBFE,110,30K,944102,9.843,1,1.79183175861018,17.637,1.11805343899218,11.005
PBFE,120,30K,1054678,10.595,1,1.82340726757905,19.319,1.16224634261444,12.314
PBFE,130,30K,1169874,10.473,1,1.74906903466056,18.318,1.27470638785448,13.35
PBFE,140,30K,1290148,10.028,1,1.86378141204627,18.69,1.42052253689669,14.245
PBFE,150,30K,1414444,9.997,1,1.92297689306792,19.224,1.59857957387216,15.981
PBFE,160,30K,1544914,9.478,1,2.03471196454948,19.285,1.79795315467398,17.041
PBFE,170,30K,1678360,9.44,1,1.97828389830508,18.675,1.87139830508475,17.666
PBFE,180,30K,1814508,10.057,1,1.97394849358656,19.852,1.92055284876206,19.315
PBFE,190,30K,1954524,10.368,1,1.92505787037037,19.959,2.05594135802469,21.316
PBFE,200,30K,2098182,9.776,1,2.00347790507365,19.586,2.41315466448445,23.591
PBFE,10,40K,45526,9.441,1,2.06334074780214,19.48,0.320728736362673,3.028
PBFE,20,40K,153766,9.944,1,1.98712791633146,19.76,0.445293644408689,4.428
PBFE,30,40K,294528,10.679,1,1.91787620563723,20.481,0.536098885663452,5.725
PBFE,40,40K,450474,10.127,1,1.94361607583687,19.683,0.716994173990323,7.261
PBFE,50,40K,613174,9.519,1,2.14770459081836,20.444,0.915432293308121,8.714
PBFE,60,40K,779250,9.248,1,2.30493079584775,21.316,1.11115916955017,10.276
PBFE,70,40K,946810,10.18,1,1.99420432220039,20.301,1.16777996070727,11.888
PBFE,80,40K,1118342,10.606,1,2.05779747312842,21.825,1.26089006222893,13.373
PBFE,90,40K,1296248,9.698,1,2.26984945349557,22.013,1.58393483192411,15.361
PBFE,100,40K,1480116,11.364,1,2.00756775783175,22.814,1.56124604012672,17.742
PBFE,110,40K,1669788,10.332,1,2.19531552458382,22.682,2.01974448315912,20.868
PBFE,120,40K,1864230,11.103,1,2.09024587949203,23.208,2.02765018463478,22.513
PBFE,130,40K,2066934,9.49,1,2.48851422550053,23.616,2.62623814541623,24.923
PBFE,140,40K,2278258,9.938,1,2.24069229221171,22.268,2.91990340108674,29.018
PBFE,150,40K,2498138,10.926,1,2.06004027091342,22.508,2.86490939044481,31.302
PBFE,160,40K,2727688,9.354,1,2.63096001710498,24.61,3.45969638657259,32.362
