PFlock,10.0,10K,16,15.247,1193.0,0.398,0.602,20:04:57.157
PFlock,12.0,10K,16,8.519,1945.0,0.43,0.57,20:05:05.751
PFlock,14.0,10K,16,7.621,2890.0,0.509,0.491,20:05:13.395
PFlock,16.0,10K,16,7.657,3953.0,0.495,0.505,20:05:21.074
PFlock,18.0,10K,16,9.617,5241.0,0.501,0.499,20:05:30.709
PFlock,20.0,10K,16,8.111,6600.0,0.482,0.518,20:05:38.836
PFlock,10.0,20K,16,10.819,5508.0,0.546,0.454,20:05:49.686
PFlock,12.0,20K,16,9.976,8633.0,0.542,0.458,20:05:59.680
PFlock,14.0,20K,16,10.746,12401.0,0.559,0.441,20:06:10.442
PFlock,16.0,20K,16,10.383,16732.0,0.565,0.435,20:06:20.843
PFlock,18.0,20K,16,13.276,21482.0,0.553,0.447,20:06:34.134
PFlock,20.0,20K,16,11.03,26673.0,0.54,0.46,20:06:45.182
