"-362750.0","4437800.0","82"
"-353750.0","4431800.0","75"
"-378750.0","4393800.0","3"
"-360750.0","4478800.0","11"
"-344750.0","4480800.0","2"
"-340750.0","4515800.0","14"
"-354750.0","4519800.0","267"
"-353750.0","4525800.0","13"
"-371750.0","4525800.0","9"
"-358750.0","4526800.0","5"
"-339750.0","4371800.0","218"
"-335750.0","4457800.0","9"
"-339750.0","4450800.0","15"
"-336750.0","4463800.0","1962"
"-338750.0","4469800.0","213"
"-333750.0","4467800.0","15"
"-333750.0","4377800.0","29"
"-330750.0","4422800.0","10"
"-327750.0","4521800.0","17"
"-315750.0","4449800.0","984"
"-317750.0","4456800.0","44"
"-303750.0","4432800.0","299"
"-304750.0","4425800.0","7"
"-303750.0","4449800.0","48"
"-297750.0","4457800.0","39"
"-311750.0","4471800.0","154"
"-294750.0","4467800.0","52"
"-305750.0","4500800.0","185"
"-294750.0","4511800.0","475"
"-301750.0","4511800.0","42"
"-277750.0","4512800.0","553"
"-284750.0","4571800.0","74"
"-223750.0","4463800.0","130"
"-223750.0","4476800.0","51"
"-268750.0","4531800.0","24"
"-240750.0","4535800.0","3"
"-260750.0","4510800.0","4"
"-237750.0","4541800.0","37"
"-371750.0","4409800.0","32"
"-345750.0","4463800.0","244"
"-351750.0","4480800.0","21"
"-352750.0","4484800.0","6"
"-421750.0","4547800.0","2"
"-410750.0","4538800.0","3"
"-357750.0","4533800.0","5"
"-336750.0","4494800.0","213"
"-332750.0","4480800.0","160"
"-327750.0","4492800.0","15"
"-326750.0","4445800.0","166"
"-322750.0","4535800.0","20"
"-317750.0","4449800.0","34"
"-316750.0","4449800.0","64"
"-316750.0","4428800.0","7"
"-315750.0","4456800.0","2023"
"-315750.0","4467800.0","2296"
"-316750.0","4473800.0","1794"
"-293750.0","4411800.0","4"
"-299750.0","4427800.0","1"
"-279750.0","4399800.0","3"
"-312750.0","4443800.0","62"
"-290750.0","4454800.0","30"
"-309750.0","4467800.0","27"
"-302750.0","4476800.0","43"
"-305750.0","4484800.0","35"
"-283750.0","4497800.0","73"
"-297750.0","4500800.0","20"
"-309750.0","4494800.0","1"
"-313750.0","4499800.0","1"
"-279750.0","4537800.0","282"
"-285750.0","4540800.0","26"
"-250750.0","4390800.0","3"
"-256750.0","4396800.0","3"
"-245750.0","4489800.0","60"
"-245750.0","4536800.0","19"
"-223750.0","4524800.0","51"
"-267750.0","4512800.0","4"
"-231750.0","4553800.0","29"
"-239750.0","4545800.0","95"
"-354750.0","4432800.0","62"
"-369750.0","4412800.0","7"
"-349750.0","4474800.0","260"
"-353750.0","4486800.0","7"
"-342750.0","4489800.0","55"
"-402750.0","4534800.0","21"
"-339750.0","4453800.0","7"
"-334750.0","4517800.0","14"
"-337750.0","4511800.0","13"
"-331750.0","4491800.0","644"
"-330750.0","4446800.0","314"
"-331750.0","4420800.0","3"
"-329750.0","4498800.0","55"
"-322750.0","4442800.0","83"
"-318750.0","4462800.0","640"
"-318750.0","4479800.0","6596"
"-317750.0","4453800.0","54"
"-318750.0","4497800.0","11"
"-318750.0","4527800.0","129"
"-296750.0","4403800.0","2"
"-285750.0","4431800.0","1"
"-297750.0","4450800.0","114"
"-312750.0","4447800.0","10"
"-294750.0","4455800.0","48"
"-290750.0","4484800.0","163"
"-308750.0","4497800.0","1227"
"-294750.0","4494800.0","74"
"-306750.0","4492800.0","16"
"-301750.0","4492800.0","1"
"-279750.0","4509800.0","626"
"-290750.0","4555800.0","14"
"-288750.0","4540800.0","25"
"-284750.0","4540800.0","52"
"-233750.0","4462800.0","2"
"-245750.0","4531800.0","180"
"-252750.0","4523800.0","1"
"-423750.0","4477800.0","300"
"-423750.0","4505800.0","108"
"-362750.0","4371800.0","32"
"-365750.0","4480800.0","6"
"-345750.0","4480800.0","54"
"-341750.0","4484800.0","14"
"-359750.0","4524800.0","10"
"-334750.0","4465800.0","110"
"-337750.0","4478800.0","81"
"-331750.0","4456800.0","171"
"-329750.0","4455800.0","4007"
"-330750.0","4481800.0","35"
"-327750.0","4441800.0","88"
"-327750.0","4394800.0","1"
"-317750.0","4436800.0","42"
"-317750.0","4411800.0","1"
"-316750.0","4459800.0","2570"
"-317750.0","4462800.0","1046"
"-316750.0","4490800.0","2"
"-291750.0","4429800.0","2"
"-284750.0","4407800.0","2"
"-302750.0","4447800.0","41"
"-300750.0","4459800.0","206"
"-306750.0","4459800.0","3"
"-274750.0","4460800.0","50"
"-306750.0","4469800.0","165"
"-312750.0","4478800.0","13"
"-294750.0","4489800.0","10"
"-295750.0","4506800.0","613"
"-301750.0","4506800.0","91"
"-237750.0","4434800.0","35"
"-264750.0","4443800.0","89"
"-242750.0","4485800.0","2"
"-258750.0","4510800.0","4"
"-423750.0","4420800.0","77"
"-423750.0","4474800.0","392"
"-342750.0","4458800.0","8"
"-392750.0","4462800.0","839"
"-360750.0","4473800.0","79"
"-345750.0","4479800.0","54"
"-345750.0","4509800.0","293"
"-350750.0","4529800.0","589"
"-407750.0","4535800.0","9"
"-349750.0","4530800.0","113"
"-343750.0","4522800.0","11"
"-418750.0","4522800.0","1"
"-415750.0","4532800.0","6"
"-412750.0","4534800.0","6"
"-334750.0","4451800.0","693"
"-338750.0","4456800.0","800"
"-338750.0","4439800.0","72"
"-328750.0","4493800.0","96"
"-328750.0","4387800.0","1"
"-327750.0","4439800.0","67"
"-326750.0","4458800.0","917"
"-323750.0","4430800.0","128"
"-319750.0","4536800.0","18"
"-313750.0","4458800.0","1093"
"-290750.0","4439800.0","59"
"-281750.0","4405800.0","3"
"-285750.0","4377800.0","7"
"-299750.0","4448800.0","144"
"-293750.0","4463800.0","15"
"-278750.0","4472800.0","1"
"-300750.0","4493800.0","2"
"-292750.0","4523800.0","176"
"-223750.0","4421800.0","275"
"-254750.0","4394800.0","2"
"-263750.0","4477800.0","83"
"-260750.0","4466800.0","81"
"-262750.0","4518800.0","276"
"-240750.0","4487800.0","295"
"-258750.0","4532800.0","82"
"-223750.0","4512800.0","44"
"-248750.0","4530800.0","4"
"-240750.0","4540800.0","1"
"-370750.0","4409800.0","2"
"-350750.0","4479800.0","156"
"-385750.0","4480800.0","1227"
"-421750.0","4554800.0","5"
"-336750.0","4402800.0","9"
"-332750.0","4513800.0","15"
"-328750.0","4439800.0","17"
"-329750.0","4425800.0","1"
"-328750.0","4454800.0","6"
"-328750.0","4523800.0","2"
"-319750.0","4454800.0","1833"
"-320750.0","4478800.0","5"
"-321750.0","4496800.0","23"
"-317750.0","4496800.0","79"
"-315750.0","4485800.0","3"
"-285750.0","4404800.0","26"
"-276750.0","4398800.0","16"
"-287750.0","4431800.0","2"
"-307750.0","4451800.0","1"
"-302750.0","4455800.0","462"
"-282750.0","4471800.0","1"
"-272750.0","4475800.0","561"
"-277750.0","4495800.0","51"
"-261750.0","4443800.0","92"
"-251750.0","4483800.0","149"
"-252750.0","4534800.0","68"
"-247750.0","4544800.0","199"
"-423750.0","4461800.0","799"
"-359750.0","4427800.0","29"
"-342750.0","4451800.0","451"
"-347750.0","4474800.0","353"
"-383750.0","4466800.0","1"
"-398750.0","4495800.0","1"
"-347750.0","4514800.0","334"
"-348750.0","4529800.0","62"
"-416750.0","4544800.0","10"
"-333750.0","4451800.0","1"
"-333750.0","4471800.0","860"
