id,lon,lat
232,-315333.50694,4449567.42439
3270,-319316.510788,4469406.75406
9448,-314473.384866,4477009.6316
7099,-319587.36799400003,4472522.7119
10456,-316744.416938,4493495.45108
5767,-328540.749173,4472614.16598
6136,-316330.87827399996,4471570.3356800005
6209,-326880.801906,4472816.262569999
1414,-323805.59989099996,4463808.60741
3937,-328570.507389,4471269.97505
3069,-318438.039344,4468744.13892
6881,-322676.053433,4472738.94934
9137,-317063.463098,4475808.31486
8254,-326695.05758,4474722.98501
4344,-328031.017535,4471638.91135
7486,-326489.475224,4473701.90371
7788,-318986.44177800004,4473243.0732
4998,-326488.762104,4471885.58493
5689,-326760.978606,4472367.445590001
10266,-327443.94118,4484729.66756
4791,-326816.912033,4471874.79766
9028,-328326.843306,4476463.4918
9487,-304560.104183,4476153.63353
3786,-322057.30038699997,4470490.04462
7637,-318895.07097600005,4472979.5599
192,-331960.44325300003,4449202.8626
1165,-331210.73906999995,4463629.35068
7390,-326547.488352,4473619.15812
582,-321891.479254,4458820.24933
9511,-328037.022396,4478834.29955
3008,-336771.575542,4470598.687
7639,-326783.261171,4473840.4145
9872,-305648.804864,4479661.770769999
1523,-315465.722156,4463037.88536
3608,-319290.156637,4470106.1347900005
3816,-321763.259656,4470471.01718
9534,-336250.31161,4479966.0092
1526,-315654.851011,4463065.12427
7870,-320405.680876,4473518.49489
4497,-326385.30197,4471647.896369999
7806,-326373.088463,4474073.26173
1799,-321426.573769,4464892.68672
218,-328247.987662,4450434.981480001
8395,-311266.958429,4473263.51342
7139,-337974.72304899996,4474564.03382
2398,-324076.329105,4467314.28914
9713,-319763.625824,4479836.88245
6536,-324682.122929,4472791.12794
5310,-326980.60017,4472055.44236
6889,-322530.83032199997,4472727.24344
7231,-328325.423477,4473622.191269999
2435,-339236.012623,4469080.5113
6790,-324263.80552600004,4472848.38853
602,-332854.594326,4460079.3063900005
9288,-319862.385211,4476854.81994
7948,-329751.416131,4474640.10138
4555,-317468.276658,4470703.8622
8530,-326878.351202,4475247.14597
3874,-320114.64984800003,4470316.26452
8107,-325805.165833,4474502.64579
6618,-325708.25474400003,4472929.00635
4608,-328329.760758,4471924.22339
5668,-328908.660755,4472582.26558
4078,-328410.573806,4471373.91074
9854,-324771.05822199996,4481552.451830001
4701,-326999.096493,4471865.41472
2477,-322029.17535100004,4467328.10882
811,-333120.880178,4461095.07929
849,-318590.55443099997,4459746.85069
6562,-325982.44996999996,4472938.53579
6491,-324714.57355,4472776.42632
4952,-326650.117506,4471895.924319999
1187,-326882.41935700004,4463251.97311
3052,-319039.833354,4468757.300480001
1035,-329962.927585,4462777.229590001
9663,-328313.310284,4480586.4673
4132,-319150.51333600003,4470415.08515
3371,-326096.716721,4470391.84604
6953,-311702.27862399997,4471591.54994
10176,-325877.55585,4483244.5609
4975,-324738.372748,4471690.65678
6347,-326898.54181100003,4472950.96471
129,-330010.367876,4441066.13497
6022,-325186.87564,4472444.17758
7580,-325327.43337600003,4473631.17431
1359,-317230.556658,4462998.120709999
8626,-322076.170064,4474891.2649
6439,-324712.346379,4472755.57121
7385,-323034.152842,4473232.04258
4680,-328842.878279,4472053.85674
6752,-324804.528406,4472890.43946
10133,-326575.931578,4483157.526459999
9940,-351803.671879,4485318.61661
10402,-258224.01100100004,4483716.5738699995
4268,-319189.118452,4470600.01091
6014,-326838.66422800004,4472619.481869999
9379,-318278.230443,4477146.89867
2013,-340876.719266,4467941.05439
3535,-329344.828653,4471156.9606
2353,-318994.049948,4466626.638780001
3512,-315947.387017,4469674.403
5476,-326699.207514,4472173.1362
1711,-314717.936224,4463718.04205
1133,-328860.997028,4463209.6567400005
2649,-325408.225802,4468385.94718
8000,-331432.039175,4474910.48928
2333,-322506.752718,4466956.694730001
6043,-326842.9173,4472642.36321
9403,-321009.226254,4477556.50418
8499,-315833.763457,4473975.40165
3430,-325435.77604699996,4470497.11998
4376,-333074.25984099996,4472226.930819999
5706,-319153.137724,4471557.24038
6640,-328739.44720500003,4473272.4336
7864,-328187.387865,4474358.33188
3113,-329293.191444,4470066.20869
8095,-326744.916897,4474569.17266
5935,-328374.510833,4472732.6036
8477,-321206.48624299996,4474504.4095
1171,-316987.774666,4462118.43471
2186,-321092.963107,4466359.26119
5375,-326194.745669,4472036.71244
5429,-319131.878884,4471305.952190001
1412,-325098.914004,4463948.895719999
7682,-316752.674052,4472812.08262
449,-329652.354544,4458540.548830001
330,-327835.13433800003,4454750.98831
1907,-326664.221323,4465974.65547
8143,-326635.516171,4474638.62614
3372,-316288.173552,4469345.00249
4106,-329262.506888,4471497.81238
139,-357800.748351,4444681.45561
7885,-318956.6038,4473385.5544300005
7975,-329756.171286,4474690.14676
477,-320806.884033,4457799.3496
7524,-325929.949207,4473667.7539
7627,-322182.453223,4473327.49709
10226,-338303.623721,4485129.74496
5746,-328069.277882,4472551.36621
4481,-326593.535907,4471650.4094
1378,-326169.442411,4464029.8275
9912,-305606.79163600004,4479972.76035
10095,-325695.493562,4482898.09636
2849,-317519.693736,4468050.21444
7306,-324488.272323,4473317.34706
8596,-326873.316139,4475358.67357
9030,-325245.956358,4476147.71499
3398,-319294.37945500005,4469742.74839
2098,-325899.163996,4466504.68686
8940,-330500.772213,4476364.6640099995
176,-314835.316929,4445218.33085
4267,-315521.226154,4470203.003409999
9271,-324837.894547,4477281.05055
8411,-326810.821919,4474982.01859
1812,-328863.621035,4465790.729719999
3876,-320649.647237,4470375.64372
169,-344790.718355,4447644.267659999
10698,-300624.892487,4512750.2899
9879,-319094.755274,4481218.54905
3146,-318490.51545,4468963.7740400005
1553,-334738.722731,4465196.03703
1617,-315399.530783,4463251.54934
9004,-328308.014436,4476415.688130001
4872,-327825.687785,4472009.30594
4240,-330541.22240100004,4471797.531169999
7143,-325105.123215,4473147.8359900005
277,-310608.448553,4451201.17407
7460,-326977.795147,4473737.37116
2484,-324447.987666,4467611.92893
6880,-322060.147894,4472671.85374
5056,-326816.544067,4471931.19025
3206,-329948.436391,4470388.19035
8030,-323419.476259,4474085.938130001
3100,-319922.88603600004,4469012.98332
6817,-323175.18042,4472745.104280001
4712,-325863.922903,4471744.05062
2241,-319784.424458,4466334.22985
5275,-326947.165769,4472015.17258
10164,-326074.543089,4483229.0119199995
10737,-319837.297379,4519077.75801
6316,-313091.917628,4471429.94675
4987,-323911.89961900003,4471602.87892
10206,-325824.130908,4483504.72736
9580,-327867.333452,4479399.78391
5925,-326739.30197800003,4472548.00031
2719,-320949.676175,4468112.96142
4683,-326433.605775,4471792.51629
1161,-322669.217261,4462671.70455
3185,-319935.91308699996,4469237.6731900005
1801,-315300.00937399996,4464261.70034
10597,-335542.907925,4509566.88659
3129,-326200.94625599997,4469762.78912
3370,-317514.115959,4469456.58523
5890,-325745.508684,4472414.80545
10514,-335047.944974,4500781.6432300005
3818,-325551.872227,4470885.32989
5150,-326434.093188,4471903.440169999
8670,-327153.229895,4475542.44448
1037,-340981.263452,4464024.07975
3620,-326588.296575,4470906.72499
2090,-315112.64818099997,4465312.94168
7535,-326608.039864,4473745.564069999
8719,-327274.186953,4475632.98339
3665,-325740.4017,4470829.89359
10271,-344641.217245,4486669.05961
399,-331421.429698,4457256.313999999
6504,-327521.630652,4473088.67385
4153,-328745.499993,4471478.015240001
1112,-328107.49131199997,4463103.906219999
3660,-323116.223032,4470540.77794
2450,-319539.532917,4466970.96376
4948,-327759.936674,4472016.17896
8660,-327133.102354,4475505.12628
6651,-326088.826189,4472986.5914900005
3785,-325849.108185,4470903.06411
10483,-310698.15246300003,4494857.5470900005
2214,-337567.392358,4468248.90157
1911,-324206.327006,4465712.81825
150,-329111.815173,4443324.472159999
2891,-328137.226954,4469298.4973
9120,-315044.43768000003,4475446.23905
10805,-285167.640731,4537173.59059
1531,-315423.097832,4463049.62082
8381,-326912.935043,4474919.76717
8029,-319920.800006,4473703.2966
3442,-328495.520067,4470875.19219
5921,-316419.57485,4471421.574519999
6556,-324693.47599099996,4472795.85975
9490,-314239.708357,4477199.86146
8687,-337704.03111700004,4476749.75096
289,-343971.636895,4455064.96648
3666,-324322.597508,4470675.50359
7492,-326756.47094,4473735.15627
8782,-322989.149842,4475234.342540001
29,-385876.05421599996,4408417.53256
4624,-323864.14426599996,4471455.46394
9875,-268526.164114,4475811.58366
10627,-291880.036852,4507745.30233
1928,-316641.931797,4464936.23504
3599,-320046.41305,4470179.915
3720,-325144.369315,4470788.545
7458,-326387.478418,4473672.03689
7227,-329714.523706,4473769.88909
10021,-318233.28598000004,4481823.75137
7337,-328308.782529,4473774.84955
9932,-323567.158185,4482147.70509
10174,-325725.055065,4483222.75527
8641,-330442.65631500003,4475835.53575
126,-329996.13862399996,4440971.66301
3254,-320801.055415,4469514.65419
5158,-327887.48008,4472063.5785300005
6825,-323641.463461,4472804.4090599995
28,-375405.620048,4404978.21879
7643,-328617.47764299996,4474045.33034
7409,-328091.63406799996,4473804.97896
4981,-326675.438784,4471903.68985
10538,-340690.73869800003,4504258.33859
7447,-327562.54685100005,4473793.4686199995
2496,-320699.308789,4467230.663480001
2805,-316323.683709,4467766.15651
4308,-319230.31698299997,4470643.55457
7416,-328341.168725,4473837.94938
10036,-376626.322148,4488469.94126
7654,-326838.241813,4473863.67199
2806,-329356.779409,4469192.76859
6522,-327154.718962,4473054.99525
2668,-313940.84329499997,4467229.48055
1724,-302191.06213800004,4462445.1351
4015,-318707.17599200003,4470245.40971
3848,-328202.915678,4471190.43085
5307,-326940.778784,4472048.64845
8583,-323838.633038,4474999.95645
10348,-303483.000294,4485329.965419999
5580,-326498.060819,4472252.71803
4050,-319874.737757,4470411.09241
9192,-321549.717217,4476545.10215
9728,-319542.590041,4479840.08225
5824,-326962.638039,4472497.89011
1301,-317646.728396,4462749.0489300005
7677,-328967.100352,4474139.867219999
1183,-322984.277081,4462819.34296
6102,-326916.81288499996,4472685.2624699995
9719,-319772.152194,4479848.39654
9840,-319117.390618,4480700.600769999
8226,-337277.804863,4475867.23875
7185,-328817.322791,4473609.8853
3173,-313035.598896,4468456.0994
6246,-317019.14429699996,4471796.63769
3981,-328616.65593,4471303.58219
1918,-319086.47524,4465170.72557
10712,-358871.162464,4520717.56278
6785,-324078.787327,4472827.35615
9186,-321768.080981,4476547.837069999
2483,-326549.068306,4467840.06252
845,-322457.72867,4460150.833269999
4259,-313594.49312600004,4469984.501619999
10586,-302804.441679,4504706.53048
3723,-329349.05071,4471251.2164
5756,-328170.03629699996,4472570.302619999
9363,-325071.15399099997,4477807.85633
4907,-326860.223345,4471910.85385
6019,-326553.86097,4472590.51253
3448,-328101.78515300003,4470854.55046
2633,-324856.970589,4468208.82583
8402,-327600.704025,4475049.927130001
3299,-320398.07726,4469580.96451
6252,-315153.715154,4471601.37254
7066,-319184.902955,4472459.54898
1063,-322242.737596,4462140.0104
1354,-325295.771716,4463850.064259999
5326,-326837.876618,4472056.90494
2608,-328083.524205,4468444.89552
10541,-252324.70529299998,4495212.80998
8398,-326724.005933,4474949.751
10349,-317771.132079,4486903.16646
8649,-327313.560624,4475503.81804
6055,-321777.318918,4472096.71767
7771,-316618.476405,4472963.52773
5965,-316722.695709,4471486.205519999
6267,-324961.412081,4472676.34451
9979,-326788.080509,4482565.22941
8466,-326912.361702,4475113.88907
9302,-324816.075508,4477498.348569999
2355,-316466.56001300004,4466360.71025
6135,-328043.01074,4472842.29918
9331,-317335.538333,4476773.46128
1775,-332701.20101799996,4466038.77871
4252,-318889.21801199997,4470540.35615
6998,-320107.64657399995,4472528.19752
2487,-328469.03629699996,4468057.72988
4063,-332548.442219,4471814.13402
5227,-319191.5471,4471139.22859
7582,-329990.345348,4474143.0629900005
3036,-332184.575141,4470161.41125
8585,-327413.92995799996,4475394.2969
3054,-319041.149717,4468761.94747
5161,-327035.83447600005,4471971.98662
7490,-326551.998591,4473712.46781
9387,-327411.844445,4478196.24225
341,-336025.621068,4456244.06286
4338,-319819.030125,4470738.054269999
6204,-326701.287946,4472781.99743
5339,-326117.391235,4471994.45816
1727,-324277.373709,4464834.41026
6939,-312365.900325,4471653.087590001
6031,-328397.67155100004,4472804.60678
10534,-305754.08577600005,4500179.651330001
4197,-329359.14434899995,4471601.34816
6140,-313516.745404,4471270.11314
1700,-346664.812692,4467145.46681
1070,-341417.63211999997,4464311.65652
8663,-323886.474275,4475169.16065
1333,-325865.482395,4463846.25422
4644,-322912.466673,4471374.236830001
5819,-324638.55810300005,4472240.439680001
5382,-326161.669092,4472036.47276
5575,-329030.798762,4472524.89403
5842,-324486.51345100004,4472239.44673
4685,-329020.57348,4472077.3049099995
301,-310142.55323200003,4451809.777319999
8206,-326676.666533,4474683.68558
3293,-320892.15493099997,4469626.17461
5722,-318641.472524,4471512.6802900005
2963,-332213.058207,4469926.63973
36,-311930.78931100003,4404550.93091
5392,-325951.582718,4472021.71366
6812,-329288.942178,4473410.88177
256,-323523.22778,4452004.08994
2325,-319484.958005,4466599.40759
5033,-326785.58018499997,4471925.09679
9855,-326645.333663,4481759.901459999
8362,-326894.23047199997,4474890.45759
3836,-320368.865436,4470330.54266
3424,-318436.428358,4469717.33725
8976,-327015.25820700004,4476097.63052
3111,-321252.618509,4469184.5653
1437,-303651.820046,4461664.09313
7967,-326369.517405,4474309.18963
9768,-319085.644666,4480136.89506
740,-325289.258425,4459738.7482900005
8839,-316226.532166,4474594.28394
3236,-319362.281362,4469319.48867
7947,-319055.820832,4473471.320280001
6125,-328715.658423,4472906.33901
6489,-324693.57168600004,4472773.56891
840,-325591.26638600003,4460477.24036
9159,-329416.713186,4477303.48109
8118,-315173.507669,4473358.963140001
5086,-326991.31218,4471954.38232
10396,-306247.755007,4488286.92989
8814,-327392.385454,4475771.54706
799,-323352.701301,4459788.329609999
6487,-317399.851259,4471979.83391
2699,-324327.153827,4468431.53145
5114,-327302.861901,4471991.81123
7327,-326530.238868,4473572.5509
4044,-332794.61065,4471816.21034
1864,-327904.306064,4466035.457330001
5519,-329243.216473,4472493.547259999
5671,-326520.854967,4472321.55774
6224,-326761.111625,4472827.455709999
8482,-311806.70461,4473495.38332
7298,-339164.60455,4474923.0332
4399,-328293.616201,4471730.7431
1188,-325501.381693,4463104.22815
75,-364028.792542,4434033.2343
10015,-325684.46906,4482600.26506
1137,-316967.727955,4461941.17292
4215,-328929.974194,4471575.6483
10444,-293708.406113,4490109.72461
4649,-325692.97260700003,4471682.78168
4154,-326998.208919,4471286.725869999
1432,-323315.7478,4463771.66335
839,-326888.28680999996,4460604.00595
84,-319395.757705,4431986.4538199995
2715,-324026.689353,4468440.33446
585,-334097.540997,4460158.13507
4949,-326366.408002,4471864.1227
8832,-321158.368192,4475113.291669999
4985,-326878.548267,4471926.929140001
4103,-326975.986556,4471245.09384
10557,-342339.080549,4506062.000580001
8675,-327228.970936,4475568.21029
9692,-328359.520129,4480733.04036
697,-325692.31773400004,4459591.957330001
2679,-288054.349864,4464526.8043599995
6679,-325213.39827,4472904.17397
153,-352648.594294,4446393.08829
10162,-325960.882037,4483214.65348
2576,-305622.435523,4465868.24417
664,-326882.92833,4459594.96659
9651,-306228.818012,4478120.30351
9827,-302671.451125,4478787.29141
6261,-319094.837619,4472035.5935
340,-336000.940302,4456224.117769999
1443,-331155.446573,4464646.35836
2062,-315260.076673,4465248.77207
10198,-325755.880032,4483325.6357
1631,-319019.209712,4463725.01369
4815,-327796.00026,4471988.92964
5605,-326945.995941,4472317.53096
8151,-326822.56049,4474667.79417
9156,-326824.144587,4476981.87693
1564,-308270.698487,4462348.87488
1342,-320340.359856,4463273.57453
433,-332790.195698,4458416.84186
3141,-321005.566412,4469226.24344
7363,-326571.84519699996,4473604.0283
8209,-319461.343553,4473898.00036
4514,-329333.578169,4471980.88659
6206,-329311.879668,4473081.0891
5695,-316461.236278,4471253.34947
8446,-325232.848696,4474888.8854
3041,-313059.29107399995,4468090.83019
5724,-328099.082628,4472544.30919
9839,-276595.641515,4476170.817980001
8321,-317701.42102199997,4473812.43284
1154,-329833.575786,4463431.73486
3669,-319841.844633,4470189.2904900005
10736,-279321.09568200004,4514527.388169999
4274,-313574.444897,4469996.11228
1213,-322504.534523,4462842.2286
3609,-326683.131921,4470911.72602
6811,-316441.994778,4472009.74669
682,-327843.255822,4459789.28985
8653,-321495.747072,4474878.38132
554,-321474.253786,4458580.78216
9082,-324769.67545100005,4476322.75165
1782,-326711.28055300005,4465406.59082
5690,-326904.481799,4472387.215009999
7619,-320419.951846,4473121.0451
10685,-349601.66820300004,4517718.388280001
2778,-317548.892719,4467844.30644
9071,-328313.699525,4476669.09698
5777,-325972.502766,4472338.26017
9903,-319246.044006,4481367.6731
5081,-326156.811587,4471862.25359
1312,-320095.496335,4463062.83367
5578,-326646.749248,4472265.7655
902,-317504.529042,4460217.229280001
8879,-327123.708225,4475833.77109
3281,-319325.899018,4469426.46522
1811,-315261.627009,4464295.28429
5196,-326860.30579699995,4471962.86532
8822,-326846.747425,4475729.0594
6190,-325178.080502,4472607.09959
4772,-328626.042786,4472068.54857
7778,-326696.077321,4474069.2128800005
5996,-326551.42008899996,4472574.288
10753,-292327.832577,4519464.34809
1021,-324518.535423,4462037.80525
9214,-325879.8084,4477072.11758
7424,-326538.560388,4473652.4231
5800,-326689.511353,4472439.782930001
9027,-315627.367606,4475061.61642
5579,-328814.173744,4472506.181340001
9210,-325249.409929,4476993.40137
8001,-326407.451914,4474358.8845
1259,-319031.77933,4462641.0819
7723,-323203.943431,4473569.6654199995
7833,-337881.073087,4475383.93435
231,-312508.588507,4449187.401330001
3688,-324855.77554400003,4470742.4982900005
5603,-328932.71294299996,4472534.2141
10686,-349560.206979,4517735.26889
10170,-326631.788197,4483308.875
1967,-316648.911321,4465056.69477
6883,-328990.861576,4473430.521869999
7678,-321224.572399,4473295.29464
10276,-343868.84569499997,4486628.878830001
1397,-324343.63264699996,4463850.097019999
7942,-326528.20304,4474280.16127
1233,-320067.57032,4462615.0011599995
1930,-330161.686813,4466414.9516900005
7585,-325509.627558,4473653.127230001
9237,-322052.727174,4476785.3742
7148,-319655.317629,4472564.6612
3650,-321944.804302,4470410.23176
4166,-329262.036633,4471554.19825
10454,-245977.33523899998,4486014.50295
6810,-325137.677745,4472954.55408
8085,-331377.45947199996,4475062.09755
1311,-333619.363383,4464523.360230001
3455,-310583.835858,4468974.40302
4144,-322991.952543,4470838.27568
9316,-324676.455147,4477542.20643
2596,-328106.775193,4468409.143540001
5971,-326584.897197,4472561.62019
7289,-326585.00604099996,4473518.13562
2832,-328411.621334,4469177.4353
6034,-316364.997129,4471497.22735
7949,-319050.648422,4473471.09678
1817,-332308.43636399996,4466228.76724
3490,-323905.02404,4470500.664609999
9492,-319624.29402,4477796.754380001
10073,-318700.03360100003,4482056.94041
6317,-327852.68079,4473034.32545
6954,-329631.545468,4473540.71247
10200,-327696.27225599997,4483576.50992
10269,-326945.141804,4484684.86784
7650,-312915.697865,4472346.91306
2191,-322943.22289699997,4466581.8395
67,-336713.342434,4429684.31275
9750,-326412.11159,4480738.3269
10694,-293422.915643,4511697.80764
8956,-327060.057047,4476037.43507
7765,-326794.973733,4474058.53271
6013,-316787.114456,4471523.94181
7035,-319440.187613,4472472.5011
10761,-264280.00748699997,4518953.64065
2222,-318146.973249,4466134.35436
8307,-326677.817311,4474770.433069999
2700,-288210.018059,4464581.71756
3923,-320849.550802,4470421.123269999
5385,-326754.959627,4472105.836209999
5561,-326721.118243,4472257.950180001
8977,-320170.601164,4475354.15657
5027,-319760.389015,4471157.81708
10503,-338691.685376,4499949.15723
8325,-315188.569908,4473544.813130001
2529,-325776.380017,4467865.98378
1737,-324270.049267,4464899.27382
4294,-329032.675469,4471703.6249
3748,-325557.466929,4470852.37608
196,-328776.264686,4448931.211069999
4441,-326693.187841,4471595.87308
3871,-325367.317554,4470887.38577
524,-316735.83476399997,4457680.924819999
10469,-283815.378886,4490604.57804
780,-315020.26696700003,4458792.453369999
930,-330119.002871,4461896.65634
6017,-326889.15979899996,4472626.81429
4079,-329225.40736799996,4471463.8871
8267,-326684.11601500004,4474732.7124
7030,-316457.735403,4472145.3312099995
3341,-314417.558968,4469035.08725
5569,-329276.56754099997,4472548.12807
8017,-337389.467125,4475606.341569999
10650,-277877.006066,4508482.6692
2147,-344675.72554099996,4468879.72812
4484,-329278.363848,4471949.36432
4740,-328595.74184699997,4472052.45702
7213,-311804.665009,4471806.63596
8279,-326704.69908,4474741.72618
2875,-328017.93707399996,4469249.419430001
3619,-325628.762137,4470801.43991
4652,-329258.141443,4472074.3255199995
6806,-295106.957825,4469730.036069999
8963,-324109.08688200003,4475732.88357
8983,-330430.056412,4476509.89898
1939,-336356.74824,4467122.72159
5255,-328361.44516,4472152.87916
8612,-327153.291442,4475421.80961
766,-314205.63203800004,4458651.836130001
10284,-312849.890803,4483340.889690001
1179,-318763.940887,4462345.2489599995
2232,-314559.528715,4465756.540030001
6975,-320505.718735,4472558.27441
5712,-328162.940069,4472544.40419
9200,-322090.88435999997,4476629.9786
3520,-324793.59395300003,4470646.84235
331,-335706.958017,4455643.01969
7740,-329774.037833,4474330.68546
10224,-306493.43293899996,4481606.8131099995
4174,-329258.63643,4471562.27365
8844,-296242.74221500003,4472462.40989
2389,-327298.165173,4467626.41719
964,-318495.426638,4460987.775669999
6090,-326979.548559,4472682.897369999
5335,-326970.38279,4472082.1908599995
832,-336431.079439,4461621.41195
6565,-323768.499745,4472697.463930001
5305,-322875.835221,4471604.426969999
6174,-316307.784929,4471619.93932
2105,-315121.166321,4465356.982
7575,-326395.112663,4473743.1601
5367,-325201.44197399996,4471924.27223
2925,-324329.271526,4468968.55217
2117,-315140.214498,4465419.94634
9110,-324469.637468,4476423.98776
567,-313615.655889,4457822.048780001
1330,-319907.834431,4463167.23579
4353,-325530.386127,4471374.52119
6731,-323951.069656,4472788.5694
10048,-327373.719918,4482943.304280001
6117,-324789.20979299996,4472470.73923
3596,-327677.443869,4471010.61703
10173,-325989.50644699996,4483250.84536
10145,-326098.646671,4483169.7037
8199,-315487.083378,4473458.25895
3509,-323949.64969299996,4470539.657930001
4968,-324422.799957,4471655.07441
2817,-317679.156632,4467946.03615
1917,-331844.597441,4466559.932440001
6607,-326554.082046,4473017.243319999
448,-317157.561435,4457121.82491
9672,-319545.052047,4479682.23561
8794,-327253.231632,4475714.26726
3712,-325385.739624,4470812.61579
9098,-330579.19587199995,4477023.70864
4447,-329316.99271900003,4471890.40955
7751,-329225.955477,4474292.96955
1343,-328880.900053,4464204.51777
5602,-327033.37421,4472325.18606
9552,-326375.573567,4479043.616719999
5249,-351120.115896,4474681.96167
6427,-328323.946733,4473143.47022
3018,-320874.261763,4468875.25512
3930,-328480.276458,4471256.326669999
8571,-326895.498471,4475314.35834
8535,-332697.499102,4475890.56654
473,-323588.074436,4458098.87701
4982,-326758.393692,4471912.99651
10735,-319493.750384,4518781.57412
9682,-342407.441886,4482254.17945
6111,-327643.508464,4472777.61959
2821,-335038.427848,4469853.287
10547,-303221.77140300005,4501131.93294
5531,-326941.813614,4472250.00637
10235,-331082.764815,4484585.51741
3960,-317885.931989,4470116.93474
1084,-333860.33675300004,4463618.17639
1722,-316843.247117,4464009.45324
4392,-333549.214973,4472298.303619999
6385,-315841.084113,4471768.23946
5882,-326728.746437,4472518.57173
