id,lon,lat
9194,-322446.31365300005,4476644.71684
6400,-327773.20820500003,4473072.92161
4256,-326449.979204,4471370.44804
4412,-328235.74416,4471743.3658300005
1362,-314336.08623,4462704.199469999
1981,-329613.82889899996,4466545.90487
89,-302983.879256,4432840.18107
1457,-322033.77102800005,4463675.64774
2655,-330395.847814,4468954.31747
2299,-316509.148389,4466209.4721800005
4773,-328530.824423,4472058.28868
8282,-316594.999195,4473641.79149
3899,-329346.960533,4471337.35557
7359,-328598.20969,4473823.55011
7536,-326807.01230500004,4473767.54661
9543,-326151.565742,4478933.364630001
3747,-322708.277739,4470541.39111
10051,-318163.753171,4481941.306369999
5994,-326820.175477,4472602.36323
7017,-328894.47702,4473496.730219999
7420,-328007.15994499996,4473808.80973
2754,-323262.02419,4468431.80729
3657,-324099.083388,4470646.99546
10674,-351649.327339,4517798.19721
3229,-319552.843715,4469311.24484
9727,-328395.58935300005,4480804.937030001
2397,-322109.922425,4467092.50202
7568,-315703.863235,4472576.50661
2335,-327008.187095,4467452.99966
470,-323603.35168200004,4458086.07927
3260,-317738.32833600004,4469202.26211
3751,-322140.307446,4470481.294480001
2125,-312885.533476,4465215.99663
4789,-326755.193614,4471867.026880001
4176,-321834.010977,4470752.9333
1274,-322818.864414,4463106.68167
4536,-326454.786755,4471674.98634
10545,-303816.681798,4500946.24211
2452,-328401.88176799996,4467946.51413
1109,-329137.936019,4463211.36157
7432,-326428.37794000003,4473656.2399699995
1644,-316832.171464,4463551.51776
6978,-329061.74366,4473493.877090001
4473,-326636.112428,4471634.34377
2454,-326088.963499,4467698.5481
10604,-346731.819058,4511727.15847
646,-320788.553439,4458873.26944
9541,-302970.881544,4476394.80973
8644,-326876.59,4475448.13288
4984,-320623.901993,4471244.22241
9730,-319796.852727,4479871.13099
2014,-326739.198645,4466383.7221800005
4961,-327723.62451,4472015.3903
8987,-326995.20691999997,4476162.792669999
4947,-326089.027673,4471833.099359999
1241,-326821.260665,4463369.532
8392,-324201.52972399996,4474663.17846
10189,-325900.865713,4483284.47205
4597,-326458.154024,4471707.569569999
5589,-326801.362781,4472289.865180001
2131,-314576.870314,4465430.432709999
1990,-332552.898728,4466904.62746
868,-325750.51543,4460709.503280001
6928,-329121.328789,4473468.13635
8577,-311629.202368,4473667.04076
1257,-327142.807456,4463504.21963
10507,-287784.77266300004,4494994.57522
4700,-328699.811194,4472049.98351
6639,-328525.308164,4473248.36395
2985,-325392.500372,4469255.67595
6049,-326725.66001500003,4472632.22599
1350,-334142.214251,4464804.67211
4241,-331752.377047,4471936.53328
1475,-326177.02355700004,4464143.17555
3746,-321263.206792,4470383.08044
9758,-346932.380671,4483164.134430001
4942,-327628.120575,4472001.16801
1755,-328889.431517,4465543.9363
5942,-326744.345182,4472557.3385
4390,-317224.121368,4470511.38247
7957,-326834.717882,4474335.48056
2053,-315209.211732,4465229.28536
4201,-328564.728793,4471516.22942
7837,-321614.47962600004,4473604.644169999
4557,-326401.818702,4471677.52544
5910,-326890.540171,4472556.4521
7053,-328904.06291700003,4473517.30505
3690,-326593.733863,4470933.48224
8417,-327141.354397,4475029.548169999
8,-360054.985032,4363826.08065
5206,-319265.729725,4471140.6308699995
4026,-319240.20541399997,4470319.06986
44,-358908.753339,4417605.92635
1386,-324272.17541100003,4463833.94875
4090,-328217.599654,4471367.16708
9781,-313235.61653,4479701.68295
2948,-333024.68613600003,4469960.29543
7865,-315779.6403,4473008.740780001
6480,-327545.06412600004,4473082.00586
123,-328366.093615,4440682.766369999
8357,-326733.566665,4474856.96794
6413,-327989.121462,4473103.16746
10453,-327536.199308,4494548.51111
931,-325981.204439,4461451.64465
9415,-318558.399574,4477316.39178
4863,-316921.536386,4470819.49999
7704,-319019.576244,4473087.774069999
3222,-317129.342939,4469026.30143
5171,-327419.450521,4472016.60006
7880,-318987.36009000003,4473379.8829
242,-315905.875177,4450377.31946
52,-303018.098617,4419317.63888
7090,-328920.07245100004,4473535.9606099995
2539,-322932.301326,4467602.46567
7291,-319055.58063000004,4472705.64943
5247,-326664.72334699996,4471961.20225
2893,-328382.084005,4469333.027419999
4914,-327176.193804,4471946.958880001
6686,-328358.756153,4473249.99029
7708,-327207.70400300005,4473987.51458
6229,-325007.07868000004,4472644.34568
5064,-329750.120846,4472254.12061
9423,-327405.69935,4478295.59774
2037,-315175.625092,4465196.66321
6877,-321847.582396,4472646.120180001
5901,-326949.350149,4472553.54391
4877,-326314.692098,4471844.93591
8611,-326877.334461,4475390.76666
9418,-328128.966138,4478369.21409
814,-332944.005577,4461085.22411
2813,-286976.384431,4464672.08099
2313,-318648.602893,4466478.55006
10417,-276432.686431,4486527.57862
801,-334084.047329,4460980.21946
3710,-327006.493999,4470989.13502
9771,-326559.44327399996,4480971.1916
743,-317364.39400100004,4458900.67357
7570,-326551.024331,4473757.75526
5537,-325947.953843,4472147.58308
5185,-318104.6857,4471005.46681
10580,-320962.56266999996,4505924.34777
6277,-316227.21838800004,4471735.42803
10102,-326012.029539,4482953.34674
7031,-319200.901317,4472443.830130001
1023,-317132.52270900004,4461307.13379
4940,-325612.733215,4471780.2249
6408,-327653.16074699996,4473065.01956
5815,-330493.07685199997,4472877.74593
371,-318672.54264,4454784.949080001
5998,-325846.181411,4472498.12911
7503,-326937.89687199995,4473764.65197
9833,-318786.655944,4480612.83866
10571,-297327.6379,4502278.8471
7589,-326746.298155,4473790.29499
4889,-326950.17068000004,4471917.77429
2163,-325999.775913,4466859.927490001
2301,-318659.34721599997,4466449.759740001
7020,-320341.963514,4472563.48429
9665,-329078.52008600003,4480685.00995
7518,-327407.402294,4473825.57135
627,-334214.860656,4460287.27796
5076,-316896.29449899995,4470854.46159
2621,-328955.097794,4468593.23188
5915,-329282.375862,4472821.18862
4903,-327511.967119,4471981.68035
10321,-311582.049967,4484976.5372
1791,-332681.294841,4466094.79928
4733,-326467.79909499997,4471818.51572
5229,-326956.84013699996,4471985.863969999
3795,-313679.43764200003,4469585.85238
5827,-324926.448457,4472276.04281
193,-333567.122384,4449408.9071
6380,-326902.184634,4472969.206130001
3617,-329322.566946,4471204.19501
2227,-319028.162066,4466235.53108
3839,-320962.257918,4470395.93626
6542,-327475.97494,4473098.155180001
472,-323225.266208,4458057.60174
5984,-326900.808646,4472605.11129
2216,-322558.572673,4466602.95653
4866,-326794.838715,4471894.67251
841,-317522.101667,4459603.5524699995
1757,-315306.308898,4464070.40973
6431,-323821.583243,4472654.037269999
684,-314443.498202,4458346.9330400005
2387,-314074.153482,4466189.77587
370,-327666.037259,4455749.0414
9993,-325713.168762,4482483.25796
8084,-319505.713591,4473761.37612
9347,-319118.632226,4477043.4615
730,-334187.017776,4460652.05586
469,-334455.047675,4459267.07673
1774,-329690.77747800003,4465707.894619999
7628,-326376.28548099997,4473786.44745
6131,-321799.477893,4472156.04815
5003,-326915.368281,4471933.59665
9445,-324730.539743,4478115.763780001
6708,-322974.220567,4472670.63194
8714,-327270.628415,4475630.67815
4598,-329348.507312,4472024.88263
8385,-326879.652589,4474930.199659999
3230,-332151.19630999997,4470690.42293
5552,-326959.36091,4472272.24856
3055,-319025.976446,4468760.41592
2475,-325555.753286,4467709.58598
