"id","lng1","lat1","lng","lat","optional"
1,116.331199984529,39.9756296807229,116.331199984529,39.9756296807229,TRUE
2,116.330388705293,39.9749915043314,116.330388705293,39.9749915043314,TRUE
3,116.330332438186,39.974933571946,116.330332438186,39.974933571946,TRUE
4,116.333551546,39.97582961619,116.333551546,39.97582961619,TRUE
5,116.331223684298,39.9753048406204,116.331223684298,39.9753048406204,TRUE
6,116.33450884913,39.9731621345659,116.33450884913,39.9731621345659,TRUE
7,116.330020882376,39.9754867301213,116.330020882376,39.9754867301213,TRUE
8,116.330467239012,39.9751450927794,116.330467239012,39.9751450927794,TRUE
9,116.334040199662,39.9730374989844,116.334040199662,39.9730374989844,TRUE
10,116.33441584413,39.9737340765163,116.33441584413,39.9737340765163,TRUE
11,116.335043237573,39.9734412001654,116.335043237573,39.9734412001654,TRUE
12,116.334507911968,39.9730854139258,116.334507911968,39.9730854139258,TRUE
13,116.327410232854,39.9828585678123,116.327410232854,39.9828585678123,TRUE
14,116.334105135769,39.97313119979,116.334105135769,39.97313119979,TRUE
15,116.330968652995,39.9847956724321,116.330968652995,39.9847956724321,TRUE
16,116.330660586636,39.9751931768326,116.330660586636,39.9751931768326,TRUE
17,116.334574333474,39.9731350110026,116.334574333474,39.9731350110026,TRUE
18,116.330502637105,39.9756811039318,116.330502637105,39.9756811039318,TRUE
19,116.334411600226,39.9737701890986,116.334411600226,39.9737701890986,TRUE
20,116.334612790979,39.9731732616653,116.334612790979,39.9731732616653,TRUE
21,116.327604888942,39.9807807138916,116.327604888942,39.9807807138916,TRUE
22,116.330037642282,39.9756622186436,116.330037642282,39.9756622186436,TRUE
23,116.327345688617,39.979416931042,116.327345688617,39.979416931042,TRUE
24,116.33439756406,39.9738252545054,116.33439756406,39.9738252545054,TRUE
25,116.33479838081,39.9734099946207,116.33479838081,39.9734099946207,TRUE
26,116.330479485229,39.9750227302614,116.330479485229,39.9750227302614,TRUE
27,116.33451134223,39.973086904837,116.33451134223,39.973086904837,TRUE
28,116.33439041627,39.9738444586201,116.33439041627,39.9738444586201,TRUE
29,116.329470908816,39.9760121503693,116.329470908816,39.9760121503693,TRUE
30,116.327641984823,39.9790381182757,116.327641984823,39.9790381182757,TRUE
31,116.327249500975,39.9821059996399,116.327249500975,39.9821059996399,TRUE
32,116.333973585696,39.9754139527447,116.333973585696,39.9754139527447,TRUE
33,116.334510500783,39.9731338751412,116.334510500783,39.9731338751412,TRUE
34,116.334020284346,39.9735690829499,116.334020284346,39.9735690829499,TRUE
35,116.335189231538,39.9735063407378,116.335189231538,39.9735063407378,TRUE
36,116.334501589915,39.9737732501058,116.334501589915,39.9737732501058,TRUE
37,116.334356525378,39.9739097316049,116.334356525378,39.9739097316049,TRUE
38,116.334818081151,39.9737569925767,116.334818081151,39.9737569925767,TRUE
39,116.330475997506,39.9752617667333,116.330475997506,39.9752617667333,TRUE
40,116.327586727383,39.9826510198907,116.327586727383,39.9826510198907,TRUE
41,116.327596558535,39.9811283574656,116.327596558535,39.9811283574656,TRUE
42,116.327314807334,39.9827004684379,116.327314807334,39.9827004684379,TRUE
43,116.334118725107,39.9731612279941,116.334118725107,39.9731612279941,TRUE
44,116.333972834899,39.9753732865938,116.333972834899,39.9753732865938,TRUE
45,116.334282684566,39.9739972226647,116.334282684566,39.9739972226647,TRUE
46,116.334714226628,39.973235712288,116.334714226628,39.973235712288,TRUE
47,116.33129951216,39.9755374154378,116.33129951216,39.9755374154378,TRUE
48,116.334050224297,39.9730489292748,116.334050224297,39.9730489292748,TRUE
49,116.334507811153,39.9730846110951,116.334507811153,39.9730846110951,TRUE
50,116.330504883541,39.9750163554075,116.330504883541,39.9750163554075,TRUE
51,116.334853814153,39.9734098434016,116.334853814153,39.9734098434016,TRUE
52,116.333994875359,39.9729936460117,116.333994875359,39.9729936460117,TRUE
53,116.334385274546,39.9735673335814,116.334385274546,39.9735673335814,TRUE
54,116.334715435417,39.9734179086139,116.334715435417,39.9734179086139,TRUE
55,116.33457283874,39.973946368066,116.33457283874,39.973946368066,TRUE
56,116.334142265151,39.9733325642271,116.334142265151,39.9733325642271,TRUE
57,116.334519269849,39.9737617168365,116.334519269849,39.9737617168365,TRUE
58,116.334654603357,39.9737744964023,116.334654603357,39.9737744964023,TRUE
59,116.331222166966,39.9755865808882,116.331222166966,39.9755865808882,TRUE
60,116.331203634837,39.9759561323343,116.331203634837,39.9759561323343,TRUE
61,116.334439573724,39.9729139718355,116.334439573724,39.9729139718355,TRUE
62,116.334993548602,39.9731157757434,116.334993548602,39.9731157757434,TRUE
63,116.32952812853,39.9812205412983,116.32952812853,39.9812205412983,TRUE
64,116.330423354999,39.975040516043,116.330423354999,39.975040516043,TRUE
65,116.334686483375,39.9737449133287,116.334686483375,39.9737449133287,TRUE
66,116.329479008523,39.9760528992775,116.329479008523,39.9760528992775,TRUE
67,116.33047661768,39.974997965126,116.33047661768,39.974997965126,TRUE
68,116.334865168877,39.9736624626602,116.334865168877,39.9736624626602,TRUE
69,116.333947833439,39.975395340257,116.333947833439,39.975395340257,TRUE
70,116.334591483589,39.9731292193299,116.334591483589,39.9731292193299,TRUE
71,116.334316438032,39.9734612353884,116.334316438032,39.9734612353884,TRUE
72,116.333920140491,39.9732154434293,116.333920140491,39.9732154434293,TRUE
73,116.327157473142,39.9829559077114,116.327157473142,39.9829559077114,TRUE
74,116.32679544092,39.9825191198304,116.32679544092,39.9825191198304,TRUE
75,116.326797323665,39.9790634540107,116.326797323665,39.9790634540107,TRUE
76,116.333906709104,39.973268719257,116.333906709104,39.973268719257,TRUE
77,116.334448820399,39.9738866888582,116.334448820399,39.9738866888582,TRUE
