"id","lng1","lat1","lng","lat","optional"
78,116.33027081497,39.9754716428599,116.33027081497,39.9754716428599,TRUE
79,116.333996578302,39.9735715660292,116.333996578302,39.9735715660292,TRUE
80,116.334376970051,39.9738328973304,116.334376970051,39.9738328973304,TRUE
81,116.331136790759,39.9756684929381,116.331136790759,39.9756684929381,TRUE
82,116.334273037094,39.9729931914231,116.334273037094,39.9729931914231,TRUE
83,116.333072608285,39.9754916715028,116.333072608285,39.9754916715028,TRUE
84,116.330145949179,39.9756323921871,116.330145949179,39.9756323921871,TRUE
85,116.334226704748,39.9730284115264,116.334226704748,39.9730284115264,TRUE
86,116.330244180913,39.9754096007393,116.330244180913,39.9754096007393,TRUE
87,116.333762166782,39.9737127083695,116.333762166782,39.9737127083695,TRUE
88,116.330279326237,39.975115225274,116.330279326237,39.975115225274,TRUE
89,116.333479059939,39.9749582915215,116.333479059939,39.9749582915215,TRUE
90,116.329539686523,39.9753999400196,116.329539686523,39.9753999400196,TRUE
91,116.334546466499,39.973145540127,116.334546466499,39.973145540127,TRUE
92,116.334565391148,39.9737688845062,116.334565391148,39.9737688845062,TRUE
93,116.333058036386,39.9753580753412,116.333058036386,39.9753580753412,TRUE
94,116.334247866361,39.9738649991001,116.334247866361,39.9738649991001,TRUE
95,116.330315600408,39.9755384047534,116.330315600408,39.9755384047534,TRUE
96,116.333856623702,39.9732656853179,116.333856623702,39.9732656853179,TRUE
97,116.333646390528,39.9735174917865,116.333646390528,39.9735174917865,TRUE
98,116.329583821955,39.9751699979493,116.329583821955,39.9751699979493,TRUE
99,116.330868072436,39.9848349809567,116.330868072436,39.9848349809567,TRUE
100,116.326852504503,39.9825174391103,116.326852504503,39.9825174391103,TRUE
101,116.330283421335,39.9757755523492,116.330283421335,39.9757755523492,TRUE
102,116.327034521385,39.9793778761337,116.327034521385,39.9793778761337,TRUE
103,116.33313880579,39.9754255657823,116.33313880579,39.9754255657823,TRUE
104,116.330420670015,39.9749678045603,116.330420670015,39.9749678045603,TRUE
105,116.333449869313,39.9733786706369,116.333449869313,39.9733786706369,TRUE
106,116.334304753109,39.9737521306135,116.334304753109,39.9737521306135,TRUE
107,116.331079136131,39.9757623280717,116.331079136131,39.9757623280717,TRUE
108,116.33373807865,39.9737189787402,116.33373807865,39.9737189787402,TRUE
109,116.328868127304,39.9808596941551,116.328868127304,39.9808596941551,TRUE
110,116.333847959707,39.9738150013675,116.333847959707,39.9738150013675,TRUE
111,116.333557491795,39.9734702942049,116.333557491795,39.9734702942049,TRUE
112,116.327433964215,39.9809382698203,116.327433964215,39.9809382698203,TRUE
113,116.334261890567,39.9734084512175,116.334261890567,39.9734084512175,TRUE
114,116.333813075474,39.9737901930804,116.333813075474,39.9737901930804,TRUE
115,116.334267065287,39.9737417059988,116.334267065287,39.9737417059988,TRUE
116,116.33107010456,39.9760250119808,116.33107010456,39.9760250119808,TRUE
117,116.333704427864,39.9737262618263,116.333704427864,39.9737262618263,TRUE
118,116.33425392095,39.9739209126716,116.33425392095,39.9739209126716,TRUE
119,116.333722801627,39.9735450309476,116.333722801627,39.9735450309476,TRUE
120,116.334296072744,39.9736775649526,116.334296072744,39.9736775649526,TRUE
121,116.334115717872,39.9729806577092,116.334115717872,39.9729806577092,TRUE
122,116.328931559354,39.9757882515319,116.328931559354,39.9757882515319,TRUE
123,116.32882370221,39.9811524718638,116.32882370221,39.9811524718638,TRUE
124,116.330787849084,39.9850554152049,116.330787849084,39.9850554152049,TRUE
125,116.334252759542,39.9736482695301,116.334252759542,39.9736482695301,TRUE
126,116.33009281808,39.975471177668,116.33009281808,39.975471177668,TRUE
127,116.334006105182,39.9735824103812,116.334006105182,39.9735824103812,TRUE
128,116.329341028575,39.9751697770131,116.329341028575,39.9751697770131,TRUE
129,116.333573745633,39.9733136521983,116.333573745633,39.9733136521983,TRUE
130,116.326804977816,39.9824582225359,116.326804977816,39.9824582225359,TRUE
131,116.334237452875,39.97350677417,116.334237452875,39.97350677417,TRUE
132,116.334147729091,39.9735419364302,116.334147729091,39.9735419364302,TRUE
133,116.330265219455,39.9757623643955,116.330265219455,39.9757623643955,TRUE
134,116.334277487623,39.9739970636295,116.334277487623,39.9739970636295,TRUE
135,116.329680865166,39.9756433341629,116.329680865166,39.9756433341629,TRUE
136,116.334019825829,39.9730569938542,116.334019825829,39.9730569938542,TRUE
137,116.333703784032,39.9732771757905,116.333703784032,39.9732771757905,TRUE
138,116.333825510894,39.973804644162,116.333825510894,39.973804644162,TRUE
139,116.334279315058,39.9737106933933,116.334279315058,39.9737106933933,TRUE
140,116.33407746474,39.9733058326773,116.33407746474,39.9733058326773,TRUE
141,116.330237905978,39.9755904419799,116.330237905978,39.9755904419799,TRUE
142,116.331048753013,39.9759012896271,116.331048753013,39.9759012896271,TRUE
143,116.334102579757,39.9734596821517,116.334102579757,39.9734596821517,TRUE
144,116.334142228149,39.973121914722,116.334142228149,39.973121914722,TRUE
