10 16 19 13 12 17 14 15
21 16 13 19 15 14 17 12
11 10 13 19 12 17 14 15
31 41 32 38 34
28 31 38 32 34
40 28 34 31
43 41 38 32
29 42 35 36
82 79 80 81
45 44 40
46 43 41
71 69 73
72 70 75
87 86 84
61 65 63
67 63 65
