"id1","id2","lng1","lat1","lng2","lat2"
19,10,116.334316438032,39.9734612353884,116.333449869313,39.9733786706369
19,11,116.334142265151,39.9733325642271,116.333258038033,39.9736723414006
19,16,116.33439041627,39.9738444586201,116.334261890567,39.9734084512175
19,15,116.334356525378,39.9739097316049,116.333703784032,39.9732771757905
19,17,116.334282684566,39.9739972226647,116.333856623702,39.9732656853179
42,36,116.333973585696,39.9754139527447,116.332983351143,39.9757159523786
42,29,116.333947833439,39.975395340257,116.33313880579,39.9754255657823
42,35,116.334128032513,39.9756262337333,116.333072608285,39.9754916715028
14,13,116.334519269849,39.9737617168365,116.334273037094,39.9729931914231
14,12,116.334501589915,39.9737732501058,116.334115717872,39.9729806577092
12,10,116.334415724104,39.9728833414839,116.333996578302,39.9735715660292
14,10,116.334507811153,39.9730846110951,116.333557491795,39.9734702942049
12,11,116.334040199662,39.9730374989844,116.334006105182,39.9735824103812
14,11,116.333994875359,39.9729936460117,116.333704427864,39.9737262618263
15,13,116.334654603357,39.9737744964023,116.334226704748,39.9730284115264
15,12,116.334686483375,39.9737449133287,116.334019825829,39.9730569938542
15,14,116.33451134223,39.973086904837,116.333847959707,39.9738150013675
15,10,116.334507911968,39.9730854139258,116.333646390528,39.9735174917865
15,11,116.334050224297,39.9730489292748,116.33373807865,39.9737189787402
17,13,116.334818081151,39.9737569925767,116.334142228149,39.973121914722
17,12,116.334865168877,39.9736624626602,116.333920140491,39.9732154434293
17,14,116.334612790979,39.9731732616653,116.333825510894,39.973804644162
17,10,116.334510500783,39.9731338751412,116.333722801627,39.9735450309476
17,11,116.334105135769,39.97313119979,116.333762166782,39.9737127083695
17,16,116.33457283874,39.973946368066,116.334546466499,39.973145540127
17,15,116.334714226628,39.973235712288,116.333813075474,39.9737901930804
35,29,116.334102268018,39.9751208295764,116.333058036386,39.9753580753412
47,42,116.333878743042,39.9761048896475,116.333260896477,39.9761110170134
6,4,116.336758748531,39.9709922596842,116.335902559724,39.9706896469057
13,12,116.334573913828,39.9728860231529,116.334565391148,39.9737688845062
13,10,116.334439573724,39.9729139718355,116.334147729091,39.9735419364302
13,11,116.334118725107,39.9731612279941,116.334102579757,39.9734596821517
16,13,116.335220542999,39.9732206356778,116.334252759542,39.9736482695301
16,12,116.334993548602,39.9731157757434,116.334304753109,39.9737521306135
16,14,116.334574333474,39.9731350110026,116.334376970051,39.9738328973304
16,10,116.33450884913,39.9731621345659,116.334237452875,39.97350677417
16,15,116.334591483589,39.9731292193299,116.334448820399,39.9738866888582
21,13,116.335189231538,39.9735063407378,116.334296072744,39.9736775649526
21,12,116.335043237573,39.9734412001654,116.334267065287,39.9737417059988
21,14,116.334715435417,39.9734179086139,116.334247866361,39.9738649991001
21,19,116.334385274546,39.9735673335814,116.33427902922,39.974000575962
21,16,116.335364990846,39.9736862115882,116.334279315058,39.9737106933933
21,15,116.33479838081,39.9734099946207,116.33425392095,39.9739209126716
21,17,116.334853814153,39.9734098434016,116.334277487623,39.9739970636295
60,56,116.335392027622,39.978427119283,116.334762281841,39.9780677884274
54,53,116.339181479307,39.9780438253023,116.339177824414,39.9774330840702
76,74,116.33836613669,39.9816573892156,116.338134836201,39.9809058526079
