"id1","id2","lng1","lat1","lng2","lat2"
33,24,116.325368128759,39.9753612779514,116.324809850722,39.9748619629927
37,27,116.322355528532,39.9754063554761,116.321898117829,39.9749652192485
2,1,116.327795752044,39.9669783404083,116.327683555768,39.9661275671946
39,30,116.326981565076,39.9755350757017,116.326011746478,39.9752048298228
63,61,116.327784514385,39.9787523759756,116.326699692474,39.9789658284333
65,61,116.327641984823,39.9790381182757,116.326797323665,39.9790634540107
65,63,116.32777925582,39.9792010946911,116.326735953638,39.9791287768959
67,63,116.327345688617,39.979416931042,116.327034521385,39.9793778761337
67,65,116.327646816363,39.9796714282212,116.326688494041,39.9795067438776
71,69,116.327596558535,39.9811283574656,116.327453750671,39.9806145517231
80,79,116.327586727383,39.9826510198907,116.326766251835,39.9821228864336
82,81,116.327425871309,39.9829867875274,116.32679544092,39.9825191198304
82,79,116.327314807334,39.9827004684379,116.326852504503,39.9825174391103
82,80,116.327410232854,39.9828585678123,116.326467745284,39.9826253377316
85,83,116.327137392877,39.9847242565114,116.326470917431,39.9846406498388
26,22,116.329107002743,39.9746845244637,116.328629908088,39.9745136830858
57,55,116.328941191723,39.9782677677366,116.328402419474,39.9777070733747
73,69,116.328503344922,39.9809956349516,116.327433964215,39.9809382698203
73,71,116.327604888942,39.9807807138916,116.327414416742,39.9813041947209
81,79,116.327891329935,39.9823376819334,116.326804977816,39.9824582225359
81,80,116.327249500975,39.9821059996399,116.327157473142,39.9829559077114
88,85,116.327280273767,39.9849030530862,116.326361031405,39.9853868518594
40,28,116.330020882376,39.9754867301213,116.329341028575,39.9751697770131
40,31,116.330037642282,39.9756622186436,116.329321268881,39.9751732884261
40,34,116.329994088073,39.9757845103288,116.329583821955,39.9751699979493
44,40,116.329479008523,39.9760528992775,116.328884569819,39.9756536083835
45,40,116.329497351771,39.9760522560009,116.328931559354,39.9757882515319
45,44,116.329470908816,39.9760121503693,116.328398063645,39.9763217541127
75,70,116.32952812853,39.9812205412983,116.328662182417,39.980916364834
75,72,116.329479183836,39.9814962131493,116.328868127304,39.9808596941551
75,73,116.328511214367,39.9810150986772,116.328399091421,39.9814238105684
31,28,116.330467239012,39.9751450927794,116.329330068869,39.9751338117394
34,28,116.33047661768,39.974997965126,116.329539686523,39.9753999400196
34,32,116.330502637105,39.9756811039318,116.330420670015,39.9749678045603
34,31,116.330332438186,39.974933571946,116.329680865166,39.9756433341629
72,70,116.329799602437,39.9807384330083,116.32882370221,39.9811524718638
32,28,116.330463123241,39.9749413080436,116.330244180913,39.9754096007393
38,28,116.330479485229,39.9750227302614,116.33009281808,39.975471177668
38,32,116.331199984529,39.9756296807229,116.330279326237,39.975115225274
32,31,116.330388705293,39.9749915043314,116.330315600408,39.9755384047534
38,31,116.330423354999,39.975040516043,116.330145949179,39.9756323921871
38,34,116.330504883541,39.9750163554075,116.330283421335,39.9757755523492
41,32,116.331353092348,39.9754525619362,116.33027081497,39.9754716428599
41,38,116.331223684298,39.9753048406204,116.330265219455,39.9757623643955
41,31,116.330475997506,39.9752617667333,116.330237905978,39.9755904419799
41,34,116.330660586636,39.9751931768326,116.330272316934,39.9757780309251
46,43,116.331466557287,39.976333619037,116.331048753013,39.9759012896271
46,41,116.331203634837,39.9759561323343,116.330499272078,39.975997073898
43,32,116.33129951216,39.9755374154378,116.331136790759,39.9756684929381
43,38,116.331222166966,39.9755865808882,116.331079136131,39.9757623280717
43,41,116.331375798962,39.9755031963355,116.33107010456,39.9760250119808
11,10,116.334020284346,39.9735690829499,116.333474024599,39.9728518246344
36,29,116.333972834899,39.9753732865938,116.332943773863,39.9751176189015
36,35,116.333551546,39.97582961619,116.333479059939,39.9749582915215
58,52,116.332873323226,39.9778026900376,116.332133648272,39.9780022161097
52,51,116.332261621196,39.9771517791299,116.331790348575,39.9776697950905
86,84,116.330975593868,39.9847326988013,116.330787849084,39.9850554152049
87,84,116.330968652995,39.9847956724321,116.330606550366,39.9851424355272
87,86,116.331680277513,39.9854381304881,116.330868072436,39.9848349809567
19,13,116.33441584413,39.9737340765163,116.33407746474,39.9733058326773
19,12,116.334411600226,39.9737701890986,116.333906709104,39.973268719257
19,14,116.33439756406,39.9738252545054,116.333573745633,39.9733136521983
