"POLYGON (( 25242.146820 29570.273002, 37527.105951 29570.273002, 37527.105951 20834.790826, 25242.146820 20834.790826, 25242.146820 29570.273002 ))",3,19999
"POLYGON (( 25243.560753 20834.475002, 37625.060944 20834.475002, 37625.060944 11665.890802, 25243.560753 11665.890802, 25243.560753 20834.475002 ))",2,20001
"POLYGON (( 12388.254996 21078.403585, 25241.442351 21078.403585, 25241.442351 11787.522605, 12388.254996 11787.522605, 12388.254996 21078.403585 ))",0,20001
"POLYGON (( 12685.290332 29754.524531, 25241.955794 29754.524531, 25241.955794 21078.497569, 12685.290332 21078.497569, 12685.290332 29754.524531 ))",1,19999
